"inst_1" "inst_2" "inst_3" "inst_4" "inst_61" "inst_1694" "inst_1816" "inst_1858" "inst_5068" "inst_5487"
"200833_s_at" 18331 20926 19691 18657 20135 18414 7596 8177 8344 8561
"200834_s_at" 16699 13607 19418 18491 18569 5578 6089 21417 12461 8134
"200835_s_at" 11018 6424 10351 11480 10237 2499 21607 5545 21684 1410
"200836_s_at" 16593 15521 7449 8354 15073 3110 3764 7602 7764 21047
"200837_at" 17957 14949 18803 6746 16748 4636 5845 6342 5260 2906
"200838_at" 17826 16495 2616 9590 17278 4583 5659 5730 7981 18828
"200839_s_at" 5416 15747 5908 2154 3887 19398 7844 8488 10181 18859
"200840_at" 8044 13879 15937 5847 17632 5343 5751 9772 9222 8843
"200841_s_at" 18023 4097 8063 3853 1812 584 8446 10038 18047 19759
"200842_s_at" 20412 17299 20500 18848 17342 2174 6950 5510 8284 5152
"200843_s_at" 19062 14243 15267 17452 13763 20158 6052 9909 7252 6965
"200844_s_at" 15959 14828 7554 8009 6011 18356 21001 9894 17366 7787
"200845_s_at" 17789 21421 20283 17706 17434 15274 8028 6184 10428 17971
"200846_s_at" 18305 17735 17840 18632 14479 5536 2237 7584 7823 3629
"200847_s_at" 17330 21627 21291 18084 18997 3873 3371 9821 10593 7100
"200848_at" 15773 19757 20896 2492 20342 3406 1224 10174 4435 6906
"200849_s_at" 17200 17208 17901 18726 18775 15630 5702 3341 6448 9103
"200850_s_at" 17609 18325 7871 7496 16511 15357 7952 2424 5693 6799
"200851_s_at" 17093 16728 7994 3527 15466 16747 8957 673 3063 21011
"200852_x_at" 7832 15052 4005 17245 5459 19167 2754 10747 17523 1930
"200853_at" 19191 18496 18622 17526 18297 18331 7329 21421 10111 8596
"200854_at" 5425 20778 3095 18711 15827 3207 7091 2947 7250 6686
"200855_at" 6747 20930 8514 19587 20537 16518 3023 1357 21150 9814
"200856_x_at" 15861 1837 441 498 1970 2380 8697 7281 19920 21429
"200857_s_at" 19053 13292 6284 9455 19353 2469 969 5295 3543 9628
"200858_s_at" 16475 19628 18588 17025 5736 16313 9364 11767 16796 3996
"200859_x_at" 15736 15918 16837 16744 20147 16274 8887 9901 3168 2337
"200860_s_at" 16443 4650 6702 7718 20111 15148 5308 6161 6090 17571
"200861_at" 16414 14875 6388 17184 13876 1556 6020 3936 1239 18046
"200862_at" 3701 11988 6783 2879 19893 16004 2348 5508 3829 8518
"200863_s_at" 15770 16253 15722 6015 15681 16013 18726 9788 8719 18461
"200864_s_at" 18768 20841 16496 17799 16023 18808 2925 970 7917 9794
"200865_at" 14591 11682 14983 16299 13561 8393 10449 19033 12057 893
"200866_s_at" 17832 18020 15382 9460 16842 2515 4450 4540 2207 9528
"200867_at" 18729 16643 15556 7034 19989 3509 3039 8490 10114 7510
"200868_s_at" 16335 4659 6693 8041 15974 2296 6149 8367 18953 3620
"200869_at" 5852 12171 3944 4566 16191 5282 7948 21698 9133 5748
"200870_at" 16526 20261 19780 6871 3890 15618 9393 8881 18347 5789
"200871_s_at" 19189 609 5859 7252 19613 5974 2456 3028 3106 16929
"200872_at" 18524 19539 18103 19350 2881 6149 6859 10374 10287 18353
"200873_s_at" 21260 19439 21987 16403 17530 17612 8160 10016 9435 5663
"200874_s_at" 4503 3601 4455 6860 2274 17479 897 10536 19727 19198
"200875_s_at" 18346 18893 20187 18573 6046 15398 7579 7971 16656 5085
"200876_s_at" 8502 18052 17820 16343 15115 5625 4151 8633 17133 6924
"200877_at" 17177 17244 15781 7835 4798 3264 9044 9508 9596 8753
"200878_at" 6137 2896 4210 1547 21265 17902 8799 9439 7031 2904
"200879_s_at" 402 950 4027 17111 3257 6316 18039 19128 19802 10250
"200880_at" 7126 19424 15863 8107 14018 17541 2025 3408 7866 7604
"200881_s_at" 18914 18549 16518 7557 5090 15891 8833 3308 18866 17311
"200882_s_at" 18769 13189 6994 6161 14156 16574 5522 9565 19158 6190
"200883_at" 20450 16546 19513 21148 18505 4191 3027 4719 6217 2267
"200884_at" 4974 3460 1300 377 18381 15551 19544 3012 5829 17023
"200885_at" 4604 3300 6395 4778 3503 6012 7493 2417 10092 8002
"200886_s_at" 6991 13238 18336 17077 16232 18419 20434 11970 20025 7875
"200887_s_at" 7850 13743 6181 5041 4224 19023 3913 6747 3250 9622
"200888_s_at" 17795 4425 5353 19410 2993 15010 8682 11766 18113 7283
"200889_s_at" 4506 16984 7264 5358 13795 2678 8326 3168 18576 4903
"200890_s_at" 1577 18983 17723 3233 1079 15683 3165 3847 8994 19456
"200891_s_at" 20145 20659 21528 9197 14772 21121 21835 5500 21445 16774
"200892_s_at" 15739 20151 20109 7715 15913 15794 7101 3426 10036 17887
"200893_at" 16549 19313 17038 17300 5774 16141 4659 6201 19324 6429
"200894_s_at" 16873 19259 16542 18427 17950 3294 20701 3828 6847 9650
"200895_s_at" 6759 20343 1799 3370 2666 18976 20428 263 1623 9394
"200896_x_at" 7909 14565 15576 4504 14783 4496 5756 8667 16675 8177
"200897_s_at" 16295 18544 19289 17924 15934 19508 4392 19217 8827 9703
"200898_s_at" 20654 16725 15406 19368 17935 6263 20095 3422 16683 20266
"200899_s_at" 7527 20702 15753 5408 19864 3789 7379 5001 9144 18092
"200900_s_at" 1644 4672 19372 6078 15307 2652 7120 9778 20264 6491
"200901_s_at" 17174 16612 6445 9624 4651 4348 8762 4420 20176 9372
"200902_at" 19683 20065 15837 3123 22078 18725 7507 7175 18538 5180
"200903_s_at" 4597 12692 4595 4832 17652 18676 19376 7164 2795 7162
"200904_at" 21907 787 21762 21970 3572 3369 1328 7141 7299 17064
"200905_x_at" 17716 14225 6598 19682 3398 1354 570 11130 4495 7887
"200906_s_at" 5001 15121 20580 7195 18320 2147 21589 20119 20536 981
"200907_s_at" 7285 16242 19688 20112 2669 5714 2124 15895 6232 5012
"200908_s_at" 6886 12 1941 20779 4 18279 20673 7247 20554 21408
"200909_s_at" 19329 13671 16218 9066 17140 5541 8231 21838 19462 17438
"200910_at" 16165 17905 5379 6977 16715 15480 4306 7328 6916 1970
"200911_s_at" 6828 13554 5228 3150 2177 18251 6901 7317 6179 18555
"200912_s_at" 16024 14258 17373 3512 14990 15042 18687 6580 6744 17689
"200913_at" 17539 19243 6960 8274 2576 21319 970 68 4565 4393
"200914_x_at" 21222 21644 21115 6638 2458 18370 21384 751 19932 3851
"200915_x_at" 6682 18081 17388 3104 1479 3345 9409 7493 18328 18764
"200916_at" 3717 4538 18503 6789 4379 18173 18688 10851 8088 19916
"200917_s_at" 4558 14341 683 2651 3569 88 1010 8298 19522 9541
"200918_s_at" 16225 14002 6750 9297 16200 19872 7987 6784 4330 6014
"200919_at" 6300 2909 6807 8386 20041 19692 1995 22162 8594 1012
"200920_s_at" 20990 15136 6894 8500 20899 15328 7895 5636 9588 7783
"200921_s_at" 18512 20411 21488 6430 15752 19234 3552 2181 10199 2255
"200922_at" 7513 16490 6953 8116 13989 905 1106 6895 18517 5821
"200923_at" 2405 19276 20287 4884 3303 21226 4630 13872 19178 20955
"200924_s_at" 6673 19164 5244 7910 4836 2181 8840 9906 18321 4086
"200925_at" 18041 13311 19455 8474 17907 6031 8422 10626 9827 17125
"200926_at" 7399 12649 16016 17173 14218 18105 8925 12175 12591 11870
"200927_s_at" 5469 14933 6292 8199 20078 4463 7278 2577 4703 4531
"200928_s_at" 7937 13535 18878 19954 13717 499 11717 203 12289 11227
"200929_at" 15599 18845 18719 9498 4407 4338 3762 878 10263 6342
"200930_s_at" 9055 9862 10905 13577 7991 14537 10413 15008 21031 16465
"200931_s_at" 3908 2904 3696 1960 15791 15977 19113 8146 7956 5515
"200932_s_at" 15362 14485 8172 3929 4899 3841 2905 11960 8461 5445
"200933_x_at" 15761 4941 8066 16542 16332 5968 19916 21571 18480 8942
"200934_at" 3389 18783 6310 1119 17826 18648 20781 2669 17596 3412
"200935_at" 16673 20766 5049 21281 20048 636 4188 3679 18857 2058
"200936_at" 16332 12439 16221 9209 14127 3897 20456 11996 12570 4701
"200937_s_at" 15660 12291 17614 19148 2795 5169 19057 11357 18529 5685
"200938_s_at" 13438 7541 13434 10610 12228 10329 10786 17027 3940 16402
"200939_s_at" 10008 1578 9577 11258 13497 14903 11107 14964 229 2227
"200940_s_at" 7622 15706 16308 19377 16242 19680 1548 2916 1916 7535
"200941_at" 3382 3169 8052 6256 3478 18865 3766 3496 7800 18335
"200942_s_at" 7871 14413 4105 16383 19572 15528 6444 8539 7446 5476
"200943_at" 18653 16649 15417 9086 18208 3613 21190 9427 16806 9723
"200944_s_at" 8254 17802 7615 8174 14014 16679 7030 10965 9432 7777
"200945_s_at" 15893 20072 16603 7590 6162 18342 5075 3893 6808 7516
"200946_x_at" 18291 14662 15446 9433 16498 3622 6639 5837 9240 7978
"200947_s_at" 4645 16796 3840 6896 18394 19017 8295 7967 10007 6597
"200948_at" 4942 18812 8208 17886 14363 4239 20366 4810 7464 8085
"200949_x_at" 7542 4143 18662 8436 3678 16291 8501 21861 10562 9312
"200950_at" 6476 15533 3891 5357 16804 3810 4742 4674 17584 3519
"200951_s_at" 14487 10901 14367 14562 12490 10071 9745 3795 12463 14106
"200952_s_at" 13157 5009 13959 15268 21707 12404 12119 10417 13259 1386
"200953_s_at" 1305 2835 8521 4409 13949 13653 10203 4981 14579 8865
"200954_at" 19898 18301 19240 19573 18054 19992 6100 4717 5907 4435
"200955_at" 21347 18384 21076 21794 21368 5566 4393 4459 3408 8088
"200956_s_at" 16138 19307 7250 19818 19330 808 7441 8196 8502 1866
"200957_s_at" 6621 12904 5642 3318 16231 4745 20466 9218 7586 2771
"200958_s_at" 6826 18432 15618 8406 6243 18264 19454 11515 16635 17011
"200959_at" 16919 14815 4858 20188 14398 19862 4785 11669 8434 3554
"200960_x_at" 16350 18057 16504 8374 14179 18366 18891 11292 19715 7044
"200961_at" 19011 17095 16091 5185 15063 17662 6864 8986 5161 18514
"200962_at" 5481 14757 4955 9158 16841 20209 4038 795 4073 1986
"200963_x_at" 8500 4780 4045 16364 14733 16406 7881 12161 17362 16785
"200964_at" 16523 20429 7416 6623 20902 16312 19396 8947 2473 17678
"200965_s_at" 8353 13540 6685 4150 284 18158 1525 18088 2682 20954
"200966_x_at" 6844 3502 15394 7251 14404 4926 19589 21345 7152 17075
"200967_at" 17985 19704 21028 18077 4589 20542 6605 7526 9318 1605
"200968_s_at" 18018 17236 19228 19705 15425 15511 8634 3317 7693 4336
"200969_at" 6565 21500 7026 18260 5837 20463 7118 3172 5819 7812
"200970_s_at" 18391 17161 19456 19832 4036 3610 8900 4635 19713 9530
"200971_s_at" 19040 15839 16393 5509 5642 18679 3213 7295 2906 19125
"200972_at" 19827 20946 21501 6175 13935 18485 20420 3473 9854 20452
"200973_s_at" 6667 21379 18032 20822 20028 5307 671 86 19539 1462
"200974_at" 4592 12877 2154 6403 1246 21949 21803 7140 20819 2505
"200975_at" 2809 4392 4949 4209 15435 4206 7116 9875 10122 8217
"200976_s_at" 3969 1878 3935 7291 5654 20115 6413 7356 7474 2775
"200977_s_at" 18558 17032 20022 9513 13898 16868 6382 7589 18881 6887
"200978_at" 15522 15847 5664 7595 17495 18832 8325 10294 8233 5294
"200979_at" 18866 12424 18870 18945 19627 21356 1563 5485 2834 6432
"200980_s_at" 15334 14771 6929 8558 17374 5147 19952 6316 7819 5834
"200981_x_at" 16741 12185 18203 8708 13906 20226 5554 21702 7370 8014
"200982_s_at" 5150 2308 5557 6707 18918 15647 7029 9036 7313 9846
"200983_x_at" 19400 12425 19015 8376 16110 18298 2614 11828 8778 8375
"200984_s_at" 7628 15844 15380 6239 6223 4329 3240 22086 7807 3952
"200985_s_at" 7897 19149 19650 19966 17697 3583 3143 12111 18265 4682
"200986_at" 15111 7396 1349 12781 4845 10159 14997 15847 15015 10160
"200987_x_at" 18756 14594 18494 17921 19446 3011 6948 8859 5916 7137
"200988_s_at" 20732 17959 8513 9380 4030 19430 9401 4872 3303 8642
"200989_at" 2304 17561 3997 1650 18864 16541 5696 1534 17460 4633
"200990_at" 17517 18467 16450 19868 14138 16266 18713 7610 17301 3451
"200991_s_at" 20118 21219 21750 20613 22260 16773 4475 3343 6115 3682
"200992_at" 7629 19503 17694 17883 5905 4580 4203 7746 10404 7845
"200993_at" 17472 21541 18430 16652 20416 16370 5315 3031 17021 9479
"200994_at" 16302 19479 20799 7432 2958 19031 7781 3692 8407 17940
"200995_at" 19561 18636 7565 17575 6315 20241 3266 1999 19329 6721
"200996_at" 16509 19642 18590 8644 17281 16240 7351 7137 8519 7366
"200997_at" 18096 17751 15438 8557 16487 18735 19481 5718 3794 17864
"200998_s_at" 8612 15281 4181 8639 14197 18562 19616 4652 8270 5558
"200999_s_at" 16527 13179 15486 8663 20778 19943 18948 11094 9252 4945
"201000_at" 6102 3383 1998 6249 6051 5873 6817 10143 3788 5491
"201001_s_at" 7293 17894 8118 6341 5996 6079 19564 5767 19775 18432
"201002_s_at" 19468 15618 19730 8890 15902 18055 9218 6806 7717 8993
"201003_x_at" 5467 12390 6732 1304 19146 5211 5221 4801 9255 2844
"201004_at" 5502 12260 17124 5202 3585 18556 6739 9815 16624 8648
"201005_at" 16871 20923 20554 19265 16562 17319 5737 1445 4997 4612
"201006_at" 8433 3972 6903 20602 15574 9032 19680 13823 21812 22010
"201007_at" 7559 18198 1057 8109 17064 21060 3299 5616 6541 7814
"201008_s_at" 1038 1084 3229 5380 17383 4932 798 9438 20992 1044
"201009_s_at" 15967 2821 4985 19359 14395 2075 3253 8554 3417 8552
"201010_s_at" 8130 4354 17035 20694 1303 16457 2119 9482 4606 18289
"201011_at" 6520 20239 8125 6192 14365 2810 19049 7686 8972 4862
"201012_at" 6989 16168 4696 4506 20644 18301 4920 9298 6011 21644
"201013_s_at" 7618 14653 7709 7881 4328 18727 1804 8056 10154 9377
"201014_s_at" 7475 20703 20402 9227 14430 4318 5470 5775 19077 4827
"201015_s_at" 8389 18984 8100 18206 6163 4985 4628 2309 3973 5992
"201016_at" 16390 22178 19294 8331 17771 19721 20623 2321 18875 4265
"201017_at" 19294 19242 18542 22169 21001 4355 1456 2585 7893 7986
"201018_at" 1530 17688 6098 2381 20996 20056 6890 2863 16810 9781
"201019_s_at" 5089 14089 19880 4841 5067 6001 20281 691 18518 17623
"201020_at" 7545 3396 5318 5422 15139 4810 8010 6346 18795 19747
"201021_s_at" 15428 19461 19968 9021 3626 3751 5119 1964 19760 7702
"201022_s_at" 15292 18418 17887 7707 15491 15500 18714 9580 18971 7109
"201023_at" 17759 20032 19208 16477 18911 17286 2997 4448 3914 6163
"201024_x_at" 3961 4329 19977 21710 5255 1575 20067 11057 10583 5592
"201025_at" 3598 21626 4334 1308 16738 17657 3856 8465 18130 4084
"201026_at" 16906 18690 5496 19345 14920 3051 2945 1783 19256 4606
"201027_s_at" 1326 16757 5047 16567 14648 5772 1343 4121 3956 2311
"201028_s_at" 8116 11884 2929 5193 18138 2109 4519 4445 8299 6137
"201029_s_at" 16645 14668 16693 6340 19055 19634 5237 9506 4044 7496
"201030_x_at" 2647 11054 14141 11446 1425 14559 18725 21780 8626 11716
"201031_s_at" 19145 15578 18456 6761 17971 15569 4384 7834 17827 7417
"201032_at" 1646 4622 7094 4756 15865 17408 5965 7542 6469 18315
"201033_x_at" 16450 3779 16358 8811 4051 5370 19385 21963 12392 9493
"201034_at" 16644 16681 8598 3629 2245 18988 4888 1467 6127 5988
"201035_s_at" 6785 1759 1067 4099 15149 21332 19926 7520 4119 5162
"201036_s_at" 7538 19221 16987 19727 18018 21875 3289 5081 6496 19658
"201037_at" 6132 12789 15336 8169 16668 17951 3102 6955 3912 5356
"201038_s_at" 3585 21931 15528 19105 15448 17055 5112 913 19871 17803
"201039_s_at" 20295 12451 16488 6711 16325 2250 1583 4007 6419 9855
"201040_at" 7056 19146 20377 22033 1041 16864 3822 10538 5142 2214
"201041_s_at" 8428 16618 16213 5188 19727 4554 8339 1550 17866 1137
"201042_at" 16120 4635 3359 7975 15885 18569 7498 15061 2136 18591
"201043_s_at" 18859 19299 5637 17963 16656 338 477 10667 8937 1960
"201044_x_at" 12691 7851 11820 13656 12244 13964 16227 20250 13686 13751
"201045_s_at" 14433 11231 13781 13945 6818 14258 9972 16662 22220 16574
"201046_s_at" 3526 841 4395 4206 5269 18042 5904 9683 7255 5735
"201047_x_at" 4259 18030 6111 1770 14030 5650 18894 10202 5374 9293
"201048_x_at" 18813 14530 7784 19707 21199 707 17202 8555 8479 16312
"201049_s_at" 7599 1523 5356 9047 4389 5641 19306 21765 17847 8884
"201050_at" 21913 20916 16175 9683 22258 1559 22260 20100 4231 8947
"201051_at" 7996 17523 19698 16939 6135 15229 6645 5568 17579 8052
"201052_s_at" 19470 20816 16295 17343 15901 4153 6967 5577 17020 5092
"201053_s_at" 19508 20607 17129 5842 18867 17682 4939 2472 4452 3273
"201054_at" 19673 20359 19047 17914 5914 6036 1897 3163 17255 7749
"201055_s_at" 17934 20675 20585 19218 3145 153 3678 4289 3923 22223
"201056_at" 2166 14674 5255 1664 5730 20837 4307 7106 2630 5849
"201057_s_at" 18405 18283 16547 9621 15380 18765 4750 5763 5870 6359
"201058_s_at" 14324 10528 13631 15520 9253 9734 4177 14404 19515 13275
"201059_at" 4228 398 4115 4730 154 20490 887 14347 18686 19770
"201060_x_at" 3157 16238 4926 1506 885 15678 1997 1299 20884 3700
"201061_s_at" 17570 18028 19833 16885 14062 16675 2741 6798 17078 4594
"201062_at" 12086 8270 12230 13035 10081 8288 14630 15087 13477 13490
"201063_at" 19229 3680 17109 19756 9485 8559 4865 9972 4311 1086
"201064_s_at" 16704 12697 7262 8326 14352 15389 20507 4001 5108 5868
"201065_s_at" 7150 18333 15634 7882 15560 15901 2377 2038 6305 6677
"201066_at" 15371 14269 15454 7377 13867 16527 6758 10506 17485 8118
"201067_at" 4854 12572 15145 6601 1016 17400 21297 8341 7855 7089
"201068_s_at" 18124 16340 15921 16571 18044 16078 21045 7019 9869 8520
"201069_at" 16018 20434 21539 18330 16350 244 15558 407 3512 8542
"201070_x_at" 8549 14252 7529 6785 3047 1024 21133 5009 18088 7191
"201071_x_at" 8147 16430 7163 8504 15593 15233 7064 5183 5107 6956
"201072_s_at" 19754 18159 6201 19538 13940 388 7429 10253 17220 4558
"201073_s_at" 15796 14877 4651 12953 3862 3044 3406 1039 3480 5469
"201074_at" 16616 20296 15643 16623 16948 17633 4873 3369 7518 8546
"201075_s_at" 7779 18380 4716 6174 19253 17352 2893 1094 1758 1160
"201076_at" 3449 14836 4067 9152 18148 19588 19698 11148 9332 5794
"201077_s_at" 16264 12729 7214 7586 14196 5040 6404 6162 10442 8627
"201078_at" 4124 13034 20282 3857 17633 15583 8352 4453 7349 7992
"201079_at" 18753 19452 16376 8562 3970 15790 4832 7396 8223 4810
"201080_at" 20543 3630 4388 9051 1638 5245 2399 4887 17065 6859
"201081_s_at" 13252 333 407 4140 896 20969 6759 10724 1740 17933
"201082_s_at" 6467 15740 17885 7315 20264 20002 4381 9275 1089 9299
"201083_s_at" 1498 16962 17805 19773 15050 15146 7997 1644 19874 4170
"201084_s_at" 16163 20414 7119 6085 17967 5919 4529 8846 8010 6827
"201085_s_at" 1174 2807 3380 1805 20565 1508 21539 8205 9395 9291
"201086_x_at" 16784 16769 3157 4229 3751 17645 5372 3644 5167 6888
"201087_at" 1854 1463 1213 7029 4713 3238 3990 13436 2409 3272
"201088_at" 5594 22035 17666 6057 2000 5320 19667 3872 17889 8200
"201089_at" 21156 12946 4956 4384 16039 16124 2858 7200 3383 19436
"201090_x_at" 7743 3082 8372 9418 5188 16614 18766 21446 12537 20455
"201091_s_at" 19338 22006 21774 8163 20121 16433 8554 4187 18944 7170
"201092_at" 8270 15909 7548 7805 5790 15068 9485 8583 10460 9369
"201093_x_at" 6619 4871 7467 6248 2601 18309 21171 9912 7365 7163
"201094_at" 17577 16312 17673 18288 5639 5201 19078 12233 17003 8297
"201095_at" 5617 4236 6096 3546 1126 5630 2002 3154 6969 17059
"201096_s_at" 6930 17964 15341 6517 15353 4485 1919 3403 18297 8529
"201097_s_at" 19195 17850 17689 2960 14308 16481 9575 4544 20259 19060
"201098_at" 5281 12140 7117 5044 5247 5645 5424 7017 16774 4657
"201099_at" 5029 16101 19676 6722 18126 18421 4826 8550 8039 18685
"201100_s_at" 8418 16053 17834 16891 14879 6044 6296 8805 6749 18573
"201101_s_at" 17939 4631 6600 18758 16220 543 2873 5471 10559 7950
"201102_s_at" 7043 16111 5856 4346 18276 16506 3859 6089 217 18319
"201103_x_at" 6469 17308 7371 6205 17938 5249 3206 8793 7442 8289
"201104_x_at" 5091 14277 5008 6917 16575 2501 4399 4519 3382 2646
"201105_at" 18114 15465 6587 5832 17846 15054 19902 11368 8097 3018
"201106_at" 17288 17012 15222 6008 14416 696 6506 8486 1909 8746
"201107_s_at" 14319 9792 14589 15978 12981 7868 2206 13541 19317 438
"201108_s_at" 19105 18472 17333 5896 16452 3955 1880 2964 3454 8072
"201109_s_at" 17095 20584 19269 18793 19783 3802 4388 742 4350 987
"201110_s_at" 22143 21266 19324 20656 6098 21173 8347 233 17932 6954
"201111_at" 8543 18952 17209 7325 20602 20203 6228 1091 8662 7687
"201112_s_at" 15641 16957 15835 7874 16499 15719 6635 5787 9662 6198
"201113_at" 8453 13139 5726 8115 14445 17182 19001 5780 9845 7144
"201114_x_at" 19708 12862 4627 7068 17600 3779 8608 9629 17068 17517
"201115_at" 16583 16708 15563 7303 16631 19426 8613 7528 5250 5251
"201116_s_at" 13674 9756 14523 14790 11153 357 158 17096 17969 18334
"201117_s_at" 8682 6217 13047 9850 6526 19632 9430 14871 9439 836
"201118_at" 17701 17573 6167 9194 18011 4176 5962 7886 7608 4828
"201119_s_at" 17502 14656 15524 6074 17526 15707 5037 9170 9388 5696
"201120_s_at" 8526 17987 15859 18703 15677 1401 18716 6623 8431 3564
"201121_s_at" 18661 18330 17589 9629 5612 17190 7072 2613 20577 9026
"201122_x_at" 8111 1442 15199 17532 1134 19536 6303 10322 20399 8043
"201123_s_at" 16939 15251 8573 6217 17160 5626 6173 839 20695 18916
"201124_at" 4622 3007 16145 3267 598 20114 13466 17119 10409 346
"201125_s_at" 17195 17882 7455 21340 5381 19087 2917 10313 7975 9275
"201126_s_at" 16904 4892 18246 19970 20194 4096 21119 7701 16803 2357
"201127_s_at" 19008 15017 18574 7399 13817 999 9397 8086 7716 9805
"201128_s_at" 6399 17858 6902 3964 5484 19292 7621 6052 16688 8251
"201129_at" 15777 20102 17900 19671 17410 18450 7080 3371 7833 9563
"201130_s_at" 5667 4808 17467 19291 17604 341 7324 15004 3694 19317
"201131_s_at" 7095 20704 17806 5713 14997 17031 8074 13755 4469 6430
"201132_at" 5452 22168 8189 9123 17117 18905 5636 4291 19134 18183
"201133_s_at" 6113 20669 18961 7955 17252 4079 19683 4263 4669 16708
"201134_x_at" 16339 18747 19588 18162 16806 5913 8775 10668 9872 17645
"201135_at" 17984 13227 15476 8402 15623 17446 9238 7369 9816 7374
