"inst_419" "inst_426" "inst_997" "inst_1055" "inst_1158" "inst_1217" "inst_1642" "inst_1700" "inst_1822" "inst_1864" "inst_2677" "inst_4441" "inst_5074" "inst_5214" "inst_5493" "inst_5577" "inst_6176" "inst_6936" "inst_6977"
"220555_s_at" 22024 14458 9031 6091 18016 9141 8134 8511 10131 20902 22273 8344 8837 6401 11915 7223 1896 10763 8037
"220556_at" 5168 8680 5976 9939 12629 11364 11177 11518 9652 12399 2821 6640 11340 9134 13210 9852 10034 14238 11785
"220557_s_at" 13240 17880 7820 9599 8661 1849 17230 188 15637 11707 10010 3389 2063 21273 6587 623 5340 21862 20619
"220558_x_at" 10790 21449 11007 5636 2757 6852 5297 12281 13060 22221 1043 116 9118 12465 730 9413 13537 9238 12284
"220559_at" 5598 20123 2919 4016 636 460 8280 8217 17412 14988 7661 21817 21583 1397 8547 8854 510 14436 6171
"220560_at" 11313 5340 7516 5366 18165 12593 8375 16262 12127 20708 14133 12565 8413 458 10060 3474 11968 11361 13145
"220561_at" 4623 8199 9004 12573 4824 11903 4856 6476 14579 18915 69 9397 9733 6372 2033 1924 9141 14229 6978
"220562_at" 8695 14534 4482 4400 530 13631 9096 14739 16651 17570 20264 20269 19837 12143 10545 682 680 8827 8929
"220563_s_at" 8425 14882 4182 3047 8931 10117 10366 14685 9209 14433 167 15643 12790 6070 10206 7438 7505 14225 3304
"220564_at" 12214 14099 9524 10306 10818 12618 12205 13088 14679 19380 5654 11156 12831 11338 14558 9653 7341 9101 6232
"220565_at" 9477 8926 9889 3185 8915 9864 3972 13710 10611 15186 8354 93 12597 7593 14513 2274 4888 12189 7437
"220566_at" 15517 7046 11538 9822 21317 7247 6760 8147 1352 247 22074 19984 5473 12166 668 19070 1032 13762 5301
"220567_at" 9735 7724 3015 5239 6559 9764 6173 9702 11739 17828 6971 8694 9832 7754 10942 8822 4866 13773 10321
"220568_at" 8376 11107 8599 4665 13632 11159 11184 6040 13827 20397 11553 8560 9622 9731 11171 5740 1841 7974 9330
"220569_at" 8928 12557 3585 11017 8815 5541 11580 11143 9352 17020 467 1363 12530 11175 375 5114 14931 9168 9781
"220570_at" 8911 13752 3573 11590 16417 11429 5987 6670 14206 8537 18351 798 8764 4634 4179 7041 16864 3808 13006
"220571_at" 14181 20686 3995 3074 7784 9897 3886 12786 15246 14226 8051 9639 8398 8313 9771 8589 4899 11873 6862
"220572_at" 12924 10613 19734 19013 19118 22097 238 15967 10510 9995 10802 3917 18823 22176 1967 21668 13962 17740 18670
"220573_at" 8019 10300 8360 7066 10749 6203 11727 9272 13854 11652 6794 10718 10011 9405 12827 7941 7067 11389 9185
"220574_at" 12201 17582 6032 11939 6372 10706 6850 9444 9762 17222 1426 11668 615 3412 21906 6569 122 11526 12628
"220575_at" 17887 16869 9527 8354 11021 11367 3969 12215 13375 19734 21127 8603 10792 10778 11949 8523 10044 15335 9253
"220576_at" 9882 11566 21946 2923 21735 1515 21138 1484 476 8215 21839 19273 5251 5012 1516 497 15423 569 2078
"220577_at" 2518 19322 5126 4423 12254 11719 11854 10901 12272 20547 9082 6972 12145 7191 11135 3037 1067 11596 7523
"220578_at" 12200 16338 11112 13669 5745 5048 9922 13950 15821 16905 10992 1209 9163 7109 5495 10844 11224 15533 11882
"220579_at" 9101 11462 10057 5715 9180 5361 9349 13832 9916 19455 9087 11014 12295 10344 12278 8427 2523 15453 11704
"220580_at" 19692 5631 8993 8813 12918 1402 4627 10199 2057 17210 8141 872 3605 11896 13075 10715 4710 12436 6479
"220581_at" 21648 21018 15834 715 5373 12330 18777 17771 10259 19453 9877 19266 11399 1329 18876 18712 1264 2960 1122
"220582_at" 9840 17517 11021 5701 12669 3640 10051 8056 14655 19405 8941 12078 12196 10021 8737 9778 5730 14947 8600
"220583_at" 8792 9746 10340 6778 13046 12508 12267 12258 8819 13765 9874 14060 13384 859 12469 8607 8538 6250 5585
"220584_at" 8978 13052 13444 14141 7997 6501 21456 22252 22025 15420 6198 7404 13275 2852 6868 11433 6235 21440 5760
"220585_at" 9152 15064 9169 12118 8939 2087 5041 6069 9649 16219 10318 4581 14019 5663 9633 8371 5817 7037 1472
"220586_at" 4371 10247 4613 3378 6987 10279 12040 8081 14979 14168 21264 8597 8717 9100 13737 5525 1850 15047 10124
"220587_s_at" 11588 5760 19473 14335 4367 3679 7485 19610 18992 4366 16776 18064 3718 4619 5184 17924 17046 3822 20102
"220588_at" 20661 16679 17679 16996 6549 4832 18775 4303 18379 13573 4267 18259 7372 19509 6256 19700 9186 3453 18832
"220589_s_at" 9995 7954 6713 9337 3845 10074 12573 739 15579 3025 3739 1098 6982 20673 13756 22170 20677 14471 1796
"220590_at" 10380 10138 12578 10331 22032 3194 13046 22222 4669 5798 18201 1212 3716 17379 16002 21721 20711 18861 22002
"220591_s_at" 18509 5509 9669 4027 6844 2202 6646 10048 11079 16546 7230 975 5708 5850 4779 9197 5619 13820 5106
"220592_at" 11727 3463 5103 3420 10181 10142 9605 10133 13272 4866 2596 3638 17258 4361 12602 646 2212 14917 13131
"220593_s_at" 10489 9899 9337 4439 4703 10210 5825 13925 14211 18616 12442 8832 10428 9543 13439 9080 3198 7603 2260
"220594_at" 9186 3932 3203 5553 13440 12926 10518 8918 13238 20060 120 104 5681 10772 8953 8742 1457 11740 5628
"220595_at" 10201 7357 2511 8535 9796 12126 5792 8150 12345 19558 10069 10879 9357 4004 8602 5411 7507 11350 5548
"220596_at" 19876 3840 6129 11074 13405 9407 4598 12402 15940 16194 14847 978 4087 9507 13412 9519 3416 7448 8745
"220597_s_at" 16673 4401 1077 17370 14366 14911 15555 2513 19647 4283 19260 5532 7782 18046 14790 3327 11914 20132 18818
"220598_at" 9809 9839 5491 8558 9576 8611 7352 12685 15496 17967 9468 7652 9549 9770 12071 3470 8088 11412 9423
"220599_s_at" 17565 17773 9242 13625 782 852 11172 12493 12418 11651 1583 1408 9259 244 11040 1903 18573 8695 13294
"220600_at" 2014 17121 18745 12566 21305 22011 2328 7757 13769 10120 11253 18476 19912 5033 2041 11571 21045 14759 9133
"220601_at" 6208 8569 8048 11789 8460 7207 9124 13675 11276 17227 1886 6917 7923 11479 1597 1926 7311 8283 11509
"220602_s_at" 16191 15434 167 6518 13584 104 381 20471 2837 17071 12382 3946 1663 20789 20568 21761 19947 126 3752
"220603_s_at" 13725 4983 6948 10908 18194 20903 12593 7483 929 39 4604 20948 964 11223 4268 10212 12647 7115 10002
"220604_x_at" 21196 13109 10077 6695 4881 11452 5381 9041 14771 20424 8230 9686 11183 7860 8072 4021 2481 11144 8390
"220605_s_at" 15710 6037 1312 15799 15384 20530 2435 2186 5659 10192 22254 12087 21029 13070 22135 10425 11513 4399 20731
"220606_s_at" 9819 8204 364 19737 20630 13179 469 2696 157 10184 13579 16500 15021 784 21513 3603 3697 20914 21682
"220607_x_at" 10833 19441 14675 17585 3711 4836 15875 17173 4253 6459 14044 5957 16785 15025 15362 11925 17352 17883 4500
"220608_s_at" 20605 4246 13305 16398 3717 16558 19765 4614 846 8372 13225 15829 1883 1987 21349 2947 17564 117 20764
"220609_at" 9984 9872 21844 2778 20145 15722 21991 22064 16631 428 12037 863 20581 21728 1770 2727 4395 20591 21202
"220610_s_at" 19095 22037 14032 16229 4364 17546 20699 3028 5557 357 3926 20514 2029 13810 1266 12622 12538 22011 2718
"220611_at" 5483 11711 7407 7369 10240 7975 7043 9100 12009 15409 7593 8475 8808 6952 13366 7908 6237 10323 7584
"220612_at" 2711 531 15863 9342 20692 154 192 16114 4597 9738 18280 18785 20783 3802 21384 15132 20887 19350 98
"220613_s_at" 20966 20020 15841 1341 9966 2792 1448 15510 2069 14199 3438 2827 21795 19651 16577 21254 7595 20436 16845
"220614_s_at" 8865 7341 10615 4503 6187 12895 5906 14322 9173 17374 20899 11142 1320 7373 11865 7431 1690 13887 6110
"220615_s_at" 2062 19951 22046 21654 14277 3062 13813 18097 2430 7498 14642 16960 5733 4336 18014 16364 17006 18496 17110
"220616_at" 18781 4450 8460 12515 8457 12182 5741 12177 9868 12204 941 10503 11387 8879 14672 355 19599 12856 13377
"220617_s_at" 8673 10160 17638 13193 8344 14154 6969 11199 6961 16859 10093 6100 7791 21099 732 21081 6708 11645 8733
"220618_s_at" 4183 21745 22095 11544 20953 7379 21666 22214 12893 7688 15137 5918 21325 3982 439 18291 22008 20042 21594
"220619_at" 4883 14881 9990 12204 7739 9612 5649 11513 10983 13272 10358 6554 10290 8950 8598 8280 7105 12887 10458
"220620_at" 2171 14518 3353 9218 7981 9768 7626 10539 11679 15583 1143 9648 11011 7872 11723 3924 8351 6996 11430
"220621_at" 8346 9484 7780 3168 4851 8082 8697 6497 8566 19493 9351 8852 9375 11502 11776 5246 12175 14355 11181
"220622_at" 7379 14696 8437 4696 6185 5543 10312 12885 9925 14099 10553 495 9937 7326 11668 6835 7671 10431 5616
"220623_s_at" 10441 19179 11332 5618 8428 6560 6198 9872 10754 17837 2998 1153 3399 20095 8031 1360 859 4892 12120
"220624_s_at" 6197 8799 9239 9627 4996 9472 6538 9689 11740 15815 8666 10467 11301 12176 11594 7593 6899 13131 10600
"220625_s_at" 10194 13002 10416 4147 9285 12014 5794 14484 8451 10797 413 11593 1421 8813 7587 12403 1297 13733 11761
"220626_at" 4238 12170 10136 6266 12303 11875 5024 6558 13696 12219 8062 6556 13590 12168 14581 8459 8462 7596 11759
"220627_at" 1508 19788 6250 12177 6393 9430 10577 11846 1739 12296 6200 1090 12131 8244 767 6604 5635 9729 9104
"220628_s_at" 7397 11898 5905 7363 5060 9290 6990 9022 10674 15412 5417 8115 13328 7811 9911 7250 7616 13996 8758
"220629_at" 5086 7633 5526 8029 7594 7777 4756 8783 11743 15763 7804 8218 11497 8269 10296 5664 6501 9694 7010
"220630_s_at" 13905 11198 11116 7397 5749 10034 9475 7808 9830 12179 9390 13519 9708 1587 320 7363 9261 15283 11335
"220631_at" 15549 21822 21863 155 19656 20448 17064 97 7795 2500 3596 20178 21681 5170 1878 14165 21807 385 13641
"220632_s_at" 312 7206 1981 10075 12041 21437 12445 2863 17068 17315 8576 3424 20169 16806 17399 21689 18354 15591 457
"220633_s_at" 5608 8828 2262 799 17393 315 20759 2234 2585 2529 3664 2572 19284 18295 5974 21042 17838 21929 2238
"220634_at" 4329 8295 5791 6852 7808 8000 7550 9540 10819 15453 5693 6691 8890 7518 10253 4881 6842 8089 7195
"220635_at" 5175 11789 4020 3176 12182 11165 8058 11623 11362 16547 5454 7888 11433 6868 11825 4416 4934 11528 10003
"220636_at" 17178 12511 9322 4393 10018 12364 4945 10012 15810 15689 5875 11240 13825 9858 8503 9574 142 14442 11834
"220637_at" 7432 12655 3496 8358 11578 10928 5763 8934 11719 11770 4054 5043 13381 11013 13917 8936 6870 1040 11112
"220638_s_at" 5855 13867 2781 8088 8015 10326 7124 9185 15535 13694 6268 2306 9497 9227 1141 5637 5533 9551 6875
"220639_at" 4047 7362 2891 5005 13408 4394 12559 7361 12916 18060 8942 17042 9177 6897 10035 5555 58 14224 12112
"220640_at" 4430 7813 6489 10153 4088 8778 5368 14722 12464 15291 10210 7917 517 107 12026 1080 336 13870 4950
"220641_at" 19772 3898 6190 11573 13317 3790 11127 13743 16834 19235 1556 18298 20161 9500 700 13985 5611 1150 5085
"220642_x_at" 12772 18045 16605 19271 13698 15544 13988 19705 7711 5492 11023 12886 17174 13200 4133 14685 14181 6022 18383
"220643_s_at" 21896 16350 17968 2188 11179 16883 19546 5106 7150 19788 7242 6287 5111 20455 20957 15154 4566 20610 18445
"220644_at" 4579 8180 2527 10049 3774 5392 8460 12487 11281 14532 8686 7684 8531 8485 11653 7540 8109 14889 8414
"220645_at" 9249 12372 5202 6267 8509 8201 8318 8905 10220 17010 6142 10533 9809 9879 11304 7878 7907 10438 7691
"220646_s_at" 10080 7890 9742 4338 5665 6019 11610 13082 5890 14403 3222 18567 9948 12190 1438 6013 10646 14338 5437
"220647_s_at" 3380 15843 12409 14812 17212 2494 14262 17689 7679 4595 14319 16923 17506 15442 16208 14413 14252 16778 16475
"220648_at" 18618 12230 6327 6825 4794 10270 6995 9144 11589 16064 6156 7483 9936 7718 10489 5840 7106 7875 7880
"220649_at" 7354 11224 8841 8949 10540 8031 11005 10467 16464 17354 2769 9313 14662 11779 14240 9446 5279 14179 6871
"220650_s_at" 687 21275 4585 8820 9847 13390 6719 9869 2442 16848 9322 3804 16482 1178 3139 9 19547 12801 11572
"220651_s_at" 20349 7160 19643 447 20394 20510 18919 3931 21840 11273 12857 20768 21505 20157 17892 19052 10685 15942 19138
"220652_at" 9316 14363 10814 3238 11415 9724 5805 14345 8222 16672 2296 7656 12054 11713 12046 8440 20064 14297 6602
"220653_at" 16763 16760 10890 12122 708 7158 10041 13767 9202 8048 17654 14539 8558 8459 8545 2416 1147 13359 12701
"220654_at" 4896 13058 3356 7704 10537 7755 7441 9412 12932 15915 9567 10003 10294 7927 10464 5961 6655 12122 8609
"220655_at" 4486 15083 6413 8327 8922 9243 9271 7670 13499 16367 6364 9823 10499 9491 4532 1663 4740 10242 7509
"220656_at" 10461 14372 10438 7420 8605 7619 9446 6583 11831 13079 5622 10143 11313 10782 9174 7370 5208 9604 8907
"220657_at" 9925 7665 6433 10533 13473 12573 5355 6178 14375 13491 623 3227 11568 4636 11026 980 5687 15066 6451
"220658_s_at" 21989 20813 12072 20161 18791 13959 1969 20691 7171 20720 3522 5751 2541 20928 2344 2291 11259 19793 1230
"220659_s_at" 1829 8642 17620 14930 512 19470 1007 18984 2728 21831 20140 13291 22205 22276 22271 990 22250 247 970
"220660_at" 2698 17731 4833 12737 11654 9657 9820 7143 16128 12704 2691 11327 9852 9286 8950 8031 3883 14002 9295
"220661_s_at" 12892 19413 1601 15152 20636 13052 19432 19465 22020 2716 17714 19992 3306 16057 4045 14249 18295 4462 13542
"220662_s_at" 5110 8732 10415 13511 5438 12577 3917 303 14567 16908 20760 9254 16768 5763 11911 6762 1897 12343 10300
"220663_at" 11157 9527 7753 3520 8218 2829 4537 13794 9796 14586 7584 9253 9825 10238 14635 6888 11765 11393 11008
"220664_at" 4664 7993 2894 11176 11873 8938 10384 12382 15809 17510 10013 9350 12865 8061 8974 6105 9011 9063 10527
"220665_at" 1633 17547 3100 12611 11580 11134 9014 12642 9582 19095 8381 7545 11780 5695 10003 6581 5320 11953 1333
"220666_at" 10332 13437 4346 9246 21188 12232 9320 2488 13953 6762 21143 11772 3834 4443 20540 17621 16530 9274 11818
"220667_at" 10168 8416 9929 3073 6324 12512 8155 13757 10370 15281 418 4344 2780 12925 960 1636 12246 8929 11415
"220668_s_at" 15211 1933 17137 14918 20478 15509 17097 17391 21450 8336 18124 3764 1836 15548 16942 15552 21452 18391 17317
"220669_at" 16495 9376 12187 4689 21793 16011 19283 1082 3070 4550 3477 19683 20666 1012 20677 15332 4500 988 19912
"220670_at" 10360 8478 11077 8271 9327 8157 7526 10832 8270 12872 5599 11007 12613 7756 8524 7009 8428 10773 11025
"220671_at" 11804 16137 385 9299 167 14904 1267 3525 1187 10806 2495 22173 21316 1676 21965 19770 1644 21604 22029
"220672_at" 4874 12805 11571 10143 141 5889 994 753 299 10390 108 19808 12733 19288 390 2042 1562 13142 4549
"220673_s_at" 7146 11493 8801 10949 5829 12443 8430 13691 15756 18960 7728 10450 13180 5778 5278 748 9267 14313 10322
"220674_at" 5481 9255 4497 3907 2303 7416 8261 7780 13458 14089 21666 1398 2324 9040 6182 7642 19026 15559 5844
"220675_s_at" 5048 10923 10331 13066 5200 9205 8767 7540 13731 17312 6344 11099 931 774 13561 6063 1500 4894 5860
"220676_at" 4558 13183 4091 12660 11335 10191 6130 10529 15847 12424 8366 2312 13586 5577 13930 7110 2174 14351 9918
"220677_s_at" 5419 10625 8673 7322 11892 10962 7555 8049 12820 17770 9034 10218 8446 9018 11317 7421 7416 10581 8978
"220678_at" 6957 11078 2628 9791 10219 10969 6567 7680 15231 16724 6869 20245 13806 9580 12112 9542 8158 11230 10533
"220679_s_at" 7134 13898 10758 7417 9093 842 4671 9581 10154 17628 10494 20382 22019 7679 13320 4025 8205 10477 7739
"220680_at" 10150 7761 286 3231 6050 9238 4723 12554 16440 11840 5495 8899 11541 8860 840 4709 8820 10425 6254
"220681_at" 261 5214 6950 7067 5694 9830 6154 13499 8349 15646 7845 7455 8640 1006 9761 9063 8658 7285 12265
"220682_s_at" 1973 13263 1879 9109 14565 1671 2656 3268 20337 13641 21365 611 20851 21398 22012 1602 21548 8690 3877
"220683_at" 19411 20815 7696 6855 5803 12129 10558 10229 10901 16116 9090 7539 1290 5855 8488 4037 8422 13665 4900
"220684_at" 20412 895 3693 5803 10269 11967 4787 11076 10211 13818 10648 10930 12389 10206 18686 4585 5130 11630 6636
"220685_at" 8626 21557 8747 6315 13433 21645 8578 19303 11409 19722 17991 1445 20880 3417 134 22223 1319 4229 2241
"220686_s_at" 3387 6949 5391 8239 10945 12586 5941 6107 8299 18770 5494 8800 8762 6373 8475 8644 9694 7315 7609
"220687_at" 9532 4724 9246 3550 13331 6846 12528 13765 10432 20329 1572 21108 3933 115 11136 7365 6879 11797 6182
"220688_s_at" 16323 20541 17427 1269 16402 14003 15233 18223 21698 11632 4616 15674 20144 18774 18317 10726 18144 18308 16566
"220689_at" 11986 15940 9850 9603 5201 724 6692 14112 16396 17243 9085 7323 13700 5804 8408 7210 7439 1804 377
"220690_s_at" 13857 3904 1792 18284 1251 15847 13948 21493 5336 3465 16532 19556 5425 3114 3460 14881 19595 17120 16955
"220691_at" 19193 4270 10631 4289 17522 20503 3996 10549 13024 18934 1115 20848 1022 14123 14478 20119 16714 12575 11947
"220692_at" 4447 996 9209 10492 376 785 9920 14580 21492 11161 21627 15067 5060 20849 1196 3292 2326 8902 13389
"220693_at" 1677 306 6414 8474 12385 280 8596 11940 8786 14214 479 11447 10324 5371 13853 8670 826 9643 6960
"220694_at" 21331 6419 5186 4745 2404 22212 828 10844 4111 10260 4835 4144 16025 21949 21742 11271 17776 3693 21447
"220695_at" 9054 7562 5692 8178 12451 11724 7172 6889 11252 12443 8319 6688 11614 8975 12692 3964 8867 10857 11446
"220696_at" 9820 8771 3970 5561 17997 7071 5377 9915 16196 17007 10925 14733 3956 218 2754 234 20514 14870 14114
"220697_at" 10127 15038 9507 12135 3487 10518 4253 11391 14349 18817 2582 8400 13142 6181 2248 4663 16491 13226 12871
"220698_at" 1495 8945 9145 12839 10638 15500 11863 13207 20379 14946 3409 19555 21914 9650 9102 506 555 9313 5934
"220699_s_at" 19937 6296 5128 8428 10154 7923 8774 7053 11744 16311 6217 9321 11451 11135 11889 7950 9516 11165 8406
"220700_at" 7744 11362 9901 11757 13252 6865 8778 9970 15868 13951 14379 1508 11625 18380 1099 6931 2279 993 5681
"220701_at" 21295 21352 8367 3526 9201 8410 6683 11176 12490 18673 4983 5725 18885 959 6174 1969 844 12206 12455
"220702_at" 15018 21255 21320 8883 20696 11395 21821 376 17719 9423 19014 13663 6509 14267 2709 21117 14569 3991 21019
"220703_at" 1375 3974 309 4184 21167 2357 874 22193 10511 21299 21830 3269 20661 453 22241 1611 13932 13796 17121
"220704_at" 4911 9877 6768 7819 2262 7223 4045 10797 5024 7590 22145 6695 10495 9297 11748 4089 21373 9764 9287
"220705_s_at" 3464 16735 7670 3281 12292 7414 11531 11641 10160 10605 11556 954 3965 82 1713 881 1070 14178 12464
"220706_at" 8979 12401 6000 7701 8047 7953 5998 9512 12176 15383 6187 7200 10229 7785 11126 5879 5596 10874 8140
"220707_s_at" 8426 17977 1991 22018 11244 11860 159 1027 14805 17099 15154 256 18591 21220 7212 3357 14458 19194 3024
"220708_at" 3681 1284 14384 5414 5439 8295 2243 13296 13101 10802 8114 144 10528 438 14052 15472 19393 13361 11351
"220709_at" 9552 10223 6408 7993 11091 11044 9929 11959 15598 17200 6259 6673 13028 7873 11634 6173 7204 1701 10170
"220710_at" 6630 9806 21301 12386 21641 12715 2578 19433 12875 1667 18783 3748 21644 22074 13428 10045 20951 215 197
"220711_at" 6483 9992 18490 9107 19223 11989 21985 17350 16691 11102 3247 15013 8993 597 15547 10284 3656 8898 6211
"220712_at" 3883 20894 9057 6504 20117 4452 9892 1662 19262 10751 15494 2804 492 3156 514 20562 20566 9237 5696
"220713_at" 14099 16463 4644 3343 4937 7244 11983 12175 9895 18153 5901 8186 8258 7973 2887 20504 7134 15841 5806
"220714_at" 20408 51 8008 10565 13038 34 3434 12393 16492 12153 8882 14564 268 64 1385 6199 5110 3568 9241
"220715_at" 2340 16035 6425 13938 10842 11852 16573 10820 8398 6417 16860 10997 10965 21493 5171 21214 1368 14699 9895
"220716_at" 15970 9027 19918 9345 14826 6091 14939 21199 235 21262 17838 21691 10701 1134 525 2945 14727 2255 3074
"220717_at" 6316 15074 10404 12879 8950 6962 10507 8456 12121 18652 3023 20807 20891 1774 2095 10231 7814 7967 9101
"220718_at" 4280 14721 3605 10701 8615 9650 3934 7761 15710 19353 7745 690 11482 8438 7584 8895 1049 7175 10598
"220719_at" 8651 14938 6033 4748 1807 11317 12700 11321 13681 1499 15683 530 12244 18067 358 837 113 1887 13144
"220720_x_at" 19112 1819 1507 17064 17747 1423 817 16758 6812 1818 21811 4379 8205 20103 6217 3052 17862 22209 21551
"220721_at" 12354 2298 11980 5329 460 1978 6437 20414 1893 4993 965 19945 16622 363 9621 21871 14657 14840 8805
"220722_s_at" 10283 14779 10343 7383 10350 8871 5560 8264 9234 17653 7288 4091 9056 5304 10569 8968 10303 10164 7438
"220723_s_at" 10358 5824 9049 9286 10413 2340 4318 10702 2638 15229 7281 22060 11631 717 13764 7473 7522 9910 7212
"220724_at" 7225 14008 6449 7942 8487 469 4760 10685 13218 15745 9643 1147 120 11411 8167 7882 6386 11945 10057
"220725_x_at" 17724 6630 21410 17777 1963 512 21810 305 20269 5541 13253 21513 7559 18253 3780 1900 1430 965 16751
"220726_at" 7222 14585 9731 13681 12789 12354 11461 12750 11163 12046 22184 10314 1307 15411 8847 8196 5077 14565 12716
"220727_at" 7872 14636 9131 12108 4969 5230 8900 7232 11259 19512 3268 9867 6405 18795 13014 18854 7875 12683 9079
"220728_at" 8441 12961 18181 6034 1454 835 18317 15251 21671 7946 20807 5221 4303 16959 4008 2670 18406 18789 569
"220729_at" 10161 9628 82 4273 19383 7328 6391 665 11178 3556 21963 12061 5463 9440 474 20414 1450 8238 13274
"220730_at" 16443 16044 18050 16927 13060 8174 3653 22280 19634 17134 19590 6375 18786 21018 17106 19453 6444 2089 17636
"220731_s_at" 14654 15284 19545 20253 16294 17739 587 18834 20331 9098 3695 5038 871 21452 3969 14787 16928 18865 16944
"220732_at" 2060 1123 108 4025 6507 7550 9185 465 16084 21662 21137 3928 1369 272 21461 21171 3420 13721 12427
"220733_at" 4628 8811 4810 8747 12311 9810 9414 9241 12844 17498 10612 7449 12042 10614 7579 6899 2568 11680 7381
"220734_s_at" 18192 18275 20441 15169 19998 20376 1644 21962 6274 361 13525 20787 6255 1515 4516 14900 4528 21407 19294
"220735_s_at" 7918 15067 467 5881 7082 17150 1255 1440 10763 21053 2853 2552 6655 21041 11801 21208 17677 13198 9513
"220736_at" 15026 16729 5130 13125 12129 12760 6246 11150 14470 19740 7135 12329 2964 5737 12675 4528 5375 13833 11107
"220737_at" 18220 22058 11378 5169 13426 10047 9036 12209 1295 14698 53 6079 21679 19056 4376 14783 82 8457 11525
"220738_s_at" 6676 12921 10618 6032 13659 14341 6505 6935 4272 20174 1680 17730 2093 8365 14134 5193 10538 881 12906
"220739_s_at" 14150 20471 12555 20867 16595 17910 19836 21099 4004 6116 15918 3398 5936 1267 3182 20099 18508 2133 18695
"220740_s_at" 12149 1096 15000 6380 13828 1132 330 19466 1550 9888 20116 3856 1479 286 18431 19800 20430 19446 10542
"220741_s_at" 13884 2958 12608 2479 17062 13941 17295 5702 6984 6100 16681 15448 14511 14150 16106 14208 14694 3203 13885
"220742_s_at" 12322 16529 16414 18073 15966 15143 1951 18551 18605 3704 16925 12421 18112 15806 15760 14215 16146 2658 3378
"220743_at" 780 3942 10460 11218 7349 6155 10739 4591 10196 1690 1212 11046 13748 5895 2892 6036 338 8713 72
"220744_s_at" 7409 14166 12904 18937 19337 16471 15903 16254 3159 3758 10845 20598 19327 16088 21541 2686 11956 3254 20750
"220745_at" 13836 1234 7674 7969 10258 10761 6992 9929 13116 12256 8110 10266 9611 9450 12420 7206 6943 7698 6041
"220746_s_at" 18560 20305 15024 18250 15414 2519 18249 18260 3502 4381 13222 13576 2545 17980 16675 12444 3612 5788 18668
"220747_at" 11103 12948 3556 12246 8782 12166 11262 11697 14099 13763 2267 7374 4995 9702 12158 6554 8995 13282 6238
"220748_s_at" 17834 18778 1866 16597 937 3179 1535 19928 7262 11045 14250 292 4132 20027 19377 16673 2245 17441 17456
"220749_at" 14901 1800 8954 10349 8496 184 8815 14093 9025 20270 6816 1171 3162 11958 12660 806 4875 7390 9037
"220750_s_at" 15785 4287 16181 17333 4212 3038 1028 19426 16776 3030 14495 6122 18637 13907 5757 3671 12323 5630 350
"220751_s_at" 7795 9293 10479 10640 5218 8639 7316 9858 11955 15887 8060 7428 11237 8508 8590 5948 7322 11264 10943
"220752_at" 18506 3528 2969 8543 5137 6313 11181 7358 8743 19163 7355 10316 9323 6277 11443 7162 10409 11154 10848
"220753_s_at" 11978 20432 19826 1144 1973 21664 13193 5168 20988 1198 4725 21123 5171 19465 7250 22068 19660 5841 21981
"220754_at" 5452 11445 7608 8642 7714 8612 7310 7893 13278 15708 5210 10206 10152 10018 13147 5785 7987 10304 8873
"220755_s_at" 16537 15653 12418 1259 3644 14404 16666 17384 1678 8191 2833 16162 7695 3669 7101 3135 11952 3118 16424
"220756_s_at" 10176 7732 4947 4526 7882 6694 1549 14673 16017 17109 5453 6924 12692 10524 20844 8235 9666 2758 13442
"220757_s_at" 165 8991 12288 11400 20258 5088 19013 864 6242 21084 11246 5641 4729 22257 1462 2833 20875 2066 279
"220758_s_at" 21433 18318 2639 13585 6043 6527 8428 8190 1065 17914 2040 410 8741 6266 9275 9860 7352 11491 8855
"220759_at" 7763 11177 9834 7662 10283 7310 5097 10046 13527 18430 20423 6659 1014 9918 12465 9684 7235 15200 7693
"220760_x_at" 16734 18695 754 2529 22222 2114 757 21527 17944 21141 20561 3206 21050 16317 7711 13032 1093 21709 2746
"220761_s_at" 19065 18940 19526 528 16043 18203 17876 1584 5699 586 13968 20974 7949 19787 17544 20955 19678 19486 1095
"220762_s_at" 13466 20558 20371 593 15071 21696 1602 22243 5245 2130 18954 2335 17930 13174 22261 1691 22242 19560 16655
"220763_at" 5060 14899 8242 11089 5358 8347 3816 11941 11630 15509 7253 7842 11857 9053 9059 1413 5995 9966 10685
"220764_at" 3701 3750 12324 20187 1382 4133 20653 490 14508 3173 4496 5481 16000 21438 20272 20763 922 16939 978
"220765_s_at" 11034 447 5146 5078 6671 20866 7957 7733 5664 6421 1196 215 15693 8745 1445 18484 21611 14528 11954
"220766_at" 4671 13016 2960 11938 6791 3519 10571 6064 10667 12376 13386 11394 11474 11156 14370 6093 9721 8103 6539
"220767_at" 4532 10641 9998 4242 12447 12273 6785 9536 12423 15454 8988 7056 3636 8602 9597 11399 6729 15035 6350
"220768_s_at" 12423 3250 14482 955 16065 20104 18303 5942 2646 670 12087 19362 2727 16921 15115 18646 17213 1456 13471
"220769_s_at" 10782 13213 4614 5777 802 9510 8946 14021 1673 21046 18611 335 15627 3993 831 1779 1367 15477 6064
"220770_s_at" 12417 12982 12427 1353 21383 18195 675 2351 1970 22254 20524 11895 17900 18446 19291 3279 20799 2397 20537
"220771_at" 11272 12620 19704 18951 5193 509 22186 22210 12258 16464 15929 12007 14801 16030 3906 2354 9644 22238 21446
