"inst_5925" "inst_5930" "inst_5972" "inst_5977" "inst_6893" "inst_6898" "inst_7083" "inst_7088" "inst_7506" "inst_7523" "inst_7528"
"217014_s_at" 1265 10942 9345 12305 8198 16045 15783 14214 6324 11739 11204
"217015_at" 1092 12317 18954 12760 8022 16319 9730 8667 8505 1219 13881
"217016_x_at" 4419 9472 21858 18981 1292 7380 20936 11242 21986 19501 13280
"217017_at" 2679 13151 16108 9521 12121 14074 5651 13460 16221 8728 12866
"217018_at" 2803 9374 22098 5042 6609 13515 12053 16920 21576 1110 7812
"217019_at" 925 22042 5931 8218 21094 2863 12522 3321 20740 21383 9056
"217020_at" 21230 12356 14380 21279 10152 12516 7343 10135 13148 12137 13777
"217021_at" 10752 9030 14119 12876 5260 12527 11478 10402 8882 1628 8692
"217022_s_at" 9064 18461 17347 10605 6710 14742 6534 14321 7038 10812 11286
"217023_x_at" 9891 16028 16323 10671 9034 17638 11354 16101 13793 909 8316
"217024_x_at" 10520 14381 17492 10194 9045 11965 9057 16215 7332 1692 10525
"217025_s_at" 21821 18210 21912 3768 4687 363 21649 518 20212 106 5621
"217026_at" 8999 10068 17334 12400 11316 13375 8400 12567 9839 8348 12614
"217027_x_at" 16919 8232 19693 1406 15647 1902 16849 3225 835 5893 3476
"217028_at" 21457 21688 21091 21904 3543 19726 19210 5813 3014 22252 7274
"217029_at" 11729 11717 14135 12651 7673 16593 9022 13182 10245 8995 10496
"217030_at" 2489 17379 10773 264 5483 15652 6798 17739 18589 7282 11589
"217031_at" 11776 11777 14292 11459 7796 14062 9253 13450 10405 10292 10678
"217032_at" 829 11800 21156 324 16846 16476 12429 13540 10468 7521 10741
"217033_x_at" 10993 10782 15802 1705 13431 11182 8265 10411 9738 8065 13936
"217034_at" 19788 10238 16931 8279 6076 13802 8959 9838 17973 13128 13514
"217035_at" 17987 8881 7540 3430 12127 17987 7143 9943 7477 259 3086
"217036_at" 9451 14073 14933 9214 8169 14602 9981 16091 13748 10710 11169
"217037_at" 11701 14363 8735 10308 533 13732 17093 15861 10154 20490 10392
"217038_at" 10223 20564 18297 10377 10891 13852 4982 10606 20333 10152 17539
"217039_x_at" 13917 2455 22161 15493 20965 18457 13939 6725 21092 9330 104
"217040_x_at" 12923 9625 365 17096 6732 4284 11288 17494 9595 11887 21762
"217041_at" 12728 13308 16102 206 6377 22051 10104 17432 7981 3368 8098
"217042_at" 3053 19574 21241 19636 16740 21893 15983 1856 6182 2027 17575
"217043_s_at" 6586 16000 2388 19052 3859 4874 20268 18090 6846 16612 17813
"217044_s_at" 18225 13374 21209 9318 7700 13908 19178 13255 21468 7625 8695
"217045_x_at" 15943 20469 22263 21257 16968 21968 804 10994 2101 21669 8948
"217046_s_at" 21484 14329 13742 18397 9731 12849 7765 11027 8488 7469 13723
"217047_s_at" 11111 17849 15351 13926 20146 11358 5784 18393 7942 5682 21433
"217048_at" 20446 9286 16822 2894 18153 11483 5224 9353 1347 11389 12802
"217049_x_at" 902 20115 8008 623 16550 12128 3061 15296 21413 21811 12184
"217050_at" 11471 13807 12572 11900 21688 17000 7731 17040 11735 9426 12822
"217051_s_at" 10706 18525 21732 7904 9823 9472 14779 9294 9052 12223 11247
"217052_x_at" 2753 21344 20703 22224 1158 19849 21013 5800 1673 16319 17535
"217053_x_at" 8465 18038 10973 18739 21160 10969 13037 22197 4541 7430 21096
"217054_at" 10820 11185 16171 6515 8583 7360 11388 10985 13842 12782 11898
"217055_x_at" 10711 11014 16065 8933 6885 16150 7577 11718 19055 9326 9360
"217056_at" 20657 14518 11546 351 5951 3592 13105 14825 7055 21630 13407
"217057_s_at" 1856 240 689 3213 20563 8421 10004 21471 12907 8045 21509
"217058_at" 10306 9957 13256 9441 7197 13184 13445 12324 12009 12884 7179
"217059_at" 11380 2785 17243 15072 622 12513 11869 16478 12674 9182 9200
"217060_at" 18280 10459 15702 10221 8401 14961 10420 14586 13233 10942 12696
"217061_s_at" 9413 17679 14880 18458 16181 10792 13156 22150 9069 8839 22182
"217062_at" 10059 13080 14638 13276 7386 12314 8490 12638 11819 8789 10083
"217063_x_at" 12131 13904 1650 8028 6910 10923 7631 10476 12998 11775 9396
"217065_at" 12245 11838 14839 10868 9903 14236 9506 13690 12686 10418 10840
"217066_s_at" 21274 15877 4332 2609 18750 935 21210 15392 106 1589 4262
"217067_s_at" 8292 991 21570 21098 5514 12033 8982 13145 17733 8038 19760
"217068_at" 14276 8967 15847 13055 4943 11823 8991 13152 13224 10134 8298
"217069_at" 4895 12126 16231 11666 8509 16273 10622 14770 11354 11074 9032
"217070_at" 20190 10324 19340 304 21015 18584 2900 17731 8496 7545 8722
"217071_s_at" 9448 13092 15682 2312 21041 11921 9907 14080 15366 12135 7328
"217072_at" 21734 6934 19812 3587 10675 22073 5935 8686 7345 12489 17706
"217073_x_at" 13966 13719 16459 15368 7809 11967 9270 13469 13317 6652 10692
"217074_at" 13190 8923 16105 11806 10895 14325 9632 13814 10632 10488 10921
"217075_x_at" 14184 14797 5889 9063 9447 17458 12423 13194 12928 9035 13554
"217076_s_at" 11273 17746 17099 1914 1359 10016 5588 11877 11991 9429 9484
"217077_s_at" 2913 16795 12901 5408 21646 15302 6720 2674 1540 21671 22124
"217078_s_at" 11456 11352 15508 11180 6945 17187 7696 11831 9361 9398 7807
"217079_at" 14423 13521 17539 11250 1711 10381 11732 12170 8384 12881 8774
"217080_s_at" 19215 3376 6493 1448 16999 3408 18994 4214 20940 15050 378
"217081_at" 8623 10926 16911 13333 7358 13394 13088 12592 11599 21480 8532
"217082_at" 19143 14210 17434 10609 5249 13338 6442 12521 17598 12386 4407
"217083_at" 12086 12204 15337 11710 8668 15334 11259 15062 11559 12873 11870
"217084_at" 10316 14005 9733 12912 10241 11503 8368 16707 20372 8265 9995
"217085_at" 13567 13365 12277 12335 6571 14219 12583 13659 10550 19801 10818
"217086_at" 2471 871 15655 21288 10620 14501 9858 9105 10794 10627 11087
"217087_at" 18361 9842 16533 3591 11910 16078 1643 13528 10455 7169 10732
"217088_s_at" 5718 9992 14814 11034 2148 11071 13373 13514 10446 13703 10722
"217090_at" 527 8608 13679 13335 5183 17563 8937 9477 10194 10108 13271
"217091_at" 6839 10609 15867 9989 9189 11027 9120 13302 18119 10206 7854
"217092_x_at" 7250 2130 18810 5860 14831 7889 15240 1085 2850 3789 6539
"217093_at" 9139 14150 14831 9771 5588 16629 7104 15600 10532 10395 8808
"217094_s_at" 18348 18074 1721 19968 16749 18124 2152 7296 17796 17892 21559
"217095_x_at" 19302 9589 12603 13023 7022 5593 7838 11997 13346 9492 9576
"217096_at" 10539 10563 14263 21021 8493 15090 10599 14745 11328 7960 11607
"217097_s_at" 1753 8940 14039 6450 9135 21794 13071 10862 560 13730 2287
"217098_s_at" 12339 11639 14671 11361 7475 13594 8683 12834 10026 9969 10230
"217099_s_at" 2728 941 2430 4327 16908 19191 15338 3517 5304 16487 14943
"217100_s_at" 6493 17459 463 15838 15858 7588 17632 6973 20445 15947 19075
"217101_at" 22222 12151 6648 12787 8569 419 21466 14882 21981 1766 11711
"217102_at" 20686 19631 993 20946 21834 10454 4964 10027 13078 10093 3774
"217103_at" 12441 1115 13698 13201 8662 15327 10915 15046 12424 11754 11862
"217104_at" 1938 20809 17867 3257 13096 21068 21065 19443 633 3 1083
"217105_at" 10982 13683 16310 10977 8190 11593 10010 15520 10929 10731 11193
"217106_x_at" 8882 2773 5524 2418 4652 8645 20090 2775 17816 17625 5748
"217107_at" 22115 20836 114 3904 21894 1314 144 3472 5628 21789 19085
"217108_at" 11539 11457 15591 12093 7125 13065 11140 12192 9580 9604 9726
"217109_at" 7655 19247 11420 11828 7057 16037 11765 12058 19472 496 9628
"217110_s_at" 11259 15456 20329 10392 9213 16196 13606 8895 20309 11965 21824
"217111_at" 15166 13000 21853 8961 2730 21774 3268 9113 8146 7360 8276
"217112_at" 13596 10491 17044 8990 8241 17673 10110 16634 10995 11933 11264
"217113_at" 12535 13299 9578 4247 15329 14925 10382 14549 11180 14080 11457
"217114_at" 14163 10829 17309 9384 6337 22057 12749 17424 8202 8492 9909
"217115_at" 11962 12020 14223 11074 8305 14821 10242 14407 11091 12905 11353
"217117_x_at" 21742 1293 1204 16087 21038 8143 20903 12958 16672 2655 7471
"217118_s_at" 8636 1047 7717 6410 16420 7270 14713 18661 6577 19716 2823
"217119_s_at" 13816 14119 13548 1812 9038 17709 13453 15064 11561 7066 7432
"217120_s_at" 20223 8948 4396 19621 9727 17179 6078 15090 8817 7364 11890
"217121_at" 10901 13655 14157 12201 6187 16418 9430 17147 8589 21271 13542
"217122_s_at" 16945 18328 4509 20003 15218 4826 15608 20301 17045 16586 20222
"217123_x_at" 18771 19669 20697 19657 10182 2206 3464 10277 16302 8418 3270
"217124_at" 2817 19858 1232 3579 4526 19161 2288 17656 20922 2490 18385
"217125_at" 14894 6640 21688 18837 21723 427 11930 6372 21683 19016 2595
"217126_at" 12734 18025 21658 12200 15326 15572 5143 11390 20785 7842 9083
"217127_at" 21137 19955 9314 20849 4427 2129 2378 20527 2468 15715 21510
"217128_s_at" 12285 13526 3543 16153 8323 14854 10292 14450 11118 9018 8979
"217129_at" 21926 17382 11595 20580 16431 2111 12143 15789 322 3418 18984
"217130_at" 6301 579 16975 17288 18164 11915 12958 10684 19702 12363 2442
"217131_at" 13029 14819 12954 20518 1819 17332 8346 9282 9794 13039 12847
"217132_at" 14614 11237 21124 11667 5950 15961 10636 16103 11606 7961 11639
"217133_x_at" 9424 10049 17462 12249 5597 11069 5083 10182 7086 8088 8558
"217134_at" 9104 10618 17322 10504 16853 15070 10573 14717 18839 11036 11588
"217135_x_at" 3486 2366 20891 2810 2099 589 20682 2077 1295 2662 2758
"217136_at" 17682 13127 15992 19620 9200 18595 11355 8879 11303 21960 7805
"217137_x_at" 11325 13064 16141 12128 6615 15383 6424 10079 1484 3506 12630
"217138_x_at" 22151 9898 15686 19534 6579 14806 10221 14393 13007 10846 11341
"217139_at" 3897 3148 9201 282 5626 12283 12654 16601 19936 12611 11934
"217140_s_at" 8954 19036 7677 14471 12075 20599 22026 21217 16650 6428 17917
"217141_at" 1287 15764 20933 22126 21884 87 14338 19490 496 16771 21593
"217142_at" 22025 12390 12091 13155 1058 21397 7212 15579 15474 8771 4405
"217143_s_at" 10305 9754 13444 2529 11322 16420 12039 14205 7335 21275 9181
"217144_at" 16567 1745 17575 1684 15595 21271 18741 4452 16893 1042 388
"217145_at" 12130 9439 13817 9114 9613 11208 10445 14602 7355 11838 4081
"217146_at" 13123 9698 12373 15247 7717 11576 13323 9591 10316 10203 10572
"217147_s_at" 10871 17597 13968 12643 12699 11766 5194 10254 11092 3504 8886
"217148_x_at" 19627 14689 11973 3642 9427 10734 13248 10444 7910 2413 11008
"217149_x_at" 7828 18046 10361 3754 17981 18984 20434 2667 408 6601 3012
"217150_s_at" 17410 1181 8181 3096 11810 8105 14888 3151 6757 19112 3531
"217151_at" 9231 9820 17478 9604 9514 13755 8908 13066 10175 6648 10419
"217152_at" 4484 20740 11084 3432 11630 152 2030 19636 21944 20767 4764
"217153_at" 9754 12850 12559 12890 10625 13612 8705 16210 4531 8131 8822
"217154_s_at" 10077 14118 16649 9239 8244 14721 10116 14302 13055 7090 7489
"217155_at" 9207 18242 21252 13215 10313 11937 12725 16400 10721 3500 7653
"217156_at" 9815 14209 16845 2928 9240 10893 18453 9073 12800 11546 9095
"217157_x_at" 19995 21138 12485 9262 6373 13925 9104 13284 21805 884 1939
"217158_at" 13627 13253 12685 2362 5770 13815 6210 13131 19564 4946 14150
"217159_x_at" 4792 13560 15322 11479 9968 14161 12218 11275 10492 10368 10768
"217160_at" 10347 11152 14622 12342 6171 10021 8404 12573 7859 20946 10028
"217161_x_at" 20277 8045 12066 10969 5878 10031 11745 10867 20915 11435 3143
"217162_at" 12240 13553 17092 12673 9261 13162 8133 8891 12249 12557 9812
"217163_at" 13345 10799 12085 11001 6355 7384 15551 13296 10312 12035 10571
"217164_at" 18631 5111 7380 20663 18109 22098 20173 20852 1454 3305 14269
"217165_x_at" 5003 21936 4124 21205 20064 20804 572 21437 5571 22091 21396
"217166_at" 8080 2642 9496 20597 4080 9000 21865 1007 13921 658 17823
"217167_x_at" 1745 21051 14006 8562 1949 15619 7847 19738 13171 12139 3028
"217168_s_at" 14440 2588 3717 5339 4799 5990 14967 2169 19605 16820 15291
"217169_at" 1330 9785 16941 8973 6698 14155 5483 13569 11662 10364 10760
"217170_at" 10973 17232 1040 14598 9577 10475 12704 16263 7244 7283 7634
"217171_at" 10317 12703 13109 10917 6977 12842 6513 11906 13106 8686 8201
"217172_at" 12832 14419 13438 13249 3882 11462 11900 14513 11154 18667 12788
"217173_s_at" 616 4566 3771 16486 20273 7815 21738 18990 1128 1510 16132
"217174_s_at" 10454 18753 15443 13472 9724 12782 4871 11830 8084 12725 9449
"217175_at" 1719 2940 2901 20873 5971 16926 6095 10600 17166 7376 8949
"217176_s_at" 2373 2804 6806 5788 20334 17403 8600 10257 18936 7943 3509
"217177_s_at" 21677 4423 21480 12181 10647 11511 11963 9134 13736 7288 9063
"217178_at" 14321 9011 12730 11203 6996 12874 7796 11948 11636 11334 12302
"217179_x_at" 10338 4073 15641 1211 9348 17654 6903 9473 2019 7293 21624
"217180_at" 13135 14161 4471 10447 7232 17681 8211 15186 13644 3356 12150
"217181_at" 11395 11277 14391 11148 6798 12559 7409 11547 12523 9225 9243
"217182_at" 14267 14556 16326 721 10034 12626 7480 11620 8772 7829 9292
"217183_at" 10191 5978 13805 21188 560 17732 10336 14495 11146 11428 6491
"217184_s_at" 22057 10663 22245 19511 14043 16631 7240 13792 13360 6991 13733
"217185_s_at" 4477 5702 10708 2881 4919 8131 21429 6042 19447 3601 3720
"217186_at" 10660 2061 14692 10247 12116 16130 5736 15860 13061 11723 10331
"217187_at" 21042 785 1052 20532 6861 20713 7536 7471 5197 14279 20090
"217188_s_at" 1187 18091 9856 16020 15028 19340 22207 21147 17037 19963 18641
"217189_s_at" 906 3117 20830 22023 12522 21945 16918 21769 2300 21041 21761
"217190_x_at" 10948 12771 17606 10584 5110 444 6783 11561 18571 11894 13778
"217191_x_at" 443 977 693 6991 11628 19461 601 7032 21317 20682 2392
"217192_s_at" 242 4613 17114 3018 15062 17661 6790 15611 13402 11574 11382
"217193_x_at" 13373 9607 14615 3902 14801 12279 13217 10367 1781 9803 4916
"217194_at" 2966 13245 21998 9677 6333 18589 6108 10910 20918 20497 12095
"217195_at" 19368 12739 12920 13487 5523 16667 5370 11082 837 8013 11546
"217196_s_at" 19110 3139 8312 14445 3373 8246 16438 6419 14775 5438 17785
"217197_x_at" 11148 13458 16085 18674 8559 15177 10731 14868 12279 15459 15595
"217198_x_at" 8975 11815 16306 11480 10166 17655 9392 16582 7775 7211 7778
"217199_s_at" 17093 14084 5203 18907 8462 10224 5619 16873 8649 4966 18156
"217200_x_at" 3309 16902 18263 6178 20140 9454 18770 19789 15767 4635 18784
"217201_at" 21562 20901 749 20533 21387 16910 12684 10039 13002 1530 13325
"217202_s_at" 2462 19801 19497 20155 20435 1035 20884 18394 15157 2968 4442
"217203_at" 13550 13319 17442 13426 16914 20341 11211 10128 11702 5997 13443
"217204_at" 19615 12992 6919 939 6209 970 7097 12445 20979 20130 9928
"217205_at" 5410 22232 11666 1219 2800 20556 19990 2217 3853 21450 21102
"217206_at" 5519 13467 6139 4446 6637 6863 12944 16032 13477 13347 8862
"217207_s_at" 1411 10218 13993 20602 9972 19112 3457 1722 274 22212 242
"217208_s_at" 1082 21406 11589 17676 19561 20691 21837 18015 19357 17492 20600
"217209_at" 14261 12909 20692 9373 6433 10912 10690 14831 8459 11111 11672
"217210_at" 2273 6975 11355 16762 119 18575 871 21220 14643 6201 832
"217211_at" 44 21650 21409 631 462 22151 18699 2018 7970 19 16237
"217212_s_at" 455 12445 6124 20099 14696 15895 11901 10138 8950 14046 12017
"217213_at" 14374 12112 12530 1881 8481 15073 10578 14720 11305 8539 11591
"217214_s_at" 10684 11534 17088 3425 7285 11139 8303 10412 7111 9756 9944
"217215_s_at" 10882 10080 14288 11782 7382 12244 8486 12635 7400 9867 10079
"217216_x_at" 20316 3567 9479 16388 11212 20921 22000 2334 1188 6639 6331
"217217_at" 13353 12669 12879 8030 5286 17283 11367 9122 19939 11500 10015
"217218_at" 10913 9337 16789 12196 11906 13598 13001 10772 10030 3231 8782
"217219_at" 10819 9870 12447 16354 6594 15507 9788 13969 19332 6019 8363
"217220_at" 2146 14835 11759 12213 9849 16601 9868 15664 10798 11759 7409
"217221_x_at" 6662 4364 18314 15981 19843 844 14714 6323 3680 3865 14666
"217222_at" 13086 10496 16796 10281 8552 15172 10725 14861 8730 8293 11697
"217223_s_at" 3208 19195 20033 2615 18306 19492 21019 294 4106 16009 2117
"217224_at" 10234 10694 14365 554 20241 16714 13515 15292 1164 13291 7983
"217225_x_at" 15464 6178 9713 6588 13399 19244 4536 7027 13992 14352 14178
"217226_s_at" 19620 15803 17734 935 14363 1005 325 17584 1871 21324 14263
"217227_x_at" 13000 7331 16872 8962 5281 14129 11056 19749 539 7012 10738
"217228_s_at" 9341 9342 17070 9250 20279 10284 6147 11931 2420 11842 8553
"217229_at" 14176 13288 21249 10284 20373 14562 12687 15424 13620 10666 11130
"217230_at" 18290 4444 415 959 14125 20953 12997 17316 20879 11336 16010
"217231_s_at" 13598 14579 16672 10998 8210 14660 10040 14238 10956 10752 13683
"217232_x_at" 11171 9223 15499 6520 18567 10047 11036 11531 8271 9217 9233
"217233_at" 19001 15315 20889 3351 6214 10608 11875 16749 14743 8347 12595
"217234_s_at" 2299 19706 18039 14560 16166 9867 20966 20298 13867 19377 16622
"217235_x_at" 16993 22012 21304 18365 20582 11387 13504 10643 5231 12178 13477
"217236_x_at" 12932 14224 20665 10829 10888 13653 13264 12918 11871 10013 13246
"217237_at" 14411 13087 16721 10413 7912 11196 9500 13682 8938 11804 7354
"217238_s_at" 13358 12085 15040 11640 5738 15006 10485 15960 11254 7414 11528
"217239_x_at" 17881 13948 21711 12071 16379 12382 6657 11782 20168 12364 9404
"217240_at" 17092 13385 15632 667 8399 18960 5239 15985 12015 7995 6569
"217242_at" 13595 8990 11222 9597 9289 15054 13424 14689 8357 11020 11572
"217244_at" 20612 13907 14091 13474 8864 11290 9970 14153 10881 10702 11165
"217245_at" 3882 19643 13264 700 14401 8962 11655 9869 21487 7550 7568
"217246_s_at" 13142 16515 15374 18735 5239 16020 5442 13817 8216 7382 9035
"217247_at" 19961 10564 5798 9368 9990 17678 7219 10762 13831 5165 11953
"217248_s_at" 13584 13269 772 11522 14206 10252 9773 13952 11668 10564 11016
"217249_x_at" 18005 7080 7009 19204 2908 6661 4212 7792 1911 1592 1786
"217250_s_at" 12596 12745 13128 12303 21177 11466 10926 15065 12723 11249 11872
"217251_x_at" 10668 11182 7533 10627 1361 13305 8321 12484 13393 9765 13725
"217252_at" 21471 647 14138 15027 5841 10445 6869 14435 13622 12497 13533
"217253_at" 22211 4094 79 19637 14687 19761 150 21083 4121 8055 21174
"217254_s_at" 13848 9528 15841 13005 18178 16963 10582 17030 12060 11989 7334
"217255_at" 11932 11059 15707 13340 6027 14691 10076 14270 10981 10774 8765
"217256_x_at" 16495 16115 19010 8600 11449 3273 3946 19082 2288 14904 3128
"217257_at" 5484 21384 4896 726 5137 20510 13395 10682 12089 15486 6915
"217258_x_at" 20666 10357 16584 13160 7757 16226 9170 13367 7120 7141 10614
"217259_at" 19922 19787 14362 21270 8420 12226 12565 9752 8067 12206 11513
"217260_x_at" 11477 14274 13999 10038 6975 17430 12005 11898 13408 9437 9493
"217261_at" 3048 12961 3962 18852 9004 12879 12409 10091 9433 9466 9541
"217262_s_at" 11615 11570 12594 11948 6392 13388 8418 10285 11864 12065 8018
"217263_x_at" 11404 9792 16250 21715 17749 12610 7461 10584 9212 11988 14856
"217264_s_at" 1093 13006 12253 18211 21535 10408 11812 11071 438 17902 16245
"217265_at" 10054 11605 17396 10542 7422 13500 8564 16143 12035 12932 15333
"217266_at" 21070 17509 4165 2632 17584 8647 19578 19647 3423 19993 2960
"217267_s_at" 13989 12118 17076 8932 8494 15092 11825 14746 11330 11055 11608
"217268_at" 9606 21236 16404 20670 7121 17058 8003 12181 16696 9597 9721
"217269_s_at" 20117 1493 5200 19069 10308 11095 11260 5456 1155 11900 18134
"217270_s_at" 21392 13342 431 12637 7889 16731 13171 15318 10526 21756 12011
"217271_at" 11994 12070 15026 12337 10021 16568 10404 14571 11201 11984 13757
"217272_s_at" 8784 13197 13122 2817 9300 13262 11425 16053 2088 12615 13413
"217273_at" 20012 4229 21290 13611 11106 11150 9363 9287 13618 12606 12016
"217274_x_at" 18945 3825 14835 800 12968 19729 11002 10648 14932 17650 5255
"217275_at" 8620 13819 12633 20299 6932 12765 13115 11812 12484 9383 9436
"217276_x_at" 9068 22249 21748 1961 17096 16655 5312 15908 22119 8163 22234
"217277_at" 11164 10116 15048 9308 4909 15027 10509 14649 11266 11523 11547
"217278_x_at" 10218 10604 16070 10817 1360 13239 8222 12383 12410 12728 7959
"217279_x_at" 9163 1306 12652 21053 7345 16862 8391 21552 9833 9048 7114
"217280_x_at" 13085 13574 2578 13540 6745 12080 5533 14087 10828 20821 8237
"217281_x_at" 10936 12901 14775 11061 7726 13946 9127 13312 12311 10210 7353
"217282_at" 1102 9305 20874 12899 13071 1048 11980 12507 22237 4466 8106
"217283_at" 11239 13482 12058 10590 1541 17961 12496 11678 7209 9302 7695
"217284_x_at" 14182 21419 20361 16723 10029 11468 13232 18737 7389 12704 7853
"217285_at" 9614 10165 12428 10317 6701 14343 13289 13834 10647 10501 13626
"217286_s_at" 3839 3175 19450 7687 20131 7067 814 6456 1441 15689 20231
"217287_s_at" 13355 11853 14851 11856 7951 17424 9576 8779 10594 10455 10885
"217288_at" 11043 8823 21235 18207 4438 16421 13582 11762 13814 12960 7130
"217289_s_at" 15990 5144 11511 20102 22215 20528 21927 22061 1303 3940 21918
"217290_at" 9210 19192 16229 13444 9223 14656 10036 14235 10953 10751 12941
"217291_at" 75 21348 21184 13496 9592 21251 5093 10449 8582 5407 8604
"217292_at" 9245 1545 19939 17393 17882 11463 10352 11421 4133 696 3268
"217293_at" 7001 1849 11633 22141 3372 15388 15212 15237 16793 129 20003
"217294_s_at" 741 20956 3111 17441 21212 20590 22283 21258 16356 6239 16175
"217295_at" 9822 10534 14154 10836 6831 12623 5721 16128 8979 9265 7923
"217296_at" 9368 18493 20115 119 21612 8423 12048 9557 12217 12740 6494
"217297_s_at" 851 2711 18554 6137 13295 2523 21758 3676 2827 16812 2840
"217298_at" 14402 14724 16891 9188 6871 12677 7556 11690 8775 9310 14013
"217299_s_at" 4902 2213 2507 15749 15444 9164 4500 5578 16449 1559 4031
"217300_at" 809 22138 454 4234 1194 2856 21214 8678 2092 16350 7628
"217301_x_at" 5165 5021 3988 15203 3812 19603 21859 7248 4220 18000 21144
"217302_at" 12834 19245 20625 306 6115 3259 7415 11555 7263 9230 9248
"217303_s_at" 10586 12681 16596 9746 7418 13498 8562 12721 9072 9912 10140
"217304_at" 15215 10042 16240 914 8976 9704 7027 11697 7063 20646 14570
"217305_s_at" 13615 8843 10283 9788 5449 11602 12889 14964 12462 8603 7248
"217306_at" 10095 12737 21069 10830 8887 14914 10374 14536 11170 9137 7803
"217307_at" 2582 4936 16955 2459 10491 17491 5208 15344 20021 1922 13031
"217308_at" 9242 9413 17242 13532 8606 15233 10813 10435 13383 11940 14106
"217309_s_at" 1289 4454 11581 21985 17354 22278 494 21891 21996 21540 2230
"217310_s_at" 1670 5665 18694 6244 738 4743 7029 20284 20141 17961 16194
"217311_at" 13602 13328 17489 280 8027 16366 9742 13914 10700 10547 8154
"217312_s_at" 10461 14266 14194 9694 10017 13761 5117 17446 10179 8849 8980
"217313_at" 20215 19148 6146 16663 21954 9004 1082 20076 17238 14112 592
"217314_at" 10565 11052 12859 11491 7925 11827 9522 9792 7565 8404 10846
"217315_s_at" 1539 21125 18090 3027 9039 17205 7288 15791 8411 12009 20285
"217316_at" 16253 21541 10425 8408 2045 12869 13506 10806 87 1521 12588
"217317_s_at" 20744 6415 10644 8712 10854 8336 17784 21444 16515 1960 18143
"217318_x_at" 19919 10085 17201 20911 5268 16481 10318 14478 13784 11951 13868
"217319_x_at" 19019 9654 16601 12191 10046 16657 8670 12821 8528 9961 8076
"217320_at" 9146 21875 21329 7490 6111 13948 13194 16262 8747 10213 12637
"217321_x_at" 17482 19811 9182 18865 9304 12452 12518 10126 12107 21185 12812
"217322_x_at" 16141 366 4273 643 44 1423 19953 11362 305 19253 811
"217323_at" 10366 13468 17705 10743 2222 17593 8832 12988 12307 11689 8721
"217324_at" 1953 16623 7256 13441 9562 11390 9473 16898 624 1805 8498
"217325_at" 10193 10556 20916 15372 9172 17177 10609 10304 13300 11064 11619
"217326_x_at" 10208 13509 827 7197 8530 15135 10666 14811 19384 11094 6992
"217327_at" 9396 13604 16676 12239 8675 15343 10934 15071 13405 11257 11879
"217328_at" 18573 21267 15955 16474 20842 16949 13584 9464 8224 12302 13338
"217329_x_at" 8018 17265 18499 13820 10867 20684 2917 20799 6277 1896 4715
"217330_at" 13306 3023 13794 10606 5895 11709 5459 16901 10983 13145 8200
"217331_at" 435 4587 3144 508 936 821 20051 11461 19593 21943 739
"217332_at" 1552 4682 22198 19070 21202 12065 7173 10000 15054 10223 12157
"217333_at" 10297 14634 21729 13509 9816 1397 13121 17142 20677 8486 13439
"217334_at" 9857 13884 12557 5047 8101 14505 13345 14049 10799 12602 2459
"217335_at" 21514 20042 1105 18275 9185 16123 13942 9736 8876 7801 13834
"217336_at" 1876 18034 6979 2955 19152 5804 19787 845 16732 5941 803
"217337_at" 21170 21240 12970 964 20776 11728 6604 13441 7153 21212 9073
"217338_at" 10999 12957 16662 9552 6801 12568 11872 10403 13785 7596 9249
"217339_x_at" 13477 13104 13798 10746 10517 12949 12708 12049 9500 12393 9620
"217340_at" 620 6676 3641 920 960 19151 22179 20577 8 21391 754
"217341_at" 13643 13344 16312 10348 5979 15252 10837 14968 11483 11189 11787
"217342_x_at" 20248 12252 17011 9392 8329 21330 10300 9554 11128 15785 13262
"217343_at" 9316 13016 12056 17720 5617 12391 6914 16404 8822 8754 13971
"217344_at" 13724 2490 21342 20649 11476 11120 6894 15748 1180 21823 18850
"217345_at" 2041 10321 13221 6142 1277 13884 9060 9099 10275 8162 13907
"217346_at" 173 3852 4056 820 20043 4948 17284 15823 6961 166 15909
"217347_at" 7098 15004 1113 4936 12034 4927 3057 20855 3332 21490 15338
"217348_x_at" 18224 12790 7535 916 10710 13677 13370 17022 11911 21582 4922
"217349_s_at" 20638 8654 6772 8311 20895 2009 22053 1678 2786 16955 3130
"217350_at" 20419 20756 2783 3741 19420 18883 13948 18733 18836 8732 21830
"217351_at" 1044 14406 21370 21506 1548 21203 3671 10797 22083 21043 6940
"217352_at" 270 20722 1374 90 1233 12357 21186 8788 3495 1567 7699
"217353_at" 19960 3595 10398 301 646 1779 6035 9387 3764 12763 21728
"217354_s_at" 3933 16667 17810 19551 2378 21225 19296 13574 17670 20829 21377
"217355_at" 14189 10356 20986 12485 5430 20506 5626 17473 12795 7912 10602
"217356_s_at" 6632 8367 8021 8161 11250 6270 21431 19475 17626 6290 19092
"217357_at" 10736 13723 16320 13280 7852 14143 11152 13557 10478 10356 8152
"217358_at" 10953 12133 21736 10434 8913 15991 5797 10830 8811 18527 11651
"217359_s_at" 10200 9318 17514 4447 5815 15996 10607 15261 11336 13093 6969
"217360_x_at" 10013 9175 17123 11918 8984 13322 11735 12502 9789 9782 8589
"217361_at" 9536 11283 15501 9278 6549 16498 7425 17436 1297 12896 8999
