"inst_369" "inst_430" "inst_1013" "inst_1071" "inst_1174" "inst_1233" "inst_1658" "inst_2693" "inst_4457" "inst_5230" "inst_5593" "inst_6192" "inst_6950" "inst_6992"
"222011_s_at" 4770 8319 15451 3252 19925 6310 2741 6424 5077 6269 21060 15642 3814 19902
"222012_at" 9067 15626 9147 16736 9438 11540 12812 13067 10573 16608 9574 3367 5435 8693
"222013_x_at" 11078 14389 21211 3835 185 21446 16764 1399 13633 3204 12479 19109 2002 17070
"222014_x_at" 1392 3816 17057 20176 3451 5498 14590 7904 15838 7137 4775 16252 10386 4003
"222015_at" 8128 16968 19344 20650 19930 20787 17212 17535 20764 19454 21894 18872 3799 19868
"222016_s_at" 6978 21630 14002 21853 18263 22103 21858 20937 21859 21502 1770 16650 9566 449
"222017_x_at" 22274 11947 5980 10353 10459 9307 10516 21290 10313 14255 10914 4251 17077 10941
"222018_at" 4246 17844 18294 7411 17515 3865 2581 5261 2248 7078 1178 16809 3365 2807
"222019_at" 19109 2000 14254 9025 13109 3866 2423 22149 16608 4220 21514 12479 1372 16561
"222020_s_at" 11407 13191 63 12634 12692 11356 7135 14488 440 15200 11104 10030 17642 14355
"222021_x_at" 4991 18230 12945 6258 8248 20662 1614 9337 20275 19418 16666 13301 7867 5640
"222022_at" 12329 16828 9466 11545 10811 9937 11179 20979 11414 9851 9764 5206 17144 10743
"222023_at" 9616 20355 4117 18534 11436 16354 8953 21961 10503 14615 7656 12104 12692 10306
"222024_s_at" 2445 20857 1186 8741 1052 312 16303 8764 13678 19752 2803 17400 8546 1351
"222025_s_at" 10977 19889 11821 17526 17167 19080 6191 2929 20483 11093 1583 18449 10438 14556
"222026_at" 15278 3330 14012 12 1666 6312 17821 10198 6088 18784 20257 13053 4088 1487
"222027_at" 1993 10045 12179 6540 5324 6637 20966 7307 2101 3147 16303 12177 21485 3366
"222028_at" 4113 5787 21421 20068 19665 17675 20898 8761 16132 18782 3582 13526 8956 572
"222029_x_at" 2288 20347 1568 1443 1260 1632 3392 5219 4296 17575 16199 10915 2539 2121
"222030_at" 4273 8990 20910 7701 138 3384 2492 9853 2903 616 21609 11920 9646 7
"222031_at" 18821 13180 13993 17738 20857 19390 13956 2379 3656 5157 22110 12323 12560 14711
"222032_s_at" 4062 16592 16245 15957 829 20308 20783 20031 4217 3652 20560 19251 311 14964
"222033_s_at" 11209 14978 7442 13683 12810 9498 9962 20477 10381 14372 3399 18420 11400 2044
"222034_at" 19938 18073 1812 1535 7080 5395 4331 2648 6098 5123 21808 21187 1076 1182
"222035_s_at" 14798 4212 16947 8943 3632 7123 16996 4246 16744 7567 16101 12299 6449 19095
"222036_s_at" 4745 8989 16108 6812 19905 18245 3708 7202 6355 5412 15331 17440 8430 3094
"222037_at" 13647 21007 19719 1346 2502 7888 663 18183 11929 5380 4960 15507 1306 3418
"222038_s_at" 2237 18038 1177 1007 20510 191 14927 19855 1822 18921 15834 12441 18996 1592
"222039_at" 17457 19104 20547 3706 19892 19298 14339 7692 17401 6106 3778 13093 21520 20794
"222040_at" 4803 1379 14486 5504 19820 2817 21538 17381 3560 7495 18153 17848 4785 19621
"222041_at" 2843 2098 19906 641 21160 6934 20910 18837 12190 3341 2633 20862 20596 21645
"222042_x_at" 7562 21185 8458 13954 13908 13768 5605 11001 8511 11755 9234 8096 14052 8462
"222043_at" 9745 18195 18539 15519 10170 20943 10584 1003 18044 4334 1631 6288 21376 12537
"222044_at" 20967 17964 15969 20058 18638 18464 3386 1388 15930 4187 12487 1506 6726 4060
"222045_s_at" 6201 7435 13024 7750 2941 18819 22028 17241 16681 711 4290 2802 1770 2758
"222046_at" 16989 1924 15703 15274 7922 11517 13580 5868 20687 19903 13609 685 12809 8260
"222047_s_at" 13856 8699 18998 6167 18235 4127 16675 3398 15876 17255 17144 12138 10008 4044
"222048_at" 19041 6647 2191 12323 20597 8846 21238 10538 4172 1313 3358 2744 19392 3683
"222049_s_at" 7049 15499 10388 13345 12525 14044 9259 14723 8546 11790 6285 5831 13513 9567
"222050_at" 10424 12124 4734 16069 17197 10960 20254 19161 1098 6863 3811 2190 21333 8609
"222051_s_at" 21024 5897 6268 9820 12352 267 4870 11728 14035 16744 18933 9214 11510 14395
"222052_at" 16413 8137 20764 2485 5484 19589 3356 10462 18901 9460 3083 18726 3184 17361
"222053_at" 2568 1233 318 12484 15718 14969 12131 10946 9961 15396 4508 7540 14921 8387
"222054_at" 2757 12558 8238 16686 3050 12121 5125 19024 8286 12041 6848 21224 16524 7398
"222055_at" 9957 14347 3014 16158 12805 16334 13462 9744 103 31 21810 9553 14347 15625
"222056_s_at" 13436 10587 21660 7284 8023 7733 21353 1219 13157 8389 20264 11696 10359 17694
"222057_at" 1125 11787 12684 12183 8029 5583 20986 1586 12291 18276 17361 19002 12470 15214
"222058_at" 21703 3383 3941 12557 9751 13718 10138 21870 10576 10652 8515 3176 12635 13897
"222059_at" 9926 12063 7208 13993 12861 14511 10306 12072 10280 14524 8344 5817 17384 7278
"222060_at" 3568 4674 12303 3229 13270 3815 1417 10903 11917 19433 16829 21978 21594 2916
"222061_at" 6243 16339 8025 10290 1752 19911 6599 738 19952 18961 18500 22090 18141 58
"222062_at" 8837 2759 14816 20115 735 20518 3467 17649 15244 7282 20766 18850 1009 20635
"222063_s_at" 12755 16542 9665 16867 13201 9155 7438 11484 9479 12035 10736 8808 14324 13935
"222064_s_at" 4806 10590 20171 2895 4210 6009 16022 4825 15121 19875 17661 19692 894 18345
"222065_s_at" 19264 18886 16285 2572 7038 9013 1068 18127 16951 18963 13014 20849 7222 2245
"222066_at" 14585 10177 10300 19372 12061 14655 12539 14836 10627 14669 9057 4694 12620 360
"222067_x_at" 2959 7147 19067 21580 4639 18297 20800 18047 15962 21566 2885 14776 2172 16133
"222068_s_at" 10098 13207 21432 17450 14040 5931 20230 21294 165 22079 12098 1075 976 17596
"222069_s_at" 7186 15589 3996 10154 13754 15025 6130 12107 6667 15806 11009 216 16147 11490
"222070_at" 5353 10129 18122 5901 4904 5407 2031 18426 21730 2867 16747 2679 19773 20290
"222071_s_at" 13752 12160 5074 11551 3388 12017 6232 21116 8099 16996 17945 1551 10689 8727
"222072_at" 13366 13042 4343 10330 9880 9430 13257 13339 3920 16569 11043 1386 17689 15120
"222073_at" 10406 15091 3298 16700 14422 15339 11448 5751 2995 15141 10382 4809 17154 14147
"222074_at" 12843 14794 13114 10422 7176 1744 12010 6369 20527 275 14514 10729 1464 3925
"222075_s_at" 6023 10429 21231 822 16189 22091 240 12941 17637 8924 18563 7575 318 20501
"222076_at" 8817 15052 5605 14562 12219 13125 8388 14484 9096 10232 9564 5955 14326 10319
"222077_s_at" 14498 6395 18490 8010 2591 18907 1874 7741 18743 4774 12665 16345 6728 4570
"222078_at" 7195 13008 7119 17062 9347 15896 5603 10569 11494 10025 12704 9956 11457 11956
"222079_at" 11935 1719 7404 9657 10706 10468 8896 19822 7660 18891 2328 3486 12300 18818
"222080_s_at" 13000 11333 4975 11699 15493 12638 5635 15627 11720 16818 2211 10012 12143 8848
"222081_at" 14722 14533 6607 12182 12096 14960 5165 12763 10766 21037 20306 7767 6243 6205
"222082_at" 16105 21076 11877 19825 17107 3750 6705 20751 3205 6342 20431 8927 12352 15036
"222083_at" 10172 15367 4880 16474 12115 16241 7425 12516 8208 15717 10776 5998 13004 13317
"222084_s_at" 9399 13383 9873 14125 11316 9588 10089 13440 9039 11958 8380 9440 14050 10064
"222085_at" 7089 11186 501 12066 10326 13565 103 13837 6568 3150 20126 5571 15465 13981
"222086_s_at" 10833 14277 9223 10080 12362 11849 7605 10433 10217 12151 7620 7366 14739 10693
"222087_at" 283 432 19846 577 13076 1452 22229 17395 530 3119 20622 22116 8271 17345
"222088_s_at" 19076 10423 5148 9738 17476 16402 7909 10504 7581 10970 1646 21099 16986 13214
"222089_s_at" 6050 15125 6648 14576 12739 9126 10161 16355 10103 13811 7535 6829 15775 12559
"222090_at" 2196 20274 10735 18257 16365 2574 6675 16171 141 420 1524 8674 17233 15061
"222091_at" 12379 12011 9574 16688 8964 11462 11150 11835 7070 1588 7014 7158 11544 15647
"222092_at" 11253 12477 8812 12274 10753 14156 9584 20382 6567 14991 9632 1425 4697 9658
"222093_s_at" 16013 120 1691 4715 1721 693 14961 18363 16756 5691 2148 3693 20268 18234
"222094_at" 2033 16543 13489 12023 4014 228 14043 21768 21596 3639 16037 350 2449 491
"222095_s_at" 7981 12771 7957 18451 4636 12717 11417 9771 9421 11206 12989 3836 10433 7954
"222096_x_at" 10258 11428 540 19980 10488 5559 13347 19869 20596 12894 1185 3409 1177 5104
"222097_at" 8291 1819 3702 14063 8411 9619 10963 13652 7890 16499 11287 8041 19321 13174
"222098_s_at" 8221 15470 9159 15288 15648 14565 5623 15432 9936 13395 9606 7479 3554 10159
"222099_s_at" 15418 20421 14129 7761 6674 5936 1448 6076 13843 19359 18282 10178 1596 16934
"222100_at" 12915 10944 11415 17714 15394 14302 6548 15246 8277 9793 6650 9577 16409 13718
"222101_s_at" 9912 691 4554 11807 2210 15861 12260 16004 1025 15842 8972 6462 17833 9631
"222102_at" 8179 14685 9662 9958 16044 20225 6608 18208 1296 16797 26 679 8913 11546
"222103_at" 18406 5729 17796 21111 2160 8447 15827 5691 18514 6077 12469 14844 7566 18117
"222104_x_at" 13758 21709 13544 288 6959 6300 16546 18559 2830 21118 15143 3053 4364 4142
"222105_s_at" 384 22031 22151 3259 20057 6174 20675 3304 4850 20421 21143 21222 21836 22252
"222106_at" 1824 18633 4011 13347 17116 13556 5556 5466 11517 13035 7756 9381 14608 14770
"222107_x_at" 614 5829 10280 17698 11233 10139 6527 16605 6649 12464 8945 155 16098 12667
"222108_at" 19093 62 18281 5159 21430 122 20457 1790 183 18034 13501 1286 19678 5029
"222109_at" 21823 5092 1220 3710 21520 22200 4177 6058 2062 22039 2339 20704 7162 19519
"222110_at" 20788 3539 18643 6965 8086 20697 20248 20945 620 21215 1348 10572 15530 20630
"222111_at" 5219 21752 21978 16097 19192 17108 2287 17595 14737 3533 20862 15173 19873 20555
"222112_at" 9695 11613 601 12002 13180 1862 13029 2594 15805 14347 486 5618 15687 14926
"222113_s_at" 21728 19812 19910 4361 5538 3229 19703 5417 1995 6484 1821 15140 7669 2133
"222114_x_at" 9887 14772 10522 10916 10303 2690 8586 16939 20657 21462 21475 1480 18856 28
"222115_x_at" 14123 7044 20624 15811 1620 22205 12523 3411 21897 1086 1862 19440 17608 12605
"222116_s_at" 7398 20600 21469 4506 17005 18402 18771 18458 13933 17391 17679 6958 7167 18772
"222117_s_at" 7414 14831 3412 11522 15610 371 12782 12815 11295 7869 257 2457 18959 12279
"222118_at" 14365 5266 16179 20987 20374 18849 20129 20078 17074 8218 19757 16196 5689 15825
"222119_s_at" 20065 9222 19801 1143 19255 2240 15842 1864 6403 2238 14026 17390 2805 6687
"222120_at" 18785 7389 16642 22028 21790 20011 4399 22198 17948 5582 18143 818 8397 3659
"222121_at" 9013 12122 14113 21778 16807 18746 20963 21859 3480 22215 4070 1298 1379 21666
"222122_s_at" 21182 3182 12921 1092 18973 4523 17649 8970 3217 7961 12022 16614 9020 19784
"222123_s_at" 10837 2406 9361 12651 13368 14996 6696 10420 6779 1111 11565 3548 8052 13453
"222124_at" 9574 10769 3579 17983 17068 10966 12710 1645 12729 16026 8453 8496 18919 11889
"222125_s_at" 14564 17509 18612 6315 21323 8721 17456 20520 19381 8775 15636 19622 10113 2421
"222126_at" 9544 9421 443 6700 7728 4830 19152 1687 21223 3321 16032 2344 2877 22217
"222127_s_at" 18729 9944 12540 2470 5607 19684 20136 8611 19237 7909 18818 16303 3701 2651
"222128_at" 20746 13444 9363 19026 267 19830 12989 3243 18768 599 17336 11496 11577 14939
"222129_at" 17585 19902 16844 306 1508 20486 16857 10658 15129 6980 17134 18285 3125 18996
"222130_s_at" 3422 17422 13171 8808 5975 3231 3493 3091 13121 3027 16450 18011 20193 19139
"222131_x_at" 2650 5981 19327 2233 19862 6596 223 4642 17601 3995 4567 13315 21495 4901
"222132_s_at" 2166 17298 20645 1915 6715 2367 16286 7543 11952 5747 16536 16637 4572 20881
"222133_s_at" 14539 4646 22187 21381 20668 17356 15797 19066 16745 5521 14561 18691 1998 6932
"222134_at" 12735 11536 10058 19777 13769 10842 12594 20612 8639 649 10977 5636 12212 14937
"222135_at" 8304 12343 9747 12199 15618 10679 7755 16697 11352 13412 9939 1304 15965 13211
"222136_x_at" 20912 21678 1017 3158 351 21833 16605 21154 3584 18643 15929 22133 9341 21291
"222137_at" 6453 9231 13611 11466 21300 3379 21328 8398 18112 22242 958 17370 2717 21728
"222138_s_at" 11749 21954 18598 5739 6114 7869 3394 6261 15981 20288 17080 15797 7809 20684
"222139_at" 7619 16691 8317 16622 15742 16472 11142 2385 1151 16656 10282 2303 14369 13500
"222140_s_at" 3199 5814 14989 2618 3653 7141 3434 9851 5814 17790 16373 12603 9925 5917
"222141_at" 8759 6651 11671 10334 10485 13549 9766 12842 8571 11487 1392 1377 12517 1331
"222142_at" 13392 10870 7481 19713 18555 4881 13939 21565 16717 19035 807 3335 828 15083
"222143_s_at" 18258 17631 20297 21027 6357 2681 16197 19537 19401 7311 4684 17425 4687 1786
"222144_at" 5620 6954 4750 10881 15966 15513 11855 20354 11803 16418 9990 22037 12256 11043
"222145_at" 3857 4106 24 11994 19037 14879 16651 19033 10933 18790 19855 21415 3481 6001
"222146_s_at" 13200 14986 5196 18712 6890 22024 9473 4574 21475 16228 9432 20345 15825 10758
"222147_s_at" 14515 2094 348 7498 1781 3297 1841 1369 2759 1480 5962 14840 19702 356
"222148_s_at" 15917 3977 21074 1111 18291 4621 19539 18395 13581 3322 13192 19186 1678 1906
"222149_x_at" 15716 14912 18608 5667 926 17234 17394 1285 4711 3956 20113 3194 4872 1936
"222150_s_at" 16170 3870 12398 10583 20735 3000 438 17432 15790 20327 21095 15655 18995 1527
"222151_s_at" 16650 2677 12195 3021 5236 21633 2555 18684 19117 18455 20217 20255 3230 2912
"222152_at" 9658 22063 22215 9057 20345 19254 21609 3738 12628 21299 12654 15002 7611 3431
"222153_at" 5969 10424 10811 19367 9529 14034 11733 16491 14085 10343 10741 3608 5944 12458
"222154_s_at" 11367 8222 15032 2993 21914 19317 2950 1415 18333 4200 13464 20124 8171 18548
"222155_s_at" 14719 8348 20587 6622 5245 3298 3259 5644 15749 8008 19086 21124 1815 2149
"222156_x_at" 3226 12588 15141 11508 993 19201 1473 17660 22077 73 17826 16647 19103 13510
"222157_s_at" 1550 2797 14852 7973 18130 5417 165 10483 20986 21668 2977 21095 3811 367
"222158_s_at" 19809 6266 20732 5206 7506 6460 18373 5553 5646 1447 17007 18842 4037 17546
"222159_at" 20547 18537 6909 13366 17083 7071 4915 1503 20936 10648 545 5793 18186 8767
"222160_at" 30 824 3878 16950 3042 16579 11077 552 3830 973 468 1838 13331 13939
"222161_at" 9212 10776 7713 9171 14185 14030 9372 19598 7642 16993 18780 7656 3211 9090
"222162_s_at" 6806 22080 5970 14725 68 22278 7594 845 22109 12075 8009 3402 14467 11769
"222163_s_at" 14632 9581 21336 2920 6068 1622 1457 3976 5707 3122 18979 17623 6317 21588
"222164_at" 4813 13716 186 20110 6617 276 19526 334 5611 20500 16369 19627 2533 22240
"222165_x_at" 1745 21011 2022 22282 20217 19139 3699 21228 18936 20760 14066 10962 21580 19879
"222166_at" 3920 1180 10696 10935 13558 9886 4149 18257 8944 7664 21604 6367 12271 380
"222167_at" 14580 20070 1350 9940 16798 19696 11099 16068 6034 114 22206 6502 14083 7530
"222168_at" 6751 20127 2998 9392 15658 21975 11311 14095 22189 15729 1587 11474 15277 11180
"222169_x_at" 22005 18849 935 15591 14309 11158 11478 16214 21281 2588 18513 6775 1268 8327
"222170_at" 11958 10811 1602 22037 16673 21702 19554 5513 19914 21881 5797 19497 20026 19561
"222171_s_at" 12759 14700 6942 18041 9699 13424 6686 16822 17332 14472 13851 17855 18376 9121
"222172_at" 18305 13014 3765 18819 15732 15281 6373 10942 11208 9580 10925 8128 18368 7473
"222173_s_at" 10609 16660 9876 19335 16823 21242 6215 9450 11395 10987 11355 7569 16763 14623
"222174_at" 9559 9361 11663 15538 16803 13365 6944 12906 12485 10274 9731 13985 17185 12374
"222175_s_at" 13493 17984 13096 21518 19454 8649 19045 10672 19010 1291 16020 20675 9579 20800
"222176_at" 6083 13151 11661 16766 11072 15924 12502 6336 11278 13152 9119 16734 16460 14361
"222177_s_at" 19343 9511 4999 19851 12690 14320 9523 15290 11119 16351 1789 21098 18614 14274
"222178_s_at" 5983 15612 5703 15555 12921 11947 9837 19109 6877 16063 10224 1262 12868 7589
"222179_at" 21332 6007 4230 19881 20938 20112 2499 21540 20597 9457 427 21855 485 160
"222180_at" 10423 1929 21034 17181 5612 2503 17007 1190 4216 2635 21388 19570 16699 6664
"222181_at" 3413 15551 6146 18775 16096 12079 6284 1861 20345 12842 6552 15873 11502 8126
"222182_s_at" 13596 21776 19890 6410 20059 17187 19058 4343 17765 4404 20098 14919 2792 19948
"222183_x_at" 10519 12394 21149 17429 16735 17668 19074 20445 21956 22270 19120 2176 21651 22151
"222184_at" 6808 20316 10976 9907 15313 12218 11277 11385 14831 11378 2248 10033 18666 7672
"222185_at" 19867 5631 9364 14192 9805 9814 11355 13765 8941 9565 9347 5159 12946 12653
"222186_at" 5549 6882 14123 5487 491 3324 3041 6048 3511 500 13442 17334 7792 16924
"222187_x_at" 14513 9259 20250 10294 866 4787 22145 10874 1441 99 20962 11429 1033 3548
"222188_at" 6859 11162 5128 19800 16072 10579 12366 11867 4199 14145 11240 8513 16025 15430
"222189_at" 3766 4610 9522 15331 13488 15202 9322 20801 3004 15780 755 3791 17645 12686
"222190_s_at" 5042 11006 20846 2667 6324 2016 16841 8333 20608 19385 1679 10791 3593 837
"222191_s_at" 14690 20250 13009 1406 21492 3237 21508 21563 19911 21000 12804 962 1922 6533
"222192_s_at" 4831 8034 15724 4284 3948 7068 20406 3914 15219 1957 4671 19137 19575 21735
"222193_at" 2904 10124 12241 497 1644 16257 16501 9182 5627 6722 19949 4169 1246 438
"222194_at" 11913 13536 3667 18882 10125 11018 12764 11794 9263 10259 11301 4316 18832 10648
"222195_s_at" 16212 6754 21069 891 1999 21105 1582 621 21483 18523 13940 18193 20763 1933
"222196_at" 7747 16034 235 11395 8448 13175 5123 12171 8857 6192 2340 9439 13472 14857
"222197_s_at" 12004 11394 7760 15431 15595 10408 9150 13489 7198 15680 8705 4784 12960 9495
"222198_at" 11601 15620 4215 9138 15919 11784 5701 15708 10869 12502 10153 5698 12779 11171
"222199_s_at" 5470 9201 14799 20647 3146 21423 17103 5139 20738 18067 20012 19855 8799 4264
"222200_s_at" 4447 8749 20392 21516 6150 19206 20925 19984 21727 18407 19431 21918 10874 22227
"222201_s_at" 14578 542 20693 5410 2636 8924 17923 4796 5280 3297 14280 16593 4152 4322
"222202_at" 9010 14064 3629 19687 9959 14588 11608 16394 1133 15702 11846 2971 16109 14997
"222203_s_at" 16072 3374 18991 6027 5544 6062 2770 2374 17150 2332 19334 19427 8651 3258
"222204_s_at" 2600 179 19667 6373 369 443 1088 153 2463 1231 20197 16140 8763 21603
"222205_x_at" 585 13673 8888 10403 11237 13054 10686 1379 7375 16474 9635 596 11352 11432
"222206_s_at" 18798 21911 19201 909 6845 3470 2618 7498 12650 1107 2603 15706 2793 20517
"222207_x_at" 1047 10393 14621 1253 2429 20862 21100 9805 3739 8609 17621 12233 7740 4714
"222208_s_at" 764 6468 1320 16821 17648 3392 15792 3870 5466 22037 20286 20211 19831 412
"222209_s_at" 3317 348 14158 2212 2844 750 1189 3201 1329 2489 4474 4285 9079 16686
"222210_at" 6932 10889 7770 19886 15831 16027 9887 14630 5408 16197 6808 9091 11856 15690
"222211_x_at" 11023 16186 4781 10370 17208 14894 9893 16656 7394 10900 7239 6465 11891 13767
"222212_s_at" 3442 19310 17515 679 8240 6033 15626 8134 5184 19037 12690 12760 9394 5160
"222213_x_at" 9585 19566 10427 15703 11119 11100 5414 11636 11006 16162 7429 8379 14199 10196
"222214_at" 17366 3102 18262 710 19330 1796 19961 9183 5830 1066 21017 14148 613 20029
"222215_at" 14257 17325 2862 9068 9865 13772 5458 13553 6569 9806 8433 8358 18404 10383
"222216_s_at" 21213 10041 12454 72 1026 500 20656 5560 15358 21063 18849 19673 21001 21373
"222217_s_at" 20921 21543 21384 8550 513 5692 3507 10519 19539 19946 20124 13604 8570 18792
"222218_s_at" 957 10807 5115 12449 317 5704 6083 21223 6308 21742 14615 16496 228 15550
"222219_s_at" 10524 11248 3075 14016 11690 12040 5955 13159 9485 13444 9286 5800 5675 12520
"222220_s_at" 17187 3738 5077 15637 7540 12800 9704 17983 16405 2590 2089 18863 4518 11403
"222221_x_at" 617 21359 741 3331 18231 7156 15083 5791 19503 8730 19303 3205 8831 17625
"222222_s_at" 7307 19052 22270 21985 1330 21425 6 282 21660 3218 21568 22109 6092 4760
"222223_s_at" 893 18650 2877 18526 9708 15289 9521 21225 19303 10901 6879 12375 15572 14864
"222224_at" 11873 12097 4421 12742 581 21455 14526 20249 15667 21127 2114 2625 1038 3703
"222225_at" 11961 16736 4204 19288 3517 14742 11623 19376 1730 20043 18569 19467 12130 7612
"222226_at" 10235 13382 3296 17129 15402 14842 13547 21253 7738 12641 7586 6457 17727 12573
"222227_at" 5910 13169 6966 14109 8979 15157 11025 11365 8463 10613 7124 3717 11251 9350
"222228_s_at" 89 21433 15293 5285 12901 7173 21381 21449 12223 22017 13002 20495 3534 22102
"222229_x_at" 17049 4635 1205 4912 19819 8827 18293 2532 6361 1328 17744 19484 6299 16878
"222230_s_at" 15125 4845 17565 8763 7493 17177 18085 6752 14696 19423 14367 14352 9059 17200
"222231_s_at" 4971 17071 14561 3652 7945 2356 15345 1792 5880 5495 13189 12433 7862 6684
"222233_s_at" 20410 3574 13093 20871 19957 2523 20455 8910 19815 18916 18451 17984 2174 7000
"222234_s_at" 11230 22052 2255 3080 9786 13962 4378 14815 20195 4150 20728 151 20388 21829
"222235_s_at" 3734 21110 16342 22038 20706 17081 16051 1833 19725 3057 18695 20987 21390 5362
"222236_s_at" 11003 22057 706 18090 12070 5538 18888 14234 4024 336 9346 6822 19263 14496
"222237_s_at" 12293 19239 11806 19442 8882 8218 12471 10691 14446 9146 9661 6381 16519 8432
"222238_s_at" 2011 14453 11898 12906 11101 19439 13599 1562 21503 1515 18039 22195 3904 14848
"222239_s_at" 19272 3320 17831 4243 7799 7026 16490 18812 12518 4263 15352 20614 8604 4653
"222240_s_at" 21018 17415 15992 1179 9875 2984 17733 15541 2182 3926 12694 5482 9107 20883
"222241_at" 18653 21885 3712 18189 13380 10563 7272 17223 2043 1626 630 10005 19078 3905
"222242_s_at" 19082 18913 8222 10287 19202 6573 21041 19946 15062 18046 5557 1055 4094 2959
"222243_s_at" 18666 1337 18920 367 20350 6146 17788 265 1884 1755 17472 17011 6619 1004
"222244_s_at" 16080 9429 12411 6549 19115 7501 17741 9432 16124 18063 14037 13360 7469 4385
"222245_s_at" 14769 4713 1649 11740 4536 7696 22235 20179 4692 556 17640 2178 21745 371
"222246_at" 10555 14043 5018 13151 16020 14062 6402 11572 9197 16419 10956 4359 13628 5478
"222247_at" 19282 20624 2757 13530 16547 15191 11816 8362 7078 10214 10105 9699 13282 12755
"222248_s_at" 9358 15984 3962 16334 14546 7196 11059 110 20192 10636 8174 384 17961 8909
"222249_at" 7766 911 21119 12263 16692 4098 8987 19778 5699 21902 3080 18171 15287 11184
"222250_s_at" 19621 5421 19860 4470 17740 19270 16120 7602 19646 18617 14512 17717 3388 21389
"222251_s_at" 4755 3631 17780 6842 21285 5706 2036 5840 5156 20401 20904 10920 21017 4637
"222252_x_at" 17645 8339 15103 78 22258 8799 20565 3934 21991 2236 1334 1101 22268 21883
"222253_s_at" 6022 16557 10824 13333 15325 15825 10766 15951 10478 15869 11175 4663 11670 7299
"222254_at" 5862 13189 8305 16935 18830 2747 1090 648 20894 22160 3361 7171 20307 7868
"222255_at" 10232 10883 7883 13033 11655 11931 7413 12611 8141 12351 8497 6078 15380 11272
"222256_s_at" 7167 14565 19379 6368 6311 20880 14880 18685 5351 768 17538 20626 20371 16638
"222257_s_at" 13694 7282 5762 11115 10792 14451 11929 7716 6915 13177 8681 8870 13435 7526
"222258_s_at" 13291 21160 19386 6414 13744 21967 13768 2737 21732 21508 5127 10071 5063 19701
"222259_s_at" 10260 10876 9754 19353 8490 13715 11633 16289 6948 16614 6903 9287 1522 3141
"222260_at" 7673 14637 5721 15242 11482 12090 8670 15390 8549 13374 9161 4721 13706 9747
"222261_at" 12175 14711 9742 18533 16918 15187 12701 12294 8999 11228 21951 8410 3896 15346
"222262_s_at" 18350 16798 1115 20727 19178 7119 2583 2333 19096 6819 5793 14413 2390 16836
"222263_at" 17297 10151 15512 1769 1956 4777 1906 5916 3426 1511 14957 21883 2376 18466
"222264_at" 17462 20543 22117 1548 3679 2279 659 999 3778 4181 1183 14903 5970 3597
"222265_at" 6477 18973 10330 11684 14885 15209 7079 11069 18975 13145 11419 6488 8622 6257
"222266_at" 5224 13498 13617 20207 4385 763 14078 5459 1301 8766 19205 19338 4338 2726
"222267_at" 19108 21617 21052 18165 4195 3399 20688 19963 4541 21949 19200 19546 2996 291
"222268_x_at" 12599 21698 6498 11460 16111 13729 6806 508 18264 14108 9937 5752 11303 11959
"222269_at" 12819 22238 672 8765 6064 8242 18306 8924 17081 20927 20253 4294 4015 5570
"222270_at" 7297 9375 20544 4260 22137 1015 20529 2039 2762 4580 2068 22102 21915 1243
"222271_at" 14711 7532 11373 18945 11181 9360 6871 11341 4181 1544 9601 21737 18663 15078
"222272_x_at" 7402 16747 16817 6501 9047 12083 4030 21003 5774 18322 15803 12009 9438 2817
"222273_at" 5139 7602 12960 12814 7625 19051 582 8249 12584 19675 18950 4281 21930 18946
"222274_at" 11970 8389 3373 17047 9735 10019 5766 20244 9837 11746 1378 78 12418 13800
"222275_at" 15162 6957 12616 3732 8206 2192 1777 8838 2328 2939 16684 19599 7239 1984
"222276_at" 14520 506 14833 2269 1063 3043 1336 2696 14794 2672 18582 21874 20831 6425
"222277_at" 22271 20820 6175 11019 15798 21991 9445 11510 13195 20726 20888 595 10436 3314
"222278_at" 20147 16209 6885 13316 10555 12564 5486 18924 8687 15746 10404 7367 11387 10219
"222279_at" 22032 976 2482 21361 3096 16829 15624 22054 14945 1776 21252 19569 8525 20798
"222280_at" 18726 4167 21727 8241 17596 16713 17793 17121 18004 4445 17959 19993 3663 15838
"222281_s_at" 12244 18711 9038 15681 17096 11571 10498 14438 10131 16010 8974 2238 16571 8573
"222282_at" 2449 7655 16786 3600 20932 2181 20731 10111 1786 8252 15612 19366 2934 19486
"222283_at" 22256 3031 13995 22104 20897 4818 20522 18783 21690 9482 16476 13465 20079 17740
"222284_at" 13930 6738 21147 7999 17616 21762 3499 17956 16276 18512 17650 10236 21469 3888
"222285_at" 7347 14306 9016 13595 14991 14241 10209 16451 6928 13185 10599 9455 18438 8760
"222286_at" 11488 20948 1584 11433 20849 6077 2573 17321 2301 17709 20563 2683 141 17783
"222287_at" 9666 12068 9793 19078 15558 14462 4926 13227 6748 13795 11649 4315 15706 11142
"222288_at" 18181 13269 294 12791 3638 2625 21593 924 3095 6079 21320 15675 8132 2098
"222289_at" 8372 13003 3443 16537 11429 12296 12751 13855 7370 14361 315 1768 18188 12789
"222290_at" 3772 9510 15358 16753 9754 8516 10950 16262 19398 754 3515 2222 7494 15476
"222291_at" 11177 14998 8831 16236 9877 11465 4964 9774 11756 10301 10542 7061 17267 8685
"222292_at" 7781 10774 3491 13410 8844 14945 7941 16216 6522 12705 9219 6157 15245 11736
