"inst_315" "inst_984" "inst_1042" "inst_1145" "inst_1204" "inst_1629" "inst_2664" "inst_4428" "inst_5201" "inst_5564" "inst_6164" "inst_6924" "inst_6964"
"200759_x_at" 16775 18410 16403 20158 3261 931 19499 5914 716 2572 2247 16532 16959
"200760_s_at" 11532 20303 16205 6258 15710 5070 4894 7737 3801 14431 19904 18008 18915
"200761_s_at" 20226 15458 21069 18167 19610 4334 18072 14582 5235 15738 17880 20393 17953
"200762_at" 13720 4866 21319 19687 15779 16095 5671 4574 7313 21850 14671 16707 2020
"200763_s_at" 13087 14118 15980 16249 12083 16633 10704 10102 17382 9980 4292 3599 13334
"200764_s_at" 5592 17632 17820 4911 8533 20775 5608 7360 21506 16215 11981 21722 21116
"200765_x_at" 13193 15040 15919 7653 8436 16600 20182 13170 15990 14319 16232 2722 14016
"200766_at" 13122 20541 20868 4595 17015 856 8492 18004 6948 20202 15586 17135 4062
"200767_s_at" 2655 19181 15147 21501 14509 5337 8837 5920 16656 20769 13580 18367 3450
"200768_s_at" 4778 14923 19314 16603 16873 17169 18549 18932 15175 19405 14442 17110 16757
"200769_s_at" 18185 2337 20043 724 16465 2170 2046 19899 19013 12337 21968 21057 21448
"200770_s_at" 17530 1756 1490 1223 15655 18360 19620 20486 20377 18949 12542 16524 17180
"200771_at" 16935 15293 1172 21487 17295 21729 1864 8097 16570 12439 14991 5032 1885
"200772_x_at" 11927 16359 19691 16239 12572 17033 10669 14898 17335 10761 4257 15112 14246
"200773_x_at" 13436 4509 16213 18931 12274 16169 17065 16999 6974 2911 10320 4561 13428
"200774_at" 18575 4492 18071 4568 18001 16016 6527 7301 6640 11450 15256 14572 2694
"200775_s_at" 13481 4685 2527 18019 12894 1218 4349 16910 3539 2565 11709 4621 3620
"200776_s_at" 21415 3069 16031 850 14426 1178 2208 18575 16039 10458 21604 19526 19622
"200777_s_at" 19315 17351 17210 16495 16314 16227 8563 16530 17421 12635 16059 17646 17024
"200778_s_at" 17031 2281 16081 3919 15543 1889 4776 17549 18157 9356 20130 16785 17373
"200779_at" 13027 15022 16206 4492 13017 4573 16292 13848 18497 16096 10762 16766 18713
"200780_x_at" 13512 8369 1898 20246 12433 4888 17144 17899 6301 9121 11550 4859 2502
"200781_s_at" 5642 8392 14463 16937 12251 16866 10617 13913 15706 4777 4208 4883 13436
"200782_at" 14248 17714 2577 3372 12666 2917 15244 5627 2115 15114 17418 3072 16031
"200783_s_at" 20509 20033 19098 6717 18099 3488 8544 13954 6203 11708 16832 5216 18637
"200784_s_at" 9004 6849 10576 10948 876 244 21560 3028 11955 3450 947 2514 5894
"200785_s_at" 21904 12795 6080 13489 4687 13516 5661 21183 10952 1274 5385 9321 10437
"200786_at" 11644 15509 1573 18744 14468 2123 6019 6664 7046 10642 11429 13906 14910
"200787_s_at" 18465 1201 21188 16653 14679 17875 3133 16615 20275 9448 13515 19212 16115
"200788_s_at" 13487 16129 19101 16761 17669 19464 4017 18656 19797 15451 11890 16448 19909
"200789_at" 12703 4665 19117 20720 16434 5375 17644 20240 2791 19459 12768 19327 20913
"200790_at" 12525 3647 2718 4862 13601 3097 8658 14186 5314 16435 17315 15122 15669
"200791_s_at" 13923 17903 18380 6204 3684 17960 4842 7058 5809 15843 12144 15832 18805
"200792_at" 10595 4384 2494 6703 13114 5186 8093 16103 6258 10479 12848 3981 13447
"200793_s_at" 6218 5197 19719 6779 17117 21755 7286 4421 6659 18447 20315 16814 18546
"200794_x_at" 6237 16410 18868 5927 19501 5460 5756 18560 3443 13827 17334 3959 3593
"200795_at" 2154 9560 6148 13507 5699 13901 21343 468 12212 16166 7773 7614 9739
"200796_s_at" 20654 22190 22149 7 12931 4792 5894 3737 18840 2559 22165 21414 21802
"200797_s_at" 11196 3821 1646 17480 21723 17099 18092 16188 6415 12845 15776 2953 15635
"200798_x_at" 15237 14871 1668 3210 15053 2991 17570 7202 4313 13821 17102 5219 17316
"200799_at" 19252 3761 15040 9587 15462 2050 10206 6038 3353 2517 5904 1651 2693
"200800_s_at" 18897 17077 18653 4513 16036 19871 20829 16956 21733 18024 13165 20759 15892
"200801_x_at" 5023 8623 582 18335 12075 15847 10532 9933 17261 4659 4103 4792 3730
"200802_at" 4158 13952 2730 4337 15607 3744 8496 18417 5046 12650 16098 14602 16215
"200803_s_at" 6133 15991 1906 4636 14082 3194 17312 14216 4138 9455 20948 4874 13508
"200804_at" 3451 15980 16019 16857 13112 4358 8192 18621 19153 12275 16618 16123 18080
"200805_at" 16392 5273 21281 5916 13085 19503 19836 20472 19317 17142 21595 19471 20024
"200806_s_at" 14035 17680 2667 4252 16881 1537 3963 4674 6311 9498 14343 15031 13837
"200807_s_at" 14900 15508 2417 5753 14812 16720 8282 14983 15977 9876 9669 4789 3845
"200808_s_at" 14219 2284 18724 20300 1567 18056 16840 19295 20702 13912 12570 21047 16259
"200809_x_at" 4507 8656 3128 18169 2241 5079 10550 6689 20213 2876 4120 5275 2758
"200810_s_at" 19297 15216 15580 3587 13432 18242 3679 18752 2874 12265 12852 4031 16033
"200811_at" 11317 4704 16660 19774 13834 2284 7948 18541 16238 18440 20112 15034 15765
"200812_at" 11786 4754 15022 3378 3664 4637 3657 14014 6286 10463 13018 15463 13744
"200813_s_at" 15616 19429 17765 21544 3060 753 5965 20136 19971 18760 16346 4891 14907
"200814_at" 4525 2564 17972 2589 1719 2266 6508 7073 2434 9273 12560 5048 3303
"200815_s_at" 12566 4050 20690 20737 14226 18136 8913 18024 16404 19372 10315 14608 13287
"200816_s_at" 3631 14508 19142 21469 13410 17803 8058 13854 17878 14073 1958 18929 16513
"200817_x_at" 12604 8285 1104 16712 3661 15309 10546 9947 9874 4673 4118 15320 13095
"200818_at" 14470 17965 19810 16416 11791 17317 15737 14580 6703 16443 12269 4066 17083
"200819_s_at" 4111 8710 2228 16813 12289 15504 10642 15381 16147 9264 4233 14437 13645
"200820_at" 4625 2956 2614 6680 2900 5348 7140 6193 18593 14344 18584 17957 19046
"200821_at" 19393 5235 19124 6106 20925 19371 1575 18134 3626 20258 19319 19726 13149
"200822_x_at" 17416 1707 2606 17226 13076 4598 6286 14736 17737 10501 9215 4643 15099
"200823_x_at" 4650 4510 17775 6928 2759 3833 7350 15386 16759 9748 9695 18172 16521
"200824_at" 18853 6499 4316 6499 17965 10804 4049 16389 16456 9903 12708 7481 12922
"200825_s_at" 16049 2184 2726 17860 14191 19259 4040 6410 3335 15369 11018 3623 15394
"200826_at" 5880 16817 15926 17161 12106 17165 7759 17255 5978 10566 12733 16496 14696
"200827_at" 3198 18681 16433 4785 15646 15154 17733 15433 21780 14745 9266 15405 2752
"200828_s_at" 5279 20249 17179 17906 14598 15574 15069 14865 16188 13573 20278 19133 17167
"200829_x_at" 13189 15920 2198 6234 15545 3257 6235 4624 3383 12882 16474 4496 14605
"200830_at" 15234 15872 18396 17834 12159 4840 8209 2227 15749 16513 14005 13995 2524
"200831_s_at" 18015 17691 18162 20828 1109 15070 16731 21539 20584 13849 2205 14306 13460
"200832_s_at" 13506 19251 2774 6502 16614 18232 7830 16939 15195 17112 13486 4248 3366
"200833_s_at" 14218 19289 17857 17235 20034 19557 3433 6566 6205 15623 13239 16995 19834
"200834_s_at" 11315 8781 17251 16912 13036 5165 10586 9992 15645 9304 4158 14466 13726
"200835_s_at" 8958 740 14279 6923 13833 5026 21384 5487 1458 9240 22274 14104 19594
"200836_s_at" 4069 3336 2312 21238 516 21410 20765 4113 20664 21830 11346 22248 21
"200837_at" 11341 4757 16599 18656 13798 2980 16812 4403 3370 10939 16943 15055 16058
"200838_at" 16261 18463 18732 20374 17331 15886 7762 19093 21052 19782 19267 20379 19238
"200839_s_at" 16326 4858 14423 4217 3719 17755 15018 16812 4525 12888 12808 14786 3247
"200840_at" 14214 16448 2366 6852 3904 2963 7268 4411 3727 9917 12424 2428 3660
"200841_s_at" 2562 5076 19385 1918 12058 15039 7567 3438 18433 14104 21043 17651 19164
"200842_s_at" 12627 16990 17939 4176 12985 3707 8122 8124 5040 18559 14106 3059 17117
"200843_s_at" 15701 3150 19439 16834 17220 15214 15827 16349 16519 18054 10969 18735 17954
"200844_s_at" 5162 15521 3121 17650 3871 5382 6797 15247 17504 10208 13355 3489 1872
"200845_s_at" 17119 18775 16215 3869 14877 15517 6425 14627 6019 12890 13701 16870 16393
"200846_s_at" 14221 18442 18716 4689 3399 4051 16545 15116 17741 12872 17325 18513 16321
"200847_s_at" 18111 3689 1481 5977 3063 2272 16823 7365 2823 9880 12435 14144 14422
"200848_at" 5225 14816 21126 18268 3230 669 5874 16332 5110 9509 16959 4677 13739
"200849_s_at" 3102 20681 15937 21305 3625 4173 5397 3289 18356 20598 14454 14870 14049
"200850_s_at" 6261 4451 19473 5138 17389 15346 7550 14100 16167 16948 15645 16074 17010
"200851_s_at" 13313 2673 19002 6557 19554 1197 7022 4735 6086 9225 15666 2348 1591
"200852_x_at" 15155 16183 19641 17059 3547 20459 4816 21482 15259 21379 15935 21495 21761
"200853_at" 12416 3845 14323 17166 16005 18820 15504 18711 17811 13748 11696 16782 15757
"200854_at" 14760 2152 21413 3913 12103 2487 5428 16113 17190 18249 16825 17371 19320
"200855_at" 21363 1942 17043 21657 3880 18125 2458 17098 16423 13025 20691 3493 21844
"200856_x_at" 1126 19934 16309 4144 3953 2854 5270 5613 4271 22090 20483 18986 16854
"200857_s_at" 5696 21095 21237 16780 17836 2595 8688 5752 15205 19821 14182 4715 16590
"200858_s_at" 15247 17020 17614 4598 2736 16049 7854 14777 19310 16283 10285 21083 20150
"200859_x_at" 11529 3473 21694 21504 18613 4001 16883 16149 18493 18211 9462 18234 657
"200860_s_at" 5618 5093 18951 2056 16319 3795 4353 4209 7000 12628 13067 3679 2006
"200861_at" 13531 16992 1444 21147 20036 2074 1899 7807 19250 19922 12516 17487 15552
"200862_at" 19709 16328 19162 20081 12857 3569 8053 4939 21029 19784 12039 14225 1867
"200863_s_at" 14174 15142 15374 3095 15234 5235 6654 4825 3846 10006 11759 3593 4110
"200864_s_at" 19966 17050 14874 5816 17288 2246 6649 19887 6159 18319 19462 19593 17303
"200865_at" 6427 9057 5638 11809 776 7696 20750 16824 8174 6170 7788 773 11318
"200866_s_at" 14072 15988 21656 2600 14291 3264 15545 7868 4696 16447 17976 16958 14914
"200867_at" 13166 18467 20482 2908 13457 17740 5113 6726 16544 16083 13887 17094 15561
"200868_s_at" 11594 16728 18998 175 12328 3054 6102 6477 15199 11781 16086 19304 16037
"200869_at" 11024 8417 15983 17753 3518 16608 10570 9975 16888 9430 4142 17748 14428
"200870_at" 13221 17420 14720 4088 15431 5530 7280 14760 4182 13116 15931 14163 13469
"200871_s_at" 13272 16198 1465 4605 3949 2421 16999 6169 2711 13204 13514 14152 15719
"200872_at" 11858 14127 14669 4966 1495 5324 16052 16755 16757 9926 10265 13962 2610
"200873_s_at" 19116 13925 20841 4341 12095 5655 7987 18137 5963 14207 11413 17019 17598
"200874_s_at" 4540 19226 19742 2166 13009 21927 19652 5639 18485 17804 21021 21986 19143
"200875_s_at" 4575 15495 21187 16843 3969 19387 16326 21648 17152 17898 10821 18710 18773
"200876_s_at" 14312 15000 19072 4938 11871 4387 7008 5266 3590 11716 14103 4092 13847
"200877_at" 18611 18401 14385 18156 13151 15088 7229 14549 16775 11992 13873 14206 3064
"200878_at" 14065 20736 14951 5221 16917 18681 22022 6849 16563 20871 10623 4163 2639
"200879_s_at" 605 10536 13974 15700 12377 5901 14966 20540 12610 688 7103 1511 4905
"200880_at" 16804 18300 16984 4292 15864 4243 5878 8321 5323 18742 15328 16580 15435
"200881_s_at" 5112 18118 15103 4243 12547 16711 5422 8412 17383 15682 16892 18827 20082
"200882_s_at" 5741 18812 16516 17488 12206 14902 15005 19835 15231 14937 11171 19544 19140
"200883_at" 14465 17332 2894 4113 18833 5592 6212 8222 2245 18694 19743 20476 20007
"200884_at" 946 18582 16633 4913 2470 3467 6206 14776 17625 16270 10940 16709 17122
"200885_at" 12895 1335 16777 1566 2516 18233 4550 17000 1438 11966 14408 21231 3835
"200886_s_at" 11892 2847 2921 1652 3137 15619 3703 14283 16461 9391 9400 4626 3894
"200887_s_at" 11207 2684 15437 6307 17651 4564 5762 2148 1463 11851 17615 15260 14462
"200888_s_at" 10598 4330 2173 4649 2128 3494 6980 4329 5735 11216 2624 19777 18653
"200889_s_at" 12598 17688 15385 2883 13370 17925 3769 16306 5157 11693 20899 18193 17315
"200890_s_at" 11564 4805 22133 4994 12407 18262 5509 19507 17956 11705 19286 3630 14612
"200891_s_at" 20818 20458 18575 18317 19825 20109 5063 2963 20782 19246 10698 17194 19273
"200892_s_at" 15821 17291 19479 2981 18936 5435 5281 7890 3532 15157 19033 16508 18114
"200893_at" 15340 18332 17794 3944 15158 5481 6783 14334 5348 15307 13402 16236 15463
"200894_s_at" 12565 19367 1697 19161 12698 2307 15646 17126 17735 15632 17802 20367 17216
"200895_s_at" 11186 2582 20421 18638 19672 20795 6573 8152 20146 18297 9507 15584 16286
"200896_x_at" 4011 15532 18442 16581 3641 15779 7406 5901 15499 10184 10777 3164 2544
"200897_s_at" 15542 14823 14886 10993 3716 17132 20434 18041 4988 15514 9940 14287 3696
"200898_s_at" 6181 17533 20202 3974 15893 793 8708 20406 20321 16047 17449 4501 3392
"200899_s_at" 14028 3445 678 17930 20910 3599 7037 20302 6340 15537 16882 17943 4016
"200900_s_at" 15295 2016 2458 3377 1291 4487 5524 16123 19854 9359 16263 19860 20180
"200901_s_at" 6019 3355 21013 16267 14595 1344 6859 16616 19077 16576 11026 18175 13765
"200902_at" 20866 16366 19513 2480 12356 17965 2252 6405 4701 16347 16335 15845 18378
"200903_s_at" 17542 17140 16218 17347 13140 5436 17217 7503 3942 15557 17769 15335 15212
"200904_at" 14024 17482 18285 18945 18183 20396 17317 21214 20424 17406 15006 16324 14364
"200905_x_at" 14712 3332 15424 3444 12392 19198 6086 7347 2237 11657 10560 15423 17948
"200906_s_at" 6167 20020 17496 12907 12041 19308 21292 20161 21041 19089 1281 17654 1910
"200907_s_at" 20796 20555 17156 13629 13285 17542 12646 18060 6446 18321 3239 21331 17921
"200908_s_at" 22186 17520 7053 6542 20407 20092 676 4881 3880 2207 1872 1826 1108
"200909_s_at" 11705 16036 16022 16242 3881 15623 10598 10007 7530 10626 4177 16933 16023
"200910_at" 5813 17293 17456 17057 3042 4790 15283 17679 7106 15731 13686 17986 15807
"200911_s_at" 11928 16912 18080 16485 15196 19406 4002 3038 15768 14476 17669 3774 1428
"200912_s_at" 20045 17138 15646 4760 1898 5015 6861 7164 2592 13117 12553 14945 3886
"200913_at" 13042 708 18859 20694 17266 4574 16420 18368 15658 21225 15330 2385 19068
"200914_x_at" 20352 20854 17676 2351 16330 5010 2095 14757 5544 16018 16467 3858 18003
"200915_x_at" 14397 4465 2326 1664 18387 15586 5916 4248 7120 13495 18098 17172 16366
"200916_at" 11129 3523 17232 20056 3540 18644 17672 15707 16600 15024 12513 20356 16681
"200917_s_at" 18736 2778 14630 2817 3350 31 15879 13979 757 10265 21802 19959 18683
"200918_s_at" 3516 1237 1436 19340 14344 3187 16891 6415 6717 9194 12330 5258 3670
"200919_at" 4494 1437 15350 17097 3082 1721 16354 2340 2088 12715 14196 3827 16226
"200920_s_at" 10859 17271 19521 18941 2414 18086 8546 18449 19567 18637 14339 16465 19163
"200921_s_at" 16376 3295 19210 19256 19372 5095 8147 18550 4626 17794 18531 15123 19157
"200922_at" 13045 4897 19656 4955 13923 16182 17709 8196 17892 9653 12623 20555 18147
"200923_at" 15132 14727 12162 10378 1516 21972 10510 19204 1471 14204 8475 3156 15453
"200924_s_at" 4107 17463 2105 2849 324 16769 8392 19248 18517 18717 19010 19257 17695
"200925_at" 5862 17025 14982 5132 3380 5140 5771 14595 7157 9675 11979 4260 13933
"200926_at" 3338 8497 769 6688 12126 15976 10705 10104 10285 4889 4293 5254 3945
"200927_s_at" 13517 16160 2354 6296 17867 4641 2415 19115 6606 14959 12624 14719 16402
"200928_s_at" 2632 16555 9355 867 11148 1453 8214 16917 723 13546 12658 13482 12656
"200929_at" 10926 20328 14276 21211 13678 3778 17844 5953 2324 15331 20451 18253 14970
"200930_s_at" 9719 10146 11845 9578 7807 10083 5491 22047 13759 8122 15346 11735 1168
"200931_s_at" 17584 18887 14806 5794 12748 4957 15004 6437 4748 12356 12050 1891 4004
"200932_s_at" 3054 16752 18316 2854 14517 5147 19026 3376 4068 2782 15002 16256 16506
"200933_x_at" 14125 5192 2390 17590 3573 5264 10678 10077 10194 4856 4265 15061 14278
"200934_at" 13524 19072 17922 3194 17908 16784 3559 14485 15755 15231 15984 4508 2615
"200935_at" 2695 14858 16497 16576 21282 2469 5635 19498 19558 14946 21479 19179 18381
"200936_at" 10635 8511 2867 16460 6778 4952 10683 10081 6572 4863 4271 5256 3648
"200937_s_at" 5575 19484 16132 3696 13596 15938 5982 15022 16524 10830 9110 15864 16441
"200938_s_at" 10391 7601 5373 13098 11258 8241 15474 9213 14202 7379 6803 8273 3144
"200939_s_at" 21281 12889 5244 9667 11424 6702 10384 21680 3245 8261 10593 6853 5119
"200940_s_at" 3510 14377 22211 21402 13037 20251 18283 17722 20096 10903 2041 2084 16710
"200941_at" 20242 17250 20613 17378 3911 17292 16427 15418 7531 18069 18440 17821 15677
"200942_s_at" 16070 16331 2563 5879 14192 15807 16378 19402 6815 12285 19044 16469 17506
"200943_at" 6235 15837 823 2055 12427 2122 1326 4396 4949 9106 12836 4184 3753
"200944_s_at" 13057 14248 17265 4085 14189 16818 6535 15244 17543 9942 11209 5182 4106
"200945_s_at" 16675 20603 18408 17645 14987 16968 6595 15278 6863 18519 13471 4796 13643
"200946_x_at" 13744 17391 15811 18752 13241 5695 7623 18847 5713 16550 19575 18239 18377
"200947_s_at" 3709 14824 14436 18866 19280 15068 8939 6680 5647 18625 15992 15534 18247
"200948_at" 15949 3696 15435 20107 17660 15290 4398 7463 7219 14844 11031 15427 15429
"200949_x_at" 11678 4117 15569 6153 3715 16223 10543 14863 16328 2661 8878 4639 13743
"200950_at" 12235 17416 21022 1859 12018 15060 3999 4419 6758 12249 21047 15035 16535
"200951_s_at" 12206 10373 7976 481 7648 11020 4899 10955 9990 3462 18879 8233 7122
"200952_s_at" 9821 7122 10602 8717 11558 6547 5064 13992 13742 2057 15162 8395 6557
"200953_s_at" 22103 12652 3909 16206 5288 14602 7904 9528 12996 8891 9609 11770 4981
"200954_at" 11701 16093 17703 3841 17088 2334 16451 3453 1760 9869 20530 17490 13898
"200955_at" 14595 16863 19491 3831 1613 18053 3575 20947 20492 18340 14658 17846 16853
"200956_s_at" 18154 17888 19094 18500 13883 18256 5770 20249 20565 16411 14826 21164 20183
"200957_s_at" 12198 14234 17048 17469 13739 16703 8270 17546 4439 14726 13324 15561 15784
"200958_s_at" 14003 16005 15752 16504 14989 18674 15379 15204 17894 2242 15899 14048 15663
"200959_at" 14661 15861 15582 18948 16637 17509 2078 15360 14978 15472 12617 20273 19379
"200960_x_at" 13473 14605 14839 4854 13852 15922 8573 7801 7516 11923 13550 18535 17537
"200961_at" 18692 17494 14522 16716 14753 2169 6789 3522 7350 10880 16552 14396 3688
"200962_at" 16966 21256 17131 21170 2726 3251 16339 3354 17063 16488 13016 2824 480
"200963_x_at" 10799 8504 2421 18987 3986 17456 10707 14258 16864 4892 4295 14735 13345
"200964_at" 11489 4749 21963 19382 2846 15944 5162 4866 16388 17226 2608 15361 1864
"200965_s_at" 14728 17048 20923 13492 1930 4931 11630 20919 6751 18228 7557 18783 1499
"200966_x_at" 11878 4485 1156 3706 12369 2308 5031 5473 4854 2405 8992 14325 3605
"200967_at" 17156 16856 16122 5302 11991 1520 6474 16445 3388 14891 18639 20077 16140
"200968_s_at" 11063 17166 3181 19268 12750 2892 2964 20362 19079 14027 10967 21684 21105
"200969_at" 20288 18885 14337 3304 19618 15055 2701 2694 2935 20003 18171 15613 17103
"200970_s_at" 17855 1016 17706 2434 20404 15745 5678 7379 6091 12406 18791 2208 15481
"200971_s_at" 13715 14043 776 6148 14798 1202 17720 6999 1738 10785 15525 3933 15343
"200972_at" 21642 18083 14926 18671 3554 16377 3267 7233 3842 15746 19370 15228 19640
"200973_s_at" 16767 20761 18965 6682 19490 415 7086 18245 5006 16927 17805 19438 19262
"200974_at" 19531 20094 2369 12616 15798 491 21864 4893 21892 17805 9520 15936 1829
"200975_at" 18191 17455 20076 6125 16019 17353 15629 15701 16688 10497 14128 4664 14339
"200976_s_at" 4482 3294 19734 16390 15266 3945 15715 17476 3995 15064 17296 15440 17332
"200977_s_at" 11425 14342 2347 6618 14038 15420 8127 7953 15158 10661 12818 16098 18334
"200978_at" 5586 5262 1902 3151 14841 5468 5924 14040 2419 11883 11691 3096 4158
"200979_at" 4057 16693 21061 18849 19590 17783 7852 8514 6309 9956 15245 17442 20732
"200980_s_at" 10780 15812 15037 5016 14890 3200 7867 14232 2099 11451 13155 1860 14541
"200981_x_at" 13196 4142 14470 19617 3495 17370 18319 13845 15001 9935 14530 15013 13184
"200982_s_at" 13014 15982 19596 1297 15802 18575 16751 7114 5649 12546 20238 16901 18153
"200983_x_at" 3492 15995 2192 325 16532 2790 14328 4617 17110 9954 14345 2373 16820
"200984_s_at" 16493 1601 18346 20786 15340 2603 17698 5704 4963 10179 21819 19173 15829
"200985_s_at" 16061 15629 17363 17383 3925 1579 7283 16138 1996 9977 16665 15299 18611
"200986_at" 6870 9785 7393 13152 8258 13452 12787 9160 13965 8125 7326 9664 8189
"200987_x_at" 16184 18177 281 2746 18536 1822 6186 6467 20092 8969 18928 18125 18577
"200988_s_at" 14692 18353 1231 20488 1488 1636 19153 3535 15189 19827 11229 20646 13517
"200989_at" 15850 15820 14442 3859 18006 3071 3100 7849 2370 11269 18983 2383 4159
"200990_at" 12340 2203 22006 21486 13823 20374 17267 14306 18243 15756 11964 4189 13983
"200991_s_at" 11271 14022 15588 17396 12357 17450 3259 8241 17562 18788 13326 16059 20347
"200992_at" 12473 17666 16312 2924 17201 18476 4751 13961 16029 13288 19367 3341 3117
"200993_at" 12007 16350 20541 4214 18330 4395 7978 7395 3058 16110 16642 14282 16616
