"inst_993" "inst_1051" "inst_1154" "inst_1213" "inst_1638" "inst_2673" "inst_4437" "inst_5210" "inst_5573" "inst_6172" "inst_6933" "inst_6973"
"206859_s_at" 8338 10958 10050 5288 8628 14274 13569 12907 14700 7549 12124 5969
"206860_s_at" 13664 21937 18433 20524 21197 9662 19049 21459 17021 20777 21361 21094
"206861_s_at" 13680 2091 19655 15980 3891 4404 17720 18244 17235 13280 18219 14329
"206862_at" 957 15165 21280 18858 4446 2480 5139 16105 5276 689 3716 20261
"206863_x_at" 10522 10690 7802 4364 11365 15548 11748 13362 10443 4742 8986 9507
"206864_s_at" 14646 570 11884 12354 1033 956 20220 6743 9371 3881 19119 1282
"206865_at" 10631 4290 11806 6596 8923 14835 9945 7251 12030 5443 10222 8301
"206866_at" 9521 12132 11751 8094 7036 16125 11594 12612 11268 3038 6930 10001
"206867_at" 5517 6310 13685 11110 12767 14448 10475 11083 760 8959 8963 10849
"206868_at" 6506 11056 3731 5969 6964 4315 17915 13537 1609 21835 6485 6009
"206869_at" 8391 10415 12953 9569 11337 13162 10091 11080 11362 5330 11592 7970
"206870_at" 7129 11027 12629 18458 5884 11581 1782 13747 19045 1726 12814 6360
"206871_at" 9809 7176 19847 9190 9074 19101 10954 9537 10790 19549 9617 7799
"206872_at" 5322 7628 13250 9923 6059 14304 12911 11908 11140 3548 10077 8181
"206873_at" 5979 9316 14801 4928 10841 12470 11059 10529 13121 2661 10599 6805
"206874_s_at" 4427 19379 19691 2872 14667 5701 20610 20730 9060 19008 22242 20843
"206875_s_at" 15635 1151 3490 1727 2954 4129 7257 1123 1339 16344 3757 17248
"206876_at" 10354 7804 10167 10272 10914 13998 13715 7741 9952 6031 11524 9938
"206877_at" 9848 3213 13682 9016 11257 11209 12741 10745 12038 4110 10090 10982
"206878_at" 6436 10043 12868 6853 7183 13568 5227 9922 10345 5412 6476 9347
"206879_s_at" 8718 5183 8793 19446 6994 6885 7578 6621 9221 2004 12392 2413
"206880_at" 8610 7312 12258 9592 7954 15618 14267 12014 13408 10142 784 5895
"206881_s_at" 8240 6570 14771 4168 11650 13183 9859 9716 13123 4296 12593 8335
"206882_at" 9581 2696 8117 5353 11174 15417 11248 8296 15191 3593 13808 10277
"206883_x_at" 9625 7256 8368 7276 11120 14978 12395 8014 12217 8557 10992 8224
"206884_s_at" 11704 13455 13303 1995 11588 21468 348 6954 13373 7931 6306 1300
"206885_x_at" 7301 7207 7789 9034 9024 14807 10871 9744 11726 7436 8844 10405
"206886_x_at" 9358 9376 8652 9073 9016 19431 12455 13073 15590 7658 10471 8573
"206887_at" 9988 2779 14343 1425 13591 16012 17095 11223 14548 201 11960 12097
"206888_s_at" 541 4993 15376 6938 16076 6026 14025 1775 2798 7168 15874 18151
"206889_at" 10242 3264 3312 1204 6063 9793 14272 8470 15994 10281 878 5656
"206890_at" 9338 10950 10489 8344 1554 18970 14728 10367 21843 2530 3097 12829
"206891_at" 9802 6619 13758 4642 7421 13596 14335 8480 12668 1065 7579 4937
"206892_at" 5577 9261 13076 6365 8926 12644 9796 9228 14083 3670 8595 6856
"206893_at" 10864 10890 16685 9649 9260 10341 16658 5035 4230 13674 13512 4575
"206894_at" 10683 8710 10432 4456 10357 20720 2547 13928 14592 6575 11888 10758
"206895_at" 9899 3974 9273 3750 10844 12178 9805 13196 12599 5258 9800 7940
"206896_s_at" 2391 8082 22207 3260 19841 1214 21557 258 4114 13105 15630 446
"206897_at" 7352 8411 15046 9377 11415 9632 12100 7309 15296 8126 6452 11629
"206898_at" 12181 4688 9809 2025 10344 898 1233 7608 13524 1060 10027 6345
"206899_at" 9382 8580 10250 7253 7989 9051 10950 9527 10599 4732 9566 9310
"206900_x_at" 1971 2436 2583 13197 1515 3400 18630 2093 2183 10665 20915 19844
"206901_at" 12528 9435 14429 10279 6566 7173 1827 11788 10103 4811 8204 10990
"206902_s_at" 821 13352 15257 14235 7468 9011 21808 9974 7872 1365 10371 810
"206903_at" 10369 6639 8748 8972 11224 13873 11738 7940 12745 1632 7793 2421
"206904_at" 3443 2749 15398 10099 12211 2454 11928 13973 2691 1334 13174 1056
"206905_s_at" 9841 5425 8482 10381 5732 17622 10391 7317 888 5135 13290 12279
"206906_at" 7196 7342 14171 5908 6422 18444 2479 8529 11392 1057 13465 5595
"206907_at" 192 1685 2125 802 180 1070 14920 54 53 9979 2099 16220
"206908_s_at" 12918 8449 10760 2618 10580 10990 2133 7476 18344 117 13563 10272
"206909_at" 10078 6006 7854 9172 7906 12705 13412 10185 14554 6487 9008 5002
"206910_x_at" 6041 12274 16474 343 3497 11290 4745 8395 20049 9107 11877 9765
"206911_at" 20362 15071 1998 1367 1285 157 17493 2380 18675 1383 794 16109
"206912_at" 6038 4526 15038 5308 7690 12653 13166 6959 13352 3263 6832 11906
"206913_at" 9626 2617 12604 2593 6738 21194 17396 13756 14604 9658 11782 5235
"206914_at" 4926 11537 12158 5025 5318 10505 13846 11355 11534 8745 8535 9691
"206915_at" 4772 8945 15703 6296 12581 11399 9472 12472 12396 6363 7313 4278
"206916_x_at" 6811 3742 233 1290 14147 21328 160 20026 5734 9926 19486 2592
"206917_at" 4178 21824 456 17643 1714 2974 18124 21714 18053 13578 21908 3778
"206918_s_at" 4207 19486 21704 18184 16483 7033 4830 4187 6129 12333 3550 16531
"206919_at" 21834 21204 19707 16429 21872 8413 19445 20629 8317 18037 4447 22064
"206920_s_at" 19818 22106 3436 20592 18832 8017 6584 15186 5342 13229 19166 21052
"206921_at" 14584 8038 16740 6703 3177 2461 1302 20151 8472 9149 21654 21236
"206922_at" 8170 4037 14812 7863 11022 15904 1035 11501 13165 3986 6898 5785
"206923_at" 12894 8146 9042 15 9500 15236 188 867 21258 441 5564 5351
"206924_at" 1501 4116 11207 467 10525 13537 272 7413 10845 3560 6861 10653
"206925_at" 12771 13487 10507 7477 12568 7998 13266 12586 12948 216 6600 4829
"206926_s_at" 11672 4113 16690 726 13404 799 3779 15118 17833 17320 13337 100
"206927_s_at" 10996 4451 9246 2978 13612 19343 10416 1521 17748 2747 6943 5230
"206928_at" 21575 20535 4645 20732 20294 6838 16108 14100 18642 14866 21004 20936
"206929_s_at" 15194 18940 19817 13043 2743 7912 15893 20219 17013 18064 14914 15723
"206930_at" 11068 9064 15554 1287 5797 10417 1184 1940 21456 9127 9115 12327
"206931_at" 1780 13912 1170 16337 1763 16750 20465 20406 3158 12212 14354 1621
"206932_at" 3487 6459 11599 9327 6700 10940 14311 12583 15337 6160 7765 9822
"206933_s_at" 10212 12064 15530 8534 7656 14342 11812 13731 15210 6854 9367 7582
"206934_at" 8103 12432 741 11987 8085 6795 5884 13574 15778 2254 11313 2416
"206935_at" 6241 2531 12616 4277 13271 3583 11651 4819 10647 5642 13361 8192
"206936_x_at" 3221 1476 3618 2445 21106 4805 18983 14449 5147 11216 17085 2942
"206937_at" 5363 3011 16017 4600 12886 14256 10347 7818 20940 7298 6020 2333
"206938_at" 10453 12755 14838 7810 12620 3408 12975 7646 13441 9867 6635 10122
"206939_at" 5367 3126 11734 9801 9457 3579 10557 6881 13122 3446 10324 4899
"206940_s_at" 929 8160 788 7812 7406 22020 798 15054 21016 8797 13388 1997
"206941_x_at" 11381 3418 9267 4292 12920 6851 4752 7609 12380 2896 7766 7680
"206942_s_at" 18824 19622 7413 20707 20841 17844 14565 19683 7339 20790 3442 1705
"206943_at" 2366 12858 3816 4624 13899 8225 20871 18039 20380 17448 7193 11184
"206944_at" 5141 3208 3710 5047 12969 16923 12351 9054 10158 5607 7324 11898
"206945_at" 3593 4747 8858 5629 13168 10859 3183 10482 14594 185 14008 8685
"206946_at" 11560 5112 8559 5384 13668 10874 371 10235 4257 19426 7464 5175
"206947_at" 6735 6261 8190 8464 7381 13849 12848 9381 14943 4942 9061 7288
"206948_at" 6548 8028 9408 8221 7562 8228 21767 11037 1808 16127 11273 9716
"206949_s_at" 20207 20792 18161 18986 16100 18301 16691 20140 18672 16921 18106 15627
"206950_at" 4080 9470 9337 21798 5608 11481 2008 12966 10205 6219 7273 7877
"206951_at" 12877 13539 4261 16016 8290 3054 20788 3977 4458 8647 11486 1796
"206952_at" 6799 7699 10943 5405 9102 13883 11868 11789 11614 4330 11293 4359
"206953_s_at" 16146 21211 10375 6848 19507 2783 4299 4017 4884 496 16616 17804
"206954_at" 12229 5670 4121 5143 7622 2410 16003 8716 12790 9261 10396 8166
"206955_at" 6167 12184 10147 11157 10978 15588 612 7272 11166 3995 13857 5229
"206956_at" 2190 12199 8382 20657 2465 20556 18033 799 7550 20485 13464 12147
"206957_at" 10721 5104 14196 4632 9954 6244 2592 11209 12095 2420 4264 9059
"206958_s_at" 21378 16166 20755 12978 21834 8952 20112 18962 7838 19974 19085 21324
"206959_s_at" 21312 17096 20842 1303 21210 21085 19786 22076 16176 9330 21792 16934
"206960_at" 12368 13344 7015 15895 12880 4541 17707 9026 20902 10701 754 762
"206961_s_at" 19447 1068 562 13760 3628 7708 15083 17983 5203 19659 5384 13092
"206962_x_at" 20754 786 19699 20753 1149 17812 22024 17316 19772 15298 1170 322
"206963_s_at" 10442 8248 7711 4240 6974 14053 10937 8451 11195 6370 9413 11404
"206964_at" 6501 6727 11090 4585 7631 14220 10517 12330 10991 3601 6420 9802
"206965_at" 5858 7016 14862 7954 5979 14206 22146 12459 13925 7988 10696 6178
"206966_s_at" 6729 5096 6014 13787 7588 16158 20869 1082 6626 13305 7580 5150
"206967_at" 21453 18097 1492 1644 3435 18821 5041 2325 6332 12929 1222 15025
"206968_s_at" 1320 442 22229 21518 20754 7763 7272 16931 18417 15452 979 969
"206969_at" 7669 5845 11157 1543 9130 11991 13761 9613 11891 6802 9863 7996
"206970_at" 5394 6731 11667 8501 8938 10692 10537 9771 3063 4654 7697 7361
"206971_at" 3605 4389 15689 3082 12320 13476 19421 9924 14627 8755 11327 7695
"206972_s_at" 10343 7578 13268 1297 5569 10734 20516 10575 10077 8835 10444 4313
"206973_at" 5008 8962 15352 9766 12506 12466 13669 7710 13812 6137 12241 6783
"206974_at" 10378 7316 12597 10491 9381 11059 14461 11093 14023 3420 8636 11836
"206975_at" 9613 4769 3399 11097 11924 14979 12515 13056 6109 7368 6491 8077
"206976_s_at" 256 30 10 16 35 10 37 37 60 10 22 18
"206977_at" 6502 5969 11218 6413 9091 13273 11130 10357 11922 3545 10040 8142
"206978_at" 11553 4435 6549 12671 1555 5248 17052 1526 20706 19404 7058 12433
"206979_at" 9585 5228 9346 5979 11479 12560 21288 13696 14782 5493 9930 8053
"206980_s_at" 7678 8395 10552 4987 6750 10635 9016 12800 10052 3318 8968 7191
"206981_at" 1801 7027 11563 4155 12039 12248 13944 12270 15690 7451 8928 11160
"206982_at" 5935 4106 7721 10835 10560 13326 10460 7665 10850 6638 8176 9711
"206983_at" 4755 7068 11011 8495 7763 11143 14333 6969 11871 5703 9747 9213
"206984_s_at" 6008 2691 12767 7476 13350 17048 1993 8751 15638 6529 10584 11225
"206985_at" 10582 9468 11278 7672 8873 13923 10783 12764 14369 8453 9455 8548
"206986_at" 9812 5676 14621 7749 12105 11124 2989 9346 13383 5462 8955 10868
"206987_x_at" 7190 12971 8320 9556 9826 12777 7867 10306 17291 5729 12049 10436
"206988_at" 5132 7436 15709 8135 5933 15441 10450 9761 9876 7452 7999 4330
"206989_s_at" 17780 17264 497 3692 14183 1338 7091 3976 4802 13195 18497 17897
"206990_at" 7952 5281 10921 6339 7408 10562 9349 8262 12664 5593 12181 5323
"206991_s_at" 7462 8666 13333 10475 7735 11547 13708 9090 13576 7423 9782 7923
"206992_s_at" 13705 17726 21188 19066 19346 18589 16728 14844 8679 18125 15446 19614
"206993_at" 20137 18861 3590 1025 4005 22153 19206 18243 4079 9970 19343 13806
"206994_at" 12521 11493 12779 2864 12941 19773 21309 13964 13429 3749 11166 12412
"206995_x_at" 6121 7676 15270 10028 10626 18468 18272 11353 11090 4078 11199 4846
"206996_x_at" 2384 12925 16481 1970 10770 14577 9731 11722 19580 10028 6700 1698
"206997_s_at" 12678 4321 8195 9804 12438 16043 13108 12348 15394 344 6795 6173
"206998_x_at" 11281 8673 15396 11255 13216 1027 1669 12914 18143 4041 5559 11234
"206999_at" 9037 8092 12721 5580 7638 20870 12640 11918 12491 9203 7391 12073
"207000_s_at" 15707 16735 368 20996 15601 7528 19020 18392 9807 19304 21351 15502
"207001_x_at" 15351 16035 1353 7653 2811 18386 3277 6351 1176 22075 21273 15959
"207002_s_at" 6673 2934 715 22175 13279 691 16571 18021 3214 15280 1470 12775
"207003_at" 12244 12717 7502 6533 12255 21572 3238 6182 11219 8752 4797 8891
"207004_at" 11759 5290 11979 9005 10769 3665 19819 13835 11519 5149 4261 1360
"207005_s_at" 10514 7398 14987 6552 6872 15106 12044 8599 11345 5138 12648 7426
"207006_s_at" 6842 4950 1521 20439 5367 19777 18743 11279 14470 11810 13905 5549
"207007_at" 5584 5727 11633 8507 10667 19472 14392 10356 10622 8277 7049 9874
"207008_at" 11048 3502 5531 6680 10370 9563 1577 11129 9178 12439 14194 14019
"207009_at" 86 10859 15264 10510 13549 13462 1819 13604 12905 181 8819 5824
"207010_at" 7502 6912 13640 8264 11133 12332 10151 10190 15238 6538 10138 10050
"207011_s_at" 9116 6019 16194 13646 12672 13527 5113 7690 10269 8422 8255 4659
"207012_at" 17989 645 15325 35 265 12372 339 984 836 3628 2579 1045
"207013_s_at" 676 7913 14137 5445 2171 18527 7814 19423 20696 3294 164 12336
"207014_at" 1008 5256 11601 13530 6250 5371 21528 20426 1059 1519 12285 770
"207015_s_at" 5545 5309 15101 5699 13291 5897 10407 12247 10472 3600 4977 6239
"207016_s_at" 8136 3932 8375 7807 10685 12381 13626 11500 14412 662 6287 9873
"207017_at" 19094 19167 9222 21124 20149 17354 16510 21973 21554 853 3194 2575
"207018_s_at" 19046 18179 13683 11908 16388 20966 20853 20395 20871 1028 20170 19138
"207019_s_at" 5800 11816 11996 10593 4480 6239 926 5880 19977 8953 11442 5165
"207020_at" 648 12777 16684 2333 1221 19558 5582 8389 14902 5558 12501 9470
"207021_at" 8780 8703 8546 8466 5787 10496 14100 11597 9885 5934 6869 10747
"207022_s_at" 9437 12234 15422 963 11934 12701 7298 12308 2341 1166 11692 3427
"207023_x_at" 18200 20140 4586 20319 3652 9469 5993 5700 6865 19940 17861 15137
"207024_at" 8123 10133 14014 8766 7480 14017 13799 10101 15449 7108 7962 10147
"207025_at" 10163 7662 7637 7182 8192 13156 10411 9004 15273 5613 9124 11353
"207026_s_at" 7630 11766 10886 6434 10249 14288 11532 12237 14481 5047 6191 8203
"207027_at" 9097 11675 7654 11171 8198 15925 18711 13803 13039 7285 6724 11189
"207028_at" 9423 6519 9294 6727 5376 11492 9564 8446 10660 3401 8661 4393
"207029_at" 8648 11731 13345 8186 10764 11434 17723 20994 17535 8976 13358 14263
"207030_s_at" 63 10 15678 393 8 2708 297 11 6 255 17 7
"207031_at" 2588 9218 643 12488 4260 17180 21370 2225 4645 16511 2228 271
"207032_s_at" 7800 6522 11091 9704 8720 14157 10800 12546 12988 5439 8267 4266
"207033_at" 12482 4604 12526 231 13910 21073 19192 10145 20638 2670 528 3177
"207034_s_at" 11776 10536 15728 6540 11322 15361 440 13776 9233 3693 12621 3297
"207035_at" 7215 13458 16304 8203 12264 16170 9504 12224 13444 5779 11679 6157
"207036_x_at" 9833 8193 11306 6610 11471 15256 9516 11765 14995 4887 9399 7612
"207037_at" 12733 9806 1254 16891 3830 18517 16878 998 20342 1678 1302 12234
"207038_at" 18402 21772 13175 14372 22202 22212 3891 20715 20749 21114 20518 20674
"207039_at" 5727 8756 5577 21749 12249 231 20202 7515 10689 12769 6320 10568
"207040_s_at" 2292 1392 474 1737 958 859 2817 1739 3016 1748 1501 2008
"207041_at" 7258 4806 12000 15912 7832 1614 18778 20636 8477 2403 6629 5045
"207042_at" 11032 8291 9187 9000 13468 12799 5102 10022 13226 11234 13282 11334
"207043_s_at" 1100 4904 10803 11120 11633 19747 16978 16295 8838 3434 10840 12260
"207044_at" 353 11256 12017 1679 1662 3391 22042 5850 10798 11026 7934 10949
"207045_at" 141 3771 10781 8212 3504 21791 15805 549 4072 16969 7537 10486
"207046_at" 3463 15650 17653 21946 4089 3143 15898 21123 6035 21683 15275 18397
"207047_s_at" 8502 5659 13897 5101 8972 14871 9741 9596 9919 8585 10701 8442
"207048_at" 7651 7886 14657 9385 5558 6541 3276 11599 14777 349 10374 11080
"207049_at" 12899 3328 15657 20469 12319 11675 538 10056 5992 10765 12934 6631
"207050_at" 9541 7857 17896 5512 7554 13635 19509 13872 13081 1448 6095 11204
"207051_at" 5618 12799 11674 11131 13286 3045 2063 8999 15644 8634 14205 6096
"207052_at" 5131 9155 15798 4501 9479 15822 14382 13173 15691 3414 6824 11322
"207053_at" 11373 10570 15900 5100 8202 15579 13809 12747 9888 7488 9120 5570
"207054_at" 11438 13338 7815 5782 11980 17284 10321 8019 15488 4043 7393 4740
"207055_at" 2141 9636 16761 5210 12895 16160 13892 13388 14684 3108 11440 10636
"207056_s_at" 1783 3831 11598 3335 17286 1395 1232 14885 7484 16455 2343 17351
"207057_at" 17579 1010 19204 2524 3588 3956 17418 6508 7615 22150 18526 4188
"207058_s_at" 9283 5816 8780 7312 9329 18838 13005 11496 12107 5672 11112 4564
"207059_at" 10911 10016 12131 18415 13804 2260 8751 14035 21976 1345 12952 12385
"207060_at" 12667 13322 8295 8634 12378 11619 21705 14052 2983 7768 3662 12280
"207061_at" 10143 9211 16288 7297 807 359 12202 3525 2961 864 7144 5585
"207062_at" 11914 12918 14031 4403 2072 20902 602 7070 15185 8355 752 76
"207063_at" 7672 6934 11548 6234 8687 12885 10355 9336 12372 5151 8915 7141
"207064_s_at" 11946 12036 14384 12475 6450 18213 22129 17658 16029 4829 11435 11746
"207065_at" 9278 3177 13565 20111 13594 8479 21597 12020 11342 5973 12225 12262
"207066_at" 5932 4500 12608 9006 10441 14827 11885 11140 10498 3331 6329 5271
"207067_s_at" 11619 4837 8172 3953 11893 12426 14322 10949 525 4640 9292 5030
"207068_at" 13551 6013 10452 10889 4382 5689 11343 3414 1352 15839 11208 10482
"207069_s_at" 22185 13752 20373 12687 20288 22174 4670 21089 22128 22141 22022 20850
"207070_at" 6787 12131 9243 11446 3138 20354 2589 8584 11102 7637 7714 6210
"207071_s_at" 12991 2166 3102 3394 18813 17306 3456 14198 4508 11063 14697 4066
"207072_at" 12210 5395 18258 4401 12470 12114 12109 12264 13113 11082 11270 6445
"207073_at" 5536 10270 11043 4194 8157 15563 13776 10445 13596 7874 8043 8532
"207074_s_at" 4853 3128 13286 5236 5731 3815 10106 12519 14673 3886 8899 8860
"207075_at" 669 11880 19756 11232 10227 5290 6008 7145 14844 17722 8716 11360
"207076_s_at" 14110 1344 5046 16065 15246 17201 16921 17561 18112 16791 16633 15014
"207077_at" 1684 3605 8463 8988 12177 11162 13057 12373 11356 5894 9240 7443
"207078_at" 16631 8993 1554 3598 127 19400 6668 646 142 22099 3337 30
"207079_s_at" 14407 17842 2174 16261 14874 17355 15391 5950 4814 15106 15958 14922
"207080_s_at" 8339 4157 8845 4315 9299 8912 10107 8735 9627 1103 13908 11783
"207081_s_at" 16783 19831 7137 19997 18956 8244 18765 18507 4320 18343 4985 18548
"207082_at" 5220 9517 9347 4858 13249 13933 12362 4649 10224 9782 9341 7553
"207083_s_at" 6938 3746 13126 644 12091 13438 1587 10220 14289 3166 9419 4995
"207084_at" 3347 10984 8874 5632 11904 7162 1320 7252 7528 11817 6616 9692
"207085_x_at" 8248 6155 176 8675 8618 19743 2683 9154 11312 22181 8387 6685
"207086_x_at" 9963 11527 12848 3812 9569 13455 499 13394 15025 5390 10653 4670
"207087_x_at" 4738 7208 11008 5301 11918 14258 12291 10999 10091 7297 10944 10361
"207088_s_at" 18962 19695 6266 16162 20310 20532 17506 17927 17985 20261 20906 17864
"207089_at" 4720 10574 15166 4110 10628 20198 13372 1866 13763 14048 9718 5883
"207090_x_at" 1109 12738 20935 1975 15306 4801 6896 4182 2317 15201 241 2388
"207091_at" 6242 9628 17177 7693 10725 5857 19245 7305 14503 21731 6300 4810
"207092_at" 11028 2693 14304 3789 10810 15775 9935 12235 13170 4733 914 4550
"207093_s_at" 10087 4517 16700 10612 12471 8687 13510 2231 13507 1380 10264 4852
"207094_at" 5084 5195 14293 7161 11608 12858 11094 8904 9863 3893 8881 9544
"207095_at" 5463 2780 16442 4744 1094 10667 3906 7472 13298 7752 12431 10162
"207096_at" 713 3021 17949 679 14174 21335 1752 6704 6496 2845 1934 740
"207097_s_at" 162 4751 13277 10118 15940 21776 10525 1408 21393 18193 6305 9734
"207098_s_at" 15285 18295 16866 13983 18868 1767 9043 16534 4023 11677 17173 3969
"207099_s_at" 7226 3872 553 11680 7669 255 18120 14142 1076 16928 12245 12168
"207100_s_at" 7434 13406 20459 6603 11305 21334 8595 19730 6301 10193 13864 9936
"207101_at" 3417 3758 12378 11418 13409 1368 21343 11874 21833 18649 7051 17772
"207102_at" 12634 9237 14603 9753 10837 11750 4643 7724 9965 5716 10578 4253
"207103_at" 7289 11842 13535 3908 5616 10697 14370 11819 10446 3106 8972 11848
"207104_x_at" 8121 8722 2021 3804 6460 20777 10162 10180 15343 11757 3411 9828
"207105_s_at" 21217 13903 21304 17106 14073 589 1002 5295 18817 20620 18487 18739
"207106_s_at" 12212 12864 9610 11223 10890 14881 12714 11396 14829 5842 2329 4742
"207107_at" 9952 3421 7982 10185 8279 10431 12605 12863 12417 6889 6119 11484
"207108_s_at" 13356 433 18808 20461 1933 3370 6055 3822 3502 9743 2378 22208
"207109_at" 12775 10573 15129 26 634 6648 1185 4727 19494 6669 6431 11418
"207110_at" 10075 9078 14436 17984 7615 4360 14643 12704 13135 7236 6998 4797
"207111_at" 12264 11135 14847 6459 12847 17112 12932 7708 15201 10432 8181 9479
"207112_s_at" 12869 11691 9521 5851 14609 7481 19463 17200 18940 583 573 15385
"207113_s_at" 7508 6537 18925 10137 10162 22146 3598 8312 7536 21490 10085 8191
"207114_at" 6315 12903 1009 1343 11587 2037 12531 21441 2549 9655 624 10275
