"inst_417" "inst_422" "inst_1010" "inst_1068" "inst_1171" "inst_1230" "inst_1486" "inst_1655" "inst_1905" "inst_1986" "inst_2690" "inst_4085" "inst_4164" "inst_4454" "inst_5227" "inst_5590" "inst_5916" "inst_5921" "inst_6189" "inst_6989"
"207257_at" 8102 12627 9728 7469 7744 12510 15690 10588 10623 13395 3168 3594 10025 12314 12097 7990 10987 7414 13794 11163
"207258_at" 7412 11549 6031 7103 13852 11919 17324 7833 8635 7704 13668 9033 3545 17207 6582 181 11163 12122 3031 13060
"207259_at" 7619 12521 5938 10067 10755 8403 13314 7354 10130 10186 11585 7132 8715 11927 10880 8002 10998 8495 8541 10545
"207260_at" 11321 13500 9276 5964 11603 8717 13303 9607 10756 14362 2779 7103 8373 11407 9615 6878 10497 10020 9482 11993
"207261_at" 7883 13019 8982 11199 10911 6541 13100 9776 6155 9530 10218 5261 9338 10433 9373 7627 11700 9666 9944 11065
"207262_at" 9394 9115 7175 9665 14144 7595 12217 7861 7857 12759 3182 15965 8296 11691 11122 10903 18060 9332 12948 13681
"207263_x_at" 19991 20600 2107 14929 1934 16375 2143 17483 6447 8989 17755 10864 21718 5170 3437 1502 146 18950 10426 18080
"207264_at" 6340 9820 5678 15909 9845 719 995 5332 3217 15967 13881 20858 2972 6924 339 1833 21384 12899 9444 901
"207265_s_at" 15810 12417 3186 2571 8623 15435 8326 16789 19437 20096 14400 12588 4656 16405 1549 3545 7894 22094 10495 3384
"207266_x_at" 15420 20352 4245 4449 6866 2198 5945 18990 1942 18312 10030 11379 6351 4832 18173 18262 8874 4435 8211 19598
"207267_s_at" 18697 18995 15492 20309 11474 22011 9446 21450 1214 6522 2785 21431 20929 21747 19919 18868 18735 20232 6531 19409
"207268_x_at" 12902 4313 2911 19759 5510 3724 6933 2463 18701 18800 4022 11944 16419 3609 5503 3290 5587 14458 15815 18085
"207269_at" 1176 2490 14243 8224 2173 9738 2412 13831 10834 6828 12713 1071 4603 2824 14835 3724 6397 8822 10436 4375
"207270_x_at" 22021 7028 13568 11005 21132 8741 10659 14288 8930 3899 18116 8163 111 1033 8467 732 18412 8030 18826 15151
"207271_x_at" 10513 11103 12232 14512 14251 8191 13793 8293 10020 9705 14638 7891 9033 12798 12879 10508 9599 7275 13713 8922
"207272_at" 6095 12664 11162 11331 13788 10285 17434 10134 6311 6491 10604 6910 11602 11159 9367 8107 10202 9249 8252 11026
"207273_at" 10625 9136 8330 8850 13285 6274 16100 11800 12828 16076 1348 14283 10544 9529 1694 5916 11033 9327 16988 15668
"207274_at" 15632 10494 10895 6259 12613 11798 14448 10243 6054 7455 15693 1539 9955 10521 11686 9473 22076 8367 13728 8520
"207275_s_at" 11674 6991 3981 2296 1443 19972 2923 16218 4765 16719 3842 18581 4668 19590 2586 18133 654 20695 2307 1116
"207276_at" 7857 11974 11804 10442 9334 7458 14711 12604 13398 5895 14781 9381 8060 11928 9802 10089 14105 11595 5445 10627
"207277_at" 3194 16303 7992 6113 14385 7746 12568 8269 8526 7727 16913 2083 1292 9788 9850 1850 20658 7221 21833 5609
"207278_s_at" 5529 11539 422 6794 7484 9028 10808 6603 6219 15621 4519 9494 10469 9581 10509 5931 12030 7327 10077 3707
"207279_s_at" 17205 18547 925 1006 7442 12774 19659 5155 7933 14543 10593 9268 14001 11042 17468 982 6892 7554 13660 2274
"207280_at" 22002 22090 8916 10997 13572 12414 10726 8831 14666 13480 15327 4970 8572 15494 12562 10637 13281 10094 11299 13051
"207281_x_at" 10626 16185 6005 14190 14457 11950 13594 13483 15005 8401 18580 8828 4003 11763 7340 9925 12664 11023 10492 14442
"207282_s_at" 6886 11515 13398 11081 7758 10898 13009 6342 6138 7499 14523 6347 12196 9904 13255 6495 9271 8712 11977 12756
"207283_at" 16052 449 7377 16006 16335 14003 1186 4881 22181 20268 112 3356 2718 4759 22246 22155 20398 445 2795 19832
"207284_s_at" 6191 10272 11658 6698 15993 20329 15644 6575 15068 5846 77 10258 10226 1076 7401 7363 12466 13418 12321 10089
"207285_x_at" 9824 9848 10748 2095 9502 12429 16659 13048 10745 15400 7186 12280 11715 931 7755 9524 10022 7247 13989 3996
"207286_at" 5010 12269 1498 8285 9429 6872 14200 14658 10474 8420 9709 3584 2395 5236 2556 21774 600 21037 1984 8499
"207287_at" 6784 21849 4010 9215 6705 6260 19269 8257 14686 8143 6803 10604 14266 8337 4235 1659 21482 1918 17663 13276
"207288_at" 8173 12254 11071 7159 15072 8577 15513 12122 10574 10120 7884 8378 9597 11651 11457 9325 12809 8365 11760 8372
"207289_at" 3963 21512 9622 15835 15939 1436 13790 1834 4189 51 19618 17122 15028 19180 13410 1185 3591 14333 4552 10200
"207290_at" 12738 8403 7812 6855 8843 3748 3027 14250 8288 15496 3479 3342 19848 9890 551 10676 19190 17054 1452 1960
"207291_at" 21933 381 21153 8745 21818 5427 216 15741 546 1447 19138 4006 13930 785 21366 19168 20848 12652 4867 1335
"207292_s_at" 10183 14714 10647 3123 14716 21278 11649 1989 11277 7623 1572 19854 9021 397 8356 9628 36 2177 12253 16348
"207293_s_at" 6215 9310 8234 10581 13538 8408 14996 9693 11369 9375 13410 8455 11745 8694 13228 10579 9337 11864 8321 10373
"207294_at" 7716 15312 11769 11443 14290 6437 10912 10185 6759 6792 12527 8922 12259 13240 505 10648 10281 10310 12758 13893
"207295_at" 21786 14939 8331 6581 15915 12406 17918 11499 2533 15854 12654 7717 2386 15041 11680 10732 13077 11321 10846 8925
"207296_at" 7797 15769 14371 9345 15678 12640 13957 13159 7644 6054 13575 9314 21428 13808 13343 10845 12352 11507 12277 10137
"207298_at" 2303 11759 9756 11637 10878 8367 13062 10399 9489 7949 11589 6162 7748 10006 9224 7145 11337 8897 12520 10515
"207299_s_at" 7482 11086 8048 14101 14162 12523 14403 4482 12534 6082 1657 2392 19009 10502 12454 6745 17365 16990 15103 14247
"207300_s_at" 14558 20846 12968 7932 15521 12561 15871 6666 13708 13961 1356 7752 11305 12919 10507 8732 5810 2444 13052 4937
"207301_at" 6901 8728 6979 12975 10131 6284 16614 8098 6808 13129 15023 741 5298 4990 596 8026 10204 7323 13658 14611
"207302_at" 2524 8791 2800 7322 15362 11878 19713 16661 8767 11938 166 10922 342 1056 618 2571 395 20681 8949 1090
"207303_at" 14933 21008 11822 15508 17320 4612 316 7222 19555 12267 18527 15578 1829 6365 16407 8669 22200 407 20790 12273
"207304_at" 11445 8459 17814 13463 17442 21995 8348 11852 7058 12262 16111 20792 6379 8411 14579 14412 5556 3325 15694 13996
"207305_s_at" 15040 7219 14936 17758 5016 15155 4355 4466 5306 3502 7977 12632 13665 6676 16316 12394 15899 5971 7578 5540
"207306_at" 5242 15943 7920 9320 7658 6948 13098 7434 6839 13316 3465 13458 9449 12041 9542 7726 11914 7173 10803 9460
"207307_at" 6770 10563 7503 5931 13476 6527 15992 8171 12392 15203 14661 7526 641 10729 1321 7859 19124 10386 11331 8437
"207308_at" 15814 13801 9635 8462 8804 13055 16518 14181 10837 11113 15479 3828 12122 13362 7303 6102 13166 12373 10388 9861
"207309_at" 1321 1686 8081 8805 12352 949 9672 476 5327 18765 21109 1887 3612 21365 2430 3033 2271 5269 281 5878
"207310_s_at" 10636 18316 7834 5947 11596 9819 12504 10238 9649 13165 10683 8056 8336 11137 9716 6056 12411 9892 10570 11647
"207311_at" 6804 21274 14635 6431 11408 7660 17314 8898 15340 10877 3607 12313 3298 4031 8883 3648 18809 17243 15960 9838
"207312_at" 158 22085 12838 8349 9835 9269 12107 12011 15156 8041 13168 5661 8095 9645 7346 8155 10187 10592 1628 6380
"207313_x_at" 12972 19447 8779 7439 16096 6799 16960 8545 15081 10574 13546 10005 1585 761 12634 13147 3043 11522 8851 15650
"207314_x_at" 12504 11827 10206 11952 2810 6407 12744 9999 13449 15530 20332 12304 11530 13408 10746 11367 9944 12813 438 13941
"207315_at" 5496 19196 10427 14309 9651 12581 16759 8899 14113 14937 12144 11595 17171 9379 9133 457 8720 15717 17628 14457
"207316_at" 5782 13638 12958 13052 7842 7662 11716 6201 12901 6513 7649 7547 11056 9071 10340 8003 684 11876 10934 11484
"207317_s_at" 9112 14454 5867 7780 9344 8100 11583 1703 6128 13158 222 3166 11635 13210 7081 11584 1156 11743 19516 13021
"207318_s_at" 3689 5299 18701 19407 4648 13471 4720 14696 4129 2626 8115 11102 16566 3881 17059 12707 18592 17097 5266 17161
"207319_s_at" 2992 17681 17561 3716 4481 19682 20313 2315 9179 4414 10046 22145 4116 8078 2470 17265 21551 20991 4334 20229
"207320_x_at" 3357 7952 14923 17038 18373 15605 9298 16932 20991 2340 6465 12978 17593 14523 15764 15632 6831 5048 7368 18592
"207321_s_at" 14049 10188 7839 10003 15439 10755 5861 11477 14820 15154 15090 452 2080 20359 19911 17278 22127 1113 13173 13836
"207322_at" 8229 11082 11594 11288 7502 6104 14895 6012 6986 11835 10339 6741 7760 9435 7108 9454 11313 7216 13398 11160
"207323_s_at" 20585 18047 6025 10128 9816 9580 15427 7216 11482 11979 11638 8051 638 9715 12614 7025 10367 7095 5759 14186
"207324_s_at" 5201 10254 14240 8684 8028 8753 14294 8990 6389 12376 12166 7367 9007 11741 12477 8845 16692 10405 13192 15291
"207325_x_at" 6799 10266 10921 13044 13406 12260 14682 11041 13285 6061 12617 16819 8379 12483 10698 10445 13202 1218 8512 14797
"207326_at" 5682 9321 8095 14196 8932 3245 9845 13723 12425 14476 3258 2809 12352 2319 13163 8102 21605 715 11575 14649
"207327_at" 4921 9915 6692 13918 10267 22152 11630 6686 13161 15006 17520 20576 15602 324 10863 2807 21933 18444 9196 14861
"207328_at" 11398 7552 15796 12570 14002 8254 4818 18006 8369 14483 10641 6183 3241 2819 15071 20060 19506 9534 8517 20469
"207329_at" 4115 4585 10166 8177 7962 11133 15778 8050 9166 13466 14621 5430 5571 9644 12366 9481 11058 7097 9815 11678
"207330_at" 11662 2101 9496 11143 11528 8621 12225 9522 4934 7435 13637 6935 9176 10218 7452 7624 12126 9661 8980 11054
"207331_at" 5018 10366 7751 15695 1746 18468 13577 6366 8427 8945 2336 21329 849 5880 1114 792 107 17172 21052 6699
"207332_s_at" 14873 8018 18807 17928 20308 14909 19255 15119 5611 17769 19429 11126 16963 16664 15268 16009 14867 14965 18007 19574
"207333_at" 6925 18958 11513 7895 13303 6614 12823 13734 6178 16035 14823 9604 15385 8916 2233 11417 11115 7098 8878 9603
"207334_s_at" 9194 11247 11225 4272 153 2924 12037 9018 10226 9381 3773 17628 4376 16073 4538 11516 9920 18153 15122 16136
"207335_x_at" 18640 1968 4631 16563 21054 16274 6384 4472 19229 21501 15841 4730 5343 14014 13832 12246 16375 3337 17472 6965
"207336_at" 7571 12169 12310 6228 13702 7809 17691 7046 10621 9590 11988 1467 8306 12595 9097 8908 12034 11826 8894 15618
"207337_at" 6002 12640 5877 8227 15181 7378 13813 7508 10027 11216 5794 10939 8470 9829 8318 2846 17584 3055 12250 9333
"207338_s_at" 18500 2164 16229 22129 16356 18248 9865 14904 20195 364 17749 19258 13900 14336 19733 18165 5792 14202 6913 17691
"207339_s_at" 3491 16076 6217 5895 1049 11 431 7593 8692 218 9472 8180 7789 12590 1887 9585 12902 3 17074 11960
"207341_at" 5971 15292 6778 15122 22194 6226 11559 14401 14903 21895 21873 5801 8430 9494 2885 17905 21680 700 21995 16076
"207342_at" 7451 8830 10769 14449 7865 10344 15175 13217 6115 13852 12398 2617 12083 12742 12811 11306 9942 7266 10184 8237
"207343_at" 19193 2201 12743 10663 11841 9360 16368 12296 9564 10618 15203 6436 2212 12304 12861 11160 2448 10364 12942 9300
"207344_at" 10147 11556 8930 11898 11145 8419 12112 11916 11719 9741 12803 8044 10191 11426 9500 6875 10454 8278 10198 11565
"207345_at" 19681 11883 13025 15603 12278 345 11817 2991 417 10726 10935 1679 1508 106 11115 993 20666 951 4529 3558
"207346_at" 22182 21464 14860 13137 8525 1838 21553 12984 4804 7366 21137 21318 20353 4451 21068 14981 21224 332 1039 15263
"207347_at" 19225 20681 8374 8405 20331 3282 539 10388 21979 21465 4482 14332 2768 4164 5664 18972 18760 6909 5270 9774
"207348_s_at" 14413 19156 20928 16286 18622 1994 2510 3091 8534 17481 21056 8982 20692 4641 21793 21692 1148 8827 22049 16337
"207349_s_at" 11240 8543 14007 14897 10476 8895 7013 12563 11973 15920 14136 8464 10738 4316 13388 1916 14041 8037 10820 9678
"207350_s_at" 18921 21891 17397 18671 1722 5338 868 5109 1536 1109 6781 14229 15380 5628 3627 2411 5890 12452 5458 6837
"207351_s_at" 844 640 9714 6892 20628 336 17558 8895 929 2815 1280 11886 311 2827 3698 7085 8554 5446 5408 15019
"207352_s_at" 22051 140 15716 12616 4795 435 22210 904 14416 9306 12171 3035 21920 14987 21711 21920 538 668 22183 15152
"207353_s_at" 1644 7675 7712 10151 13373 8336 14138 8651 15050 2806 10352 9121 10932 1871 10400 5832 13976 7629 11104 12842
"207354_at" 21808 9172 11843 15372 9950 8120 11181 7329 14517 5933 13332 9619 10941 11516 7981 7974 9327 13074 15062 16179
"207355_at" 10087 15393 12584 9273 14245 13420 17322 7855 9029 16002 4097 11295 16942 6724 11495 12338 21673 4727 1254 16126
"207356_at" 9757 15846 10823 6271 8859 7206 14347 12318 11599 12861 15001 11149 10259 10689 11729 7194 1342 7912 11450 10767
"207357_s_at" 12781 19440 19705 1366 3835 15459 7551 5082 5513 845 5945 17997 18336 19284 18144 17365 5320 17666 20326 1543
"207358_x_at" 12487 4172 4382 2250 6779 14172 6002 3025 3561 19022 16712 12285 7210 18918 2703 19711 20757 5853 4661 2583
"207359_at" 20306 20060 13316 13307 9263 6578 15403 14012 2122 9226 8026 6431 11578 12670 10269 9798 9972 10728 13680 8749
"207360_s_at" 9553 14824 12019 12056 3162 8695 13211 7924 7516 10607 22257 22224 10432 21658 9851 8159 10112 21391 652 10618
"207361_at" 7265 11129 207 6547 13958 7632 646 7287 14125 8987 778 600 2497 2439 9680 14362 576 11859 5937 8587
"207362_at" 4944 10025 6272 15604 7556 7627 10926 6494 14071 13732 4763 15949 1081 13278 3208 8068 12234 825 8469 8603
"207363_at" 8974 10090 14823 5134 10422 3519 14405 9118 6165 14186 1025 1976 1121 13394 4742 3272 18160 172 13920 13879
"207364_at" 9318 11784 11751 6112 11174 8357 12032 9520 6999 9677 12970 6339 8633 10210 9359 9124 9947 9634 9936 13958
"207365_x_at" 18483 18122 1478 1004 18442 15150 19375 21468 333 18386 4936 3451 4011 7082 15188 4223 16362 14188 4383 18251
"207366_at" 18801 20544 12780 7451 1458 11893 105 11510 14436 260 8565 21532 4431 3538 146 3379 22159 18707 7880 2130
"207367_at" 1277 979 13868 12539 14476 6339 11055 12654 8330 8271 13572 2186 8727 4787 13028 8868 16695 10225 10868 13674
"207368_at" 9566 12258 5958 8572 8676 9021 15119 13757 13430 6084 12095 13255 3246 9905 8801 6337 10921 8447 8507 2039
"207369_at" 14762 21149 13417 15105 15288 10271 11440 6962 7718 7588 13981 6027 1522 1485 13018 7851 17138 17941 1108 12656
"207370_at" 4860 15892 11065 7001 15834 12141 13840 13568 9537 7359 19811 11623 20805 10493 2675 916 12604 466 14167 10042
"207371_at" 11333 8960 6657 10518 9058 7887 15877 11011 11804 13768 13745 7996 9935 9939 9471 6743 11838 12143 8600 11461
"207372_s_at" 10375 13895 10729 13844 15842 6793 16264 11050 12864 13728 12815 1110 8589 12065 6864 6527 10464 11689 11782 15251
"207373_at" 8384 12995 7183 6473 11401 8441 15074 8339 10069 9369 18616 184 7973 11591 7159 9583 13418 8966 10250 13059
"207374_at" 10295 18955 8203 13392 13136 7683 12214 8502 7234 8841 15131 10194 14156 21836 2084 13187 20177 915 10816 12101
"207375_s_at" 16208 22237 21608 1091 10773 5523 20736 19887 19926 11254 12047 4810 12904 2551 4332 11938 4840 2236 8751 507
"207376_at" 20536 19349 11555 10158 11415 10031 17484 7294 13797 18065 2024 7645 9743 9763 6878 7271 11114 10011 6756 11974
"207377_at" 7653 10516 14236 12232 14458 12290 15514 14174 9911 10124 801 1398 765 9995 8940 5527 19625 2706 12653 9618
"207378_at" 7399 13469 9242 11557 10852 7648 13129 9547 10688 9661 13377 5381 9273 10170 9290 7559 11588 8839 9888 10724
"207379_at" 14287 14172 12905 10066 15551 7235 11797 7300 6709 13915 12129 7864 10337 21894 12628 8501 13483 1769 11819 10040
"207380_x_at" 18841 1699 11840 12944 5415 10490 16641 13540 9071 15776 12066 8648 13333 9818 7435 10625 13063 11098 259 8342
"207381_at" 7140 9230 13118 12030 9218 7173 17750 6630 13679 10840 921 8112 1754 14582 12953 6436 4066 8635 11860 13220
"207382_at" 3521 7609 7345 6899 16034 6231 17662 12634 14915 11049 7077 9878 17789 11326 12014 9638 20606 7198 1630 14889
"207383_s_at" 7776 14395 14052 6448 11914 8722 15217 7723 10628 9609 14222 8843 17373 9143 8758 6852 2586 7798 8667 15154
"207384_at" 9967 14274 14167 11139 4386 10865 16462 9928 10695 6107 11700 9776 10356 4130 11883 8582 3899 18054 2657 15270
"207385_at" 8742 11724 12305 7671 15843 10567 8391 1030 10343 10654 2622 3442 7804 20744 12482 3247 178 18121 17374 16078
"207386_at" 17865 11604 10816 9275 14688 2472 14009 12686 1608 8140 19974 2367 7547 15045 2512 1629 7092 19945 10749 15733
"207387_s_at" 4398 12951 5712 13041 456 96 20411 10762 1302 9877 431 28 19868 58 19891 3668 5009 2306 6738 11938
"207388_s_at" 3254 2596 3198 701 9083 276 9545 19145 18868 7266 5413 20843 2609 7107 633 2583 21501 20069 16150 18013
"207389_at" 17802 21285 6530 13175 9932 4773 16208 11940 5674 21726 13414 1761 895 9954 6707 1960 1108 10697 2404 12271
"207390_s_at" 20644 19393 21331 21473 15753 16954 1900 18117 16186 10745 17281 20181 21123 18068 22056 14674 3615 19761 2571 21238
"207391_s_at" 2757 16312 19696 20246 3867 1481 1353 1317 2053 20327 3744 10224 22278 21500 535 21573 2034 19143 171 22071
"207392_x_at" 19324 18866 13262 6486 12625 11642 8933 10699 14804 10958 516 19132 17644 21038 1299 1780 7900 16565 14165 16212
"207393_at" 1012 10537 14692 15352 13553 13358 20509 14648 9770 15191 3151 3456 2746 14272 1409 20934 3372 757 13617 10093
"207394_at" 2079 11629 2811 15564 4699 21187 12822 3959 9180 8411 5744 17271 6090 21319 5179 21741 16361 17353 22127 9456
"207395_at" 16426 16497 12377 6975 13221 10071 17028 7340 15018 13034 11135 6936 6185 11278 8194 10621 10613 9442 1479 8179
"207396_s_at" 19325 5330 19164 5711 21848 21107 5577 3344 5208 19553 16643 16384 18787 17051 19128 17478 6735 3143 22000 18245
"207397_s_at" 8178 12281 12775 3148 7462 11431 14249 11953 10532 10127 75 211 8409 12121 11404 396 10611 10242 9675 12245
"207398_at" 20159 20421 10763 11126 10283 9233 16832 10970 11284 15914 11846 8449 9563 10758 9329 7861 1899 8762 11966 10860
"207399_at" 461 15993 13322 8840 9580 6932 11809 10681 14902 11143 10460 9104 11287 2055 12726 4171 11138 9449 13423 10503
"207400_at" 3053 703 4578 16645 6086 5007 20537 4428 11641 12220 486 15912 16773 8173 3664 17318 2332 8340 202 1507
"207401_at" 4487 14826 6236 6655 14600 12651 16257 8803 9181 16491 17332 20085 12627 11668 11270 11510 10545 18770 9290 15230
"207402_at" 9256 8478 13996 9388 12977 8978 15338 7055 9737 14530 15720 7692 11590 12866 7323 8714 12798 11172 12124 2123
"207403_at" 21370 15975 1839 7085 10058 1277 20477 4738 12802 9196 12850 10539 7086 3514 12795 791 3320 4047 1506 12304
"207404_s_at" 14006 15078 7389 14390 3641 6150 22064 19988 9260 16092 379 6728 21719 6680 21279 22200 21372 13709 555 14083
"207405_s_at" 18981 16636 15509 1932 16950 17363 6420 16042 16940 2959 17278 17817 6592 19121 6614 18991 18898 2459 19221 18176
"207406_at" 7063 15236 13964 11200 13439 12315 15734 13120 10125 5767 13845 8358 8809 13541 6935 6546 9236 12170 9634 7959
"207407_x_at" 4889 9901 9983 9034 15541 10190 16803 8446 11191 6033 14608 7287 14555 13248 8499 9001 11586 8050 14119 13402
"207408_at" 1797 18565 7990 14853 21419 1783 22082 10325 216 2052 18933 2094 3279 17655 21606 1169 17563 571 16851 19305
"207409_at" 7858 13627 14400 11782 8520 9853 11446 12246 13274 7318 2488 9713 10462 12905 12894 1151 15428 6821 13847 5615
"207410_s_at" 7826 13844 6013 7177 15214 7369 16151 7035 10301 9431 20301 2841 9057 12349 10363 11107 9760 8130 8731 15919
"207412_x_at" 790 10343 1724 7695 15600 13174 14198 10503 14464 15580 3702 259 2610 16923 355 6889 21157 7252 4245 10223
"207413_s_at" 5154 19768 5950 12114 9891 6159 10834 3956 11524 16108 14135 7720 6068 12594 7888 1376 9207 12834 2927 1450
"207414_s_at" 19851 4182 2142 18776 2513 9600 20778 19607 7899 8605 20197 9207 21617 9019 19099 14076 8405 7146 20283 22141
"207415_at" 7271 14205 6592 12180 7825 12066 14082 14030 3828 15594 11684 3237 15843 8036 13469 7376 9180 4974 10851 11702
"207416_s_at" 17970 795 21652 15768 19556 10021 7523 3807 1418 21235 22078 17721 16931 16366 16674 5216 15020 454 14445 176
"207417_s_at" 12871 8335 14220 8783 2614 2969 10793 13333 16113 6478 21864 10971 12484 16807 13348 1200 1318 18948 21984 2889
"207418_s_at" 9004 13008 6250 11555 8809 8725 15756 13144 12241 6844 14929 7296 10476 12440 8603 8113 10619 9194 11291 11017
"207419_s_at" 9641 9902 14772 10191 17816 18864 2239 7491 19727 19422 21814 20329 8925 17557 10531 11459 1322 21887 17706 9813
"207420_at" 2344 12888 7950 14935 6084 7281 17210 12443 12808 7221 15655 6324 1527 16893 10663 6212 12142 8385 5403 15647
